finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10
180000051,CH VIERZON,DGF,TAA,CH,T2,M2,C2,O2,"         9,1","        0,58","       11,11",                                      .z,                                      .z,"        58,7","       110,1","        76,5","        55,4",          74,,           6,,           2,          29,          15,          15,           3,        4790,        1431,         706,        1628,        1336,         265,        1081,           0,           0,          79,         530,        2540,       12557,        1360,         104,           1,,,,,           3,           1,,      320935,    54469602,,    25528980,,     2075868,,       56000,,      708271,,     8573983,,    52316078,,    32854922,,     -911280,,    -1042833,,      769624,,    44430804,,    24851506,,      432651,,      141313,,      291339,,           1,,Chirurgie du sein : 4,Cataracte : 241,Arthroscopie du genou : 27,Hernie enfant : 1,RTU prostate : 8,Hernie adulte y compris cœlioscopie : 97,"Chirurgies main, poignet : 311",Chirurgies majeures orthopédiques (dont hanche et fémur : 152,Cataractes : 253,Hernies : 141,Chirurgie inter spécialités : 122,affections médicales du nouveau né : 528,Infections respiratoires : 358,Endoscopies digestives avec ou sans anesthésie : 478,Autres gastroentérites et maladies diverses du tube dige : 278,"Cardiopathies, valvulopathies : 244",           0,           0,          20,           0,           0,"       49,75","        26,7","        8,86","         3,7","        4,25","      630,49","       69,44","       445,8","         5,4","       29,53","       80,32",           4,,"         1,3",,"      -180,4",,"        32,3",,"        67,3",,"         1,8",,"        82,4",,"        37,3",,           1,,           3,,"        97,9",,"        54,6",,"       1,129","       1,095","       0,968",          25,          11,"        26,3","        24,3",,       27835,      249708,"       26,98","       86,56","       48,28","       79,53","        40,5","         2,1",          54,N. Calc.,73 - [69 - 77],53% - [41% - 64%],70% - [59% - 80%],53% - [41% - 64%],86 - [83 - 88],N. Conc.,C,,,,          34,"     16411,2","     63620,7",          35,"         2,1","         2,6","         6,1","         5,6","         1,2"
180000069,CH ST AMAND MONTROND,DGF,TAA,CH,T1,M2,C1,O2,"        10,3","        0,91","        17,6",                                      .z,                                      .z,"        68,9","        89,3",,          44,          80,,,,           1,,,          15,           1,        3322,         295,         484,        1004,         172,         131,         142,           0,           0,          94,         390,         250,        9226,         194,          63,           1,,,,,,           1,,,    41196100,,    14395760,,     1154675,,       40000,,         952,,     5427294,,    37792112,,    18843421,,      301309,,      169563,,     3106029,,    52909734,,    19568174,,    14978981,,     3840672,,    11138309,,           1,,Chirurgie du sein : 22,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Trauma crâniens : 69,"Occlusions, sub-occlusions digestives : 66",Traumatismes du bassin et des membres : 102,Intervention  peau et tissu sous-cutané : 77,Chirurgies utérus / annexes : 52,affections médicales du nouveau né : 381,Infections respiratoires : 274,"Cardiopathies, valvulopathies : 222",Signes et symptômes : 259,"Infections reins et voies urinaires, lithiases : 218",          60,           0,           0,           0,         100,"       28,92","       22,53","        0,98","        1,01","         2,2","      429,86","        53,4","       281,3","        3,26","       11,46","       80,44","         8,3",,"         6,7",,"        69,7",,"         6,3",,"        39,8",,"        10,5",,"        73,7",,"        48,8",,"        37,1",,"       144,7",,"        89,3",,"        39,9",,"       1,119","       1,215","       1,168","        35,3","        11,9","        10,8","        19,6",,,,"       17,69","       77,88","       36,83",           0,,"        49,4",         106,N. Calc.,90 - [87 - 93],59% - [47% - 70%],75% - [64% - 84%],74% - [63% - 83%],87 - [83 - 90],N. Conc.,B,A,A,A,          39,"      2337,2","     51281,6","        43,1","         6,1","         3,6",,,"         0,8"
180000358,CLINIQUE DES GRAINETIERES,OQN,TAA,CLI,T1,M1,C2,,"        10,1","        0,09","        3,38",                                      .z,                                      .z,           0,         734,"        34,9",,           0,,           5,,           2,          68,           8,,,         883,        1493,           0,        1350,        1842,           0,        1053,           0,           0,          12,           0,        2898,,        2193,          39,,,,,,           4,,,,,     8741658,,     6859372,,           0,,           0,,           0,,           0,,     7981842,,                                      .z,,      401516,,                                      .z,,      629319,,     6585955,,      818412,,     3631611,,     3605181,,       26430,,           1,Chirurgie du sein : 0,Cataracte : 628,Arthroscopie du genou : 35,Hernie enfant : 0,RTU prostate : 18,Hernie adulte y compris cœlioscopie : 113,Cataractes : 628,"Chirurgies main, poignet : 545",actes ORL et stomato divers : 267,Chirurgies majeures orthopédiques (dont hanche et fémur : 285,"Chirurgies transurétrales, autres : 126",Endoscopies digestives avec ou sans anesthésie : 709,Endoscopies digestives thérapeutiques et anesthésie : sé : 664,Autres gastroentérites et maladies diverses du tube dige : 154,"Autres affections hépatiques, voies biliaires : 35",Symptômes digestifs : 53,           4,          20,           0,           0,          73,"        12,5","         4,5",           5,           2,,"        80,8","        11,5","        66,5",,,"         2,8",,"         8,7",,"         7,1",,         100,,"         1,3",,"        17,8",,,,"        83,5",,,,"       164,9",,"       166,1",,"        35,7",,"        92,5","       0,911","        1,06",,                                      .z,                                      .z,                                      .z,                                      .z,,,      222544,,,"       55,23","       82,54","       104,7",,          70,N. Calc.,84 - [81 - 87],80% - [70% - 88%],99% - [93% - 99%],90% - [81% - 96%],89 - [85 - 93],53% - [35% - 70%],C,B,,B,,"     57958,5","    131668,6","        16,2",           1,,                                      .z,                                      .z,                                      .z
180004145,HÔPITAL PRIVÉ GUILLAUME DE VARYE,OQN,TAA,CLI,T2,M2,C3,O2,"        14,2","        0,06","        3,37",                                      .z,                                      .z,           0,"       146,9","        41,8",          25,          11,,          12,,          12,         139,          25,          19,,        1327,        4367,         375,        2311,        3933,          17,        3918,           0,           0,         280,         338,        7217,,        2801,          59,,,,,,          11,           1,,,,    26318811,,    19962890,,           0,,           0,,           0,,           0,,    23704589,,                                      .z,,     -385914,,                                      .z,,     1529703,,    31894438,,    18047071,,     6944234,,     6880280,,       63954,,           1,Chirurgie du sein : 111,Cataracte : 1383,Arthroscopie du genou : 189,Hernie enfant : 9,RTU prostate : 189,Hernie adulte y compris cœlioscopie : 301,Cataractes : 1384,actes ORL et stomato divers : 876,Chirurgies majeures orthopédiques (dont hanche et fémur : 550,Hernies : 437,"Arthroscopies, Biopsies ostéo-articulaires : 201",Endoscopies digestives avec ou sans anesthésie : 1166,Endoscopies digestives thérapeutiques et anesthésie : sé : 561,affections médicales du nouveau né : 335,Cathétérismes thérapeutiques vasculaires et coronariens : 102,"Lithotritie extracorporelle de l'appareil urinaire, en a : 188",           0,           0,           4,           0,           0,"       48,42","       12,41",          19,           7,           3,"      252,91","       29,07","      211,98","        0,07","        6,15","        5,64",,"         9,9",,"         5,7",,         100,,"        11,8",,"        66,8",,,,          81,,"        48,4",,"       105,9",,"       106,9",,"        26,8",,"        70,7","        1,07","       0,943","       1,045",                                      .z,                                      .z,                                      .z,                                      .z,,,      222444,"       18,05","       89,17","       47,43","       78,18","        72,3",,          30,N. Calc.,77 - [72 - 81],50% - [39% - 61%],100% - [100% - 100%],86% - [77% - 93%],80 - [77 - 84],62% - [48% - 74%],C,A,,A,          31,"     73913,2","     92915,8","        28,1","         0,3","         2,6",                                      .z,                                      .z,                                      .z
190000042,CH BRIVE,DGF,TAA,CH,T3,M3,C3,O2,"        14,6","         1,1","       12,55",                                      .z,                                      .z,"        53,2","        83,6","        88,9","        51,9",         286,           9,,          14,          38,          91,           5,          26,           1,       13488,        3787,        1058,        2440,        1188,         495,        7226,       19074,        8831,        1719,         809,        4211,       21100,        2567,         140,           1,           1,,,           1,           7,           2,,     1722966,   136883625,,    88432632,,     4926384,,      551495,,     1602968,,    16315995,,   127332963,,   102155806,,      824353,,      862087,,     7916651,,    95455030,,    42666214,,    18044464,,    15604178,,     2440286,,           1,,Chirurgie du sein : 32,Cataracte : 0,Arthroscopie du genou : 58,Hernie enfant : 2,RTU prostate : 70,Hernie adulte y compris cœlioscopie : 142,Chirurgies majeures orthopédiques (dont hanche et fémur : 365,Ligatures veines : 299,Traumatismes du bassin et des membres : 264,Trauma crâniens : 159,Mise en place d'accès vasculaire : 271,affections médicales du nouveau né : 849,Infections respiratoires : 656,Cathétérismes thérapeutiques vasculaires et coronariens : 588,Chimiothérapie hors séances : 521,Symptômes digestifs : 412,          80,          79,          51,          25,         100,"      120,78","       74,72","       13,87","        5,43","        3,73","     1599,91","      205,34","     1091,19","       35,07","       94,35","      173,96",           7,,"         5,6",,"        52,8",,"         5,4",,"        48,5",,"         7,1",,"        74,6",,"        46,9",,"        44,7",,"        51,7",,"       199,1",,"        27,5",,"       1,057","       1,174","       1,066","        25,9","         8,4","        14,5",          20,,       73380,      207099,"       18,17","       81,42","       23,88","       56,42",         108,          70,"         9,6",N. Calc.,84 - [81 - 87],63% - [51% - 73%],89% - [80% - 95%],89% - [80% - 95%],81 - [78 - 84],67% - [53% - 78%],B,A,B,B,          37,"     21333,6","     77664,9","        26,2","         2,2","         4,8","         5,5",          12,"         5,5"
190000059,CH TULLE,DGF,TAA,CH,T2,M2,C2,O2,"         9,5","         0,7","       10,16",                                      .z,                                      .z,"        47,5","        72,3","       110,2",          48,         170,          12,,,          13,          35,           5,          21,,        7123,        2382,         784,        1979,        1358,         217,         370,           0,           0,         394,         607,        3214,       13785,        1835,         128,           1,,,,,           4,           2,,     1098045,    80293556,,    45036570,,     7068988,,      280000,,     1041519,,    10546071,,    75653262,,    52377849,,       60045,,       55545,,     3467684,,    66590463,,    27483619,,     6482099,,     4939364,,     1542735,,           1,,Chirurgie du sein : 67,Cataracte : 433,Arthroscopie du genou : 53,Hernie enfant : 1,RTU prostate : 40,Hernie adulte y compris cœlioscopie : 88,Cataractes : 433,Chirurgies majeures orthopédiques (dont hanche et fémur : 190,actes ORL et stomato divers : 203,"Chirurgies main, poignet : 224",Intervention  peau et tissu sous-cutané : 171,affections médicales du nouveau né : 630,"Névroses, psychoses et autres troubles mentaux : 211",Diabète : 594,Cardiologie autres : 285,Endoscopies digestives avec ou sans anesthésie : 415,          80,          80,          62,          50,          67,"       84,18","       52,55","        9,48","         3,6","         5,1","      926,72","      110,37","       653,3","        9,94","       42,66","      110,45","         5,8",,"         4,1",,"        39,6",,"         7,9",,"        45,5",,"         2,2",,"        79,9",,          39,,"        23,8",,"        31,3",,          83,,"        57,6",,"        1,08","       1,125","       0,955","        27,4","         9,7","        19,9",          18,,       67077,      230295,"       24,05","       75,27","       36,31","       72,06","       123,5",          73,"         0,6",N. Calc.,83 - [79 - 86],46% - [35% - 58%],78% - [67% - 86%],70% - [59% - 80%],74 - [71 - 77],92% - [82% - 97%],B,A,B,C,          29,"     14843,8","     72196,4","        21,8","         3,4","         3,1",,,"         4,3"
190000075,CH USSEL,DGF,TAA,CH,T2,M2,C2,O1,"        14,5","        0,45","       10,74",                                      .z,                                      .z,"        56,1","        84,7",          84,"        37,5",          69,,          10,,           4,          24,           4,          12,           1,        3482,        1272,         377,        1056,        1075,         113,         798,           0,           0,         173,         252,        2095,        8293,        1419,         103,           1,           1,,,,           3,           1,,,    41572475,,    21797081,,     1906326,,      120133,,      677759,,     4246410,,    39675679,,    26036761,,     -982202,,    -1124473,,      772715,,    39443111,,    15297564,,     3293503,,     3607356,,     -313854,,           1,,Chirurgie du sein : 4,Cataracte : 507,Arthroscopie du genou : 19,Hernie enfant : 2,RTU prostate : 22,Hernie adulte y compris cœlioscopie : 54,Cataractes : 506,Chirurgies majeures orthopédiques (dont hanche et fémur : 162,Hernies : 134,Cholécystectomies : 87,Chirurgie du membre supérieur (hors prothèses) : 71,Endoscopies digestives avec ou sans anesthésie : 380,Endoscopies digestives thérapeutiques et anesthésie : sé : 270,Infections respiratoires : 277,Cardiologie autres : 212,affections médicales du nouveau né : 242,         109,          80,          20,           0,          67,"       39,34","       15,55","        5,99","        3,02","        2,63","      488,07","       63,15","      365,17","        2,86","       16,39","        40,5","         4,6",,"         1,7",,"        -9,8",,"        19,8",,"        42,2",,"         5,8",,"        78,5",,"        37,4",,"        33,2",,"        30,3",,"        96,8",,"        31,1",,"       0,963","       1,049","       1,058","        29,3","        13,4","        18,1","        16,6",,,      203346,"       18,65","       71,22","        45,8","       75,78","       122,2","         0,2",          63,N. Calc.,83 - [80 - 87],75% - [64% - 84%],80% - [70% - 88%],83% - [72% - 90%],85 - [82 - 89],74% - [57% - 87%],C,B,B,A,          22,"     18043,6","     74762,1","        15,7",           2,"         3,3",,,           0
190000224,CENTRE MÉDICO-CHIRURGICAL LES CEDRES BRIVE,OQN,TAA,CLI,T3,M2,C3,,"        11,2","        0,39","        4,25",                                      .z,                                      .z,           0,"        95,4","        62,9",,          26,,           9,,,         119,          45,,,        2127,        5446,           0,        4384,        4230,           0,          20,           0,           0,         121,           0,        8855,,        5700,          47,           1,           1,           1,,,           7,,,,,    21451588,,    20805765,,      112076,,           0,,        5167,,           0,,    21332355,,                                      .z,,      426945,,                                      .z,,      828634,,    11537918,,      971715,,     4090346,,     5464036,,    -1373688,,           1,Chirurgie du sein : 7,Cataracte : 1866,Arthroscopie du genou : 436,Hernie enfant : 9,RTU prostate : 146,Hernie adulte y compris cœlioscopie : 427,Cataractes : 1857,Chirurgies majeures orthopédiques (dont hanche et fémur : 1041,"Chirurgies main, poignet : 1024",actes ORL et stomato divers : 454,"Arthroscopies, Biopsies ostéo-articulaires : 548",Endoscopies digestives avec ou sans anesthésie : 2385,Endoscopies digestives thérapeutiques et anesthésie : sé : 1726,Autres gastroentérites et maladies diverses du tube dige : 223,Symptômes digestifs : 155,"Autres Maladies immunitaires, du Sang, des Organes hémat : 221",          40,          23,         150,          52,         100,"       71,25","        34,5",          21,           7,,"      242,53","       39,49","      193,44",,"        5,48","        4,12",,"         0,6",,"         3,7",,         100,,"         1,2",,"        16,1",,"         2,5",,"        80,6",,"         4,6",,"        93,5",,          70,,"        29,3",,"        52,6","        0,89","       1,013",,                                      .z,                                      .z,                                      .z,                                      .z,,,      472688,,,"        43,7","       74,87","        42,7",          94,,N. Calc.,90 - [87 - 93],75% - [64% - 84%],100% - [100% - 100%],100% - [100% - 100%],82 - [79 - 85],80% - [68% - 89%],A,A,,A,,"     74974,7","    116255,3","        24,2","         0,7",,                                      .z,                                      .z,                                      .z
190000257,CLINIQUE SAINT-GERMAIN BRIVE,OQN,TAA,CLI,T2,M1,C2,O2,"        11,4","        0,08","        1,62",                                      .z,                                      .z,           0,"        91,5","        38,1","        68,5",           4,,           4,,,          71,          10,          18,,        1237,        2454,        1019,        1056,        1862,         204,         272,           0,           0,           6,         766,        3997,,        1563,          49,,,,,,           5,           1,,,,,,     8174046,,        5081,,           0,,        5081,,           0,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 153,Cataracte : 464,Arthroscopie du genou : 0,Hernie enfant : 27,RTU prostate : 134,Hernie adulte y compris cœlioscopie : 112,Cataractes : 464,actes ORL et stomato divers : 642,Chirurgies utérus / annexes : 465,"Chirurgies transurétrales, autres : 313",Autres chirurgies gynécologiques autres que le sein : 235,affections médicales du nouveau né : 761,Endoscopies digestives avec ou sans anesthésie : 247,"Endoscopies génito-urinaires, avec ou sans anesthésie : 381",Endoscopies digestives thérapeutiques et anesthésie : sé : 76,"Autres affections reins, voies urinaires : 129",          29,          23,          60,          25,         100,"       30,85","        12,1","        10,5",           3,           4,"       119,6","       21,43","       92,67",,"         1,5",           4,,,,,,,,,,,,,,,,,,,,,,,,,"       0,905","        1,04","       1,014",                                      .z,                                      .z,                                      .z,                                      .z,,,      296362,"       30,68","        88,7","       43,14","       63,03","        84,6",,          99,N. Calc.,82 - [79 - 85],23% - [14% - 33%],99% - [93% - 99%],90% - [81% - 96%],93 - [91 - 96],92% - [82% - 97%],A,A,,B,          47,"     73755,3","    102490,9","        17,5","         0,8","         3,1",                                      .z,                                      .z,                                      .z
190010553,UNITÉ DE DIALYSE BRIVE,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       11745,         116,           0,           0,,           0,,,,,,,,,,,,,,     3069545,,           0,,           0,,           0,,           0,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,          20,          40,          40,           0,          67,"        2,12","        2,12",,,,"       19,27",           2,"       17,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,          54,,N. Calc.,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,A,,,B,,,,"        15,8",,,                                      .z,                                      .z,                                      .z
210011847,POLYCLINIQUE DU PARC DREVON,OQN,TAA,CLI,T2,M2,C3,,          19,"        0,19","         4,3",                                      .z,                                      .z,"         0,1","        85,8","        20,5",,          39,,           6,,           0,          90,          22,,,        1586,        1992,           0,        1769,        4041,           0,        4604,           0,           0,         185,           0,        5177,,        2413,          57,,,,,,           9,,,,,,,    13698256,,           0,,           0,,           0,,           0,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,Chirurgie du sein : 139,Cataracte : 1532,Arthroscopie du genou : 199,Hernie enfant : 0,RTU prostate : 59,Hernie adulte y compris cœlioscopie : 65,Cataractes : 1531,actes ORL et stomato divers : 803,"Arthroscopies, Biopsies ostéo-articulaires : 353",Chirurgie esthétique et de confort : 104,Greffes peau / parages hors brûlures : 389,Endoscopies digestives avec ou sans anesthésie : 940,Endoscopies digestives thérapeutiques et anesthésie : sé : 594,Signes et symptômes : 96,Soins palliatifs : 72,Autres gastroentérites et maladies diverses du tube dige : 124,,,,,,          51,"        16,5","        24,5",           4,"         3,5","      152,78","       27,74","      113,28",,"        8,74","        3,02",,,,,,,,,,,,,,,,,,,,,,,,,"       1,103","       0,884",,                                      .z,                                      .z,                                      .z,                                      .z,,,      203471,,,"       67,07","       77,98",          85,,,N. Calc.,70 - [67 - 74],23% - [14% - 33%],68% - [56% - 78%],85% - [75% - 92%],99 - [99 - 100],63% - [50% - 75%],C,,,,           0,       72231,       54107,          15,"         0,8",,                                      .z,                                      .z,                                      .z
210012142,CH DE LA HAUTE COTE-D'OR - CH-HCO,DGF,TAA,CH,T1,M2,C1,O0,           9,"         0,7","       15,25",                                      .z,                                      .z,"        60,9","        99,6",,,          96,,           8,,           5,,,,           1,        3753,         229,           0,        1681,         155,          17,         280,           0,           0,          76,           2,          10,       12677,         571,          54,           1,,,,,           0,           0,,       41750,    38817476,,    12693983,,     1379077,,       80000,,      242803,,     6583027,,    37168493,,    18615358,,     -918872,,    -1111745,,     1027932,,    30384028,,     9817796,,    -1647072,,     2688776,,    -4335848,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 108,Trauma crâniens : 109,Intervention  peau et tissu sous-cutané : 64,"Occlusions, sub-occlusions digestives : 40","Bronchites, bronchiolites et asthme : 18",Explorations nocturnes et apparentées : 77,Cardiologie autres : 478,Infections respiratoires : 414,Signes et symptômes : 364,"Cardiopathies, valvulopathies : 339",,,,,,"       27,63","       21,63","        1,65","         0,4","        0,45","      410,02","       51,98","      244,78","        3,82","       28,52","       80,92","         4,2",,"         2,5",,"       -17,4",,"         9,6",,"        41,3",,"         2,9",,"        88,2",,          51,,"        26,4",,"       -16,2",,          62,,          45,,"       1,286","       1,186",,"        27,7","         9,5","        20,5",          21,,,,           0,           0,"       40,36",,,"        4,05",,N. Calc.,60 - [55 - 65],56% - [45% - 67%],70% - [59% - 80%],93% - [84% - 97%],81 - [78 - 83],N. Conc.,A,,A,B,           0,           0,"       379,4","        21,5","         2,5","        10,2","         4,7","         6,4","         1,8"
210012175,HOSPICES CIVILS DE BEAUNE,DGF,TAA,CH,T2,M2,C2,O2,"        12,1","        0,73","        9,93",                                      .z,                                      .z,"        48,3","       108,8","        84,3","        52,7",          96,           6,,           0,           1,          55,           6,          24,           1,        6342,        2652,         945,        1875,        1603,         235,         843,           0,           0,         233,         790,        3954,       15204,        1603,         121,           1,           0,,,,           5,           1,,      311364,    69266702,,    34118827,,     1504495,,      288932,,       12557,,     2624185,,    63283831,,    40615947,,     3384367,,       11808,,     5999101,,   105886644,,     6488891,,    39949117,,     7562290,,    32386827,,           1,,Chirurgie du sein : 37,Cataracte : 262,Arthroscopie du genou : 115,Hernie enfant : 1,RTU prostate : 39,Hernie adulte y compris cœlioscopie : 84,Chirurgies majeures orthopédiques (dont hanche et fémur : 365,Trauma crâniens : 235,Greffes peau / parages hors brûlures : 185,"Chirurgies main, poignet : 302",Cataractes : 262,affections médicales du nouveau né : 802,Cardiologie autres : 362,Infections respiratoires : 378,Endoscopies digestives avec ou sans anesthésie : 465,Symptômes digestifs : 270,,,,,,"        55,3","        26,2","         8,6",           5,           3,"      724,78","        84,6","      541,06",           2,"       39,38","       57,74","         8,6",,"         8,1",,"        95,4",,"         1,1",,"         6,7",,"         7,1",,"        83,1",,"        46,6",,"        43,6",,"       230,4",,"        93,4",,"        38,1",,"       1,132","       1,104","       1,126","        27,5","         9,5","        22,7","        17,1",,       19934,      256690,"       17,34","       72,59","       37,62","       76,62","       121,4","        0,93",,N. Calc.,91 - [88 - 93],64% - [52% - 74%],89% - [80% - 95%],38% - [27% - 49%],87 - [84 - 90],57% - [43% - 69%],C,B,B,B,          41,"     19016,5","    109126,6","        24,5","         2,6","         5,4",,,           0
210780110,CLINIQUE SAINTE MARTHE,OQN,TAA,CLI,T2,M2,C3,O4,"         2,4","         0,3","         1,2",                                      .z,                                      .z,           0,"        24,2","        58,5","        70,4",          34,           4,           4,,,          39,          42,          42,,        2993,        2268,        2249,        1777,        5138,         143,           1,           0,           0,         112,        1952,        7086,,        1872,          33,,,,,,           8,           2,,,,    18207059,,    15684657,,        8000,,        8000,,           0,,           0,,    20353663,,                                      .z,,    -3181236,,                                      .z,,    -2259085,,     6021590,,    20308544,,    -1001857,,    -1272808,,      270947,,           1,Chirurgie du sein : 31,Cataracte : 2612,Arthroscopie du genou : 202,Hernie enfant : 107,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 170,Cataractes : 2589,actes ORL et stomato divers : 946,Autres chirurgies digestives : 457,Circoncisions : 303,Hernies : 319,affections médicales du nouveau né : 1980,Endoscopies digestives avec ou sans anesthésie : 1208,Signes et symptômes : 153,Autres gastroentérites et maladies diverses du tube dige : 259,Endoscopies digestives thérapeutiques et anesthésie : sé : 205,          20,           0,          80,          25,         100,"        64,6","        12,5","        32,5","         6,5",          12,"      225,76","       32,64","      184,93","        0,21",           3,"        4,98",,"       -11,8",,"       -11,9",,,,,,"       825,4",,           0,,"        87,5",,"        83,6",,"       -22,8",,         -18,,"        11,8",,"        33,4","        0,95","       0,839","       1,035",                                      .z,                                      .z,                                      .z,                                      .z,,,      299371,"       22,44","       93,06","       68,92","       89,13","        56,7",          47,,N. Calc.,79 - [75 - 83],60% - [48% - 71%],100% - [100% - 100%],90% - [81% - 96%],91 - [86 - 96],40% - [12% - 74%],A,A,,B,          55,"    106028,6","     52485,5","        10,5",,"         1,9",                                      .z,                                      .z,                                      .z
210780136,CLINIQUE MÉDICO-CHIRURGICALE DE CHENÔVE,OQN,TAA,CLI,T2,M2,C3,,"         7,8","        2,18","         2,6",                                      .z,                                      .z,"        27,5","        98,9","        76,4",,          14,,           7,,,          66,          21,,,        1453,        3828,           9,        3650,        2317,           1,           0,           0,           0,          96,           0,        5316,        8727,        2320,          76,,,,,,           6,,,,,    15975177,,    15971603,,        8000,,        8000,,           0,,           0,,    16455734,,                                      .z,,     -410185,,                                      .z,,      115661,,     4787393,,     6932776,,     -282456,,    -1240509,,      958054,,           1,Chirurgie du sein : 89,Cataracte : 0,Arthroscopie du genou : 352,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 160,"Arthroscopies, Biopsies ostéo-articulaires : 1161",Chirurgies rachis/moelle : 598,Chirurgies majeures orthopédiques (dont hanche et fémur : 673,actes ORL et stomato divers : 379,Autres chirurgies ORL : 229,Endoscopies digestives avec ou sans anesthésie : 1005,Endoscopies digestives thérapeutiques et anesthésie : sé : 746,Symptômes digestifs : 471,Signes et symptômes : 134,Autres gastroentérites et maladies diverses du tube dige : 183,          20,          20,          60,          22,         100,"       30,83",          13,          10,           6,           1,"      184,11","       29,63","      147,09","        0,51","        3,75","        3,13",,          -3,,"         0,7",,         100,,"        59,9",,"       561,2",,           0,,"        90,2",,"        86,3",,"       -27,5",,"        -6,3",,"        15,3",,"        64,1","       1,009","       0,919","       0,843",                                      .z,                                      .z,                                      .z,                                      .z,,,      579117,,,"       37,75","       65,11","        50,2",          67,,N. Calc.,83 - [80 - 85],26% - [17% - 37%],99% - [93% - 99%],96% - [89% - 99%],99 - [98 - 100],5% - [1% - 14%],A,,,,           0,"    108561,7","    249113,3","        20,7","         0,5",,                                      .z,                                      .z,                                      .z
