finess,zone,A1bis,A2bis,A3bis,A4bis,A5bis
920000635,11,,"         0,1",           0,,           0
920000643,11,,"         0,4","         0,4",           1,"         0,2"
920000650,11,,"         1,1","         1,1","         1,2","         0,4"
920000684,11,,"         0,2","         0,3",,           0
920008539,11,,,,,
920009909,11,,"         0,4","         0,3","         1,9","         0,3"
920026374,11,,"         0,4","         0,2","         0,9","         0,1"
920100013,11,,"         1,2","         0,8",           0,"         0,6"
920100021,11,,"         1,3","         0,6","         1,7","         0,5"
920100039,11,,"         0,8","         0,9","         1,2","         0,1"
920100047,11,,"         0,9","         0,3","         1,6",           0
920100054,11,,"         0,7","         0,3",,"         0,1"
920100062,11,,"         0,1",           0,"         0,3",
920110020,11,,"         0,4","         0,4","         0,8","         0,3"
920110053,11,,"         0,1",           0,,
920120011,11,,"         0,3","         0,5",,"         0,2"
920300043,11,,"         1,2","         1,5","         2,1","         2,7"
920300183,11,,"         0,5","         0,2",,"         0,5"
920300191,11,,"         0,2","         0,4",,"         0,9"
920300209,11,,           0,"         0,1","         0,6","         0,3"
920300266,11,,"         0,1",           0,,           0
920300365,11,,"         0,1","         0,4",           0,           1
920300415,11,,"         0,2","         0,4","         0,5","         0,4"
920300597,11,,"         0,3","         0,6","         0,2","         1,1"
920300670,11,,           0,"         0,2","         0,4","         0,2"
920300712,11,,"         0,1","         0,2",           0,"         1,2"
920300753,11,,"         0,5","         0,9",,"         0,2"
920300761,11,,"         0,1","         0,5",           0,"         0,6"
920300787,11,,,,,
920300837,11,,"         0,1","         0,1","         0,4","         0,3"
920300845,11,,           0,,,
920300936,11,,"         0,2","         0,4",,"         0,2"
920301033,11,,           0,           0,,
920803798,11,,"         0,1","         0,2",,"         0,4"
930014428,11,,,,,
930021480,11,,           1,"         0,7",           1,"         0,5"
930022603,11,,,,,
930100011,11,,"         0,1",           0,,
930100037,11,,"         1,3","         0,7","         0,3","         0,4"
930100045,11,,"         0,9","         0,3","         1,6","         0,3"
930110036,11,,"         0,7","         0,6","         1,6","         0,4"
930110051,11,,           1,"         0,6","         1,8","         0,4"
930110069,11,,"         0,9","         0,8","         1,4","         0,3"
930150032,11,,           0,,"         1,1",           0
930300025,11,,"         0,4","         0,5","         0,7","         0,7"
930300066,11,,"         0,5","         0,5",           0,"         0,8"
930300082,11,,"         0,2","         0,4",           0,"         0,6"
930300116,11,,"         0,5","         0,7","         1,5","         1,4"
930300264,11,,"         0,1","         0,4",,"         0,3"
930300298,11,,"         0,3","         0,5",           1,"         0,9"
930300504,11,,"         0,2","         0,3","         0,2","         0,5"
930300553,11,,"         0,4","         0,6","         1,3","         0,6"
930300587,11,,"         0,2","         0,3",,"         0,7"
930300595,11,,"         0,4","         0,5","         0,5","         0,8"
930300629,11,,"         0,2","         0,3","         0,2","         0,6"
930300645,11,,"         0,6","         0,5",,"         0,1"
940000078,11,,,,,
940000649,11,,           1,"         0,6",           0,"         0,3"
940000656,11,,"         0,1",           0,,
940000664,11,,"         0,9","         0,5",,"         0,4"
940006679,11,,"         0,2","         0,2","         0,4","         0,8"
940016819,11,,           0,           0,"         1,2",           0
940100027,11,,"         2,3","         1,7",           0,"         0,1"
940100035,11,,"         0,2",           0,,           0
940100043,11,,"         1,8","         1,3",           1,"         0,5"
940100050,11,,"         0,3",           0,,           0
940100068,11,,"         0,8","         0,1",,           0
940110018,11,,"         0,9","         1,1","         1,7","         0,8"
940110042,11,,"         0,9","         0,9","         1,2","         0,7"
940120017,11,,"         0,5","         0,4","         0,4","         0,2"
940300031,11,,"         0,5","         0,7","         0,7","         0,9"
940300163,11,,           0,           0,,
940300270,11,,"         0,2","         0,6","         1,7","         0,6"
940300379,11,,"         0,1","         0,3","         0,5","         0,7"
940300445,11,,"         0,2","         0,2",           0,"         0,5"
940300452,11,,"         0,2",,,
940300494,11,,"         0,2","         0,5",,"         0,4"
940300551,11,,           0,"         0,1","         1,1","         0,2"
940300569,11,,"         0,4","         0,4",           0,"         0,7"
940813033,11,,"         0,6","         0,5","         0,1","         0,5"
950000406,11,,           0,           0,,
950001370,11,,"         0,2","         0,2","         0,3","         0,1"
950002709,11,,,,,
950013870,11,,"         1,2","         0,8","         1,1","         0,4"
950015289,11,,"         0,1",           0,,           0
950100016,11,,"         0,1",           0,,           0
950110015,11,,"         1,2","         0,7","         1,6","         0,5"
950110049,11,,"         1,2","         0,9","         1,2","         0,4"
950110080,11,,"         1,3","         1,1","         1,9","         0,8"
950300095,11,,"         0,1","         0,3",           0,"         0,6"
950300137,11,,"         0,2","         0,3",,"         0,8"
950300152,11,,           0,           0,,
950300202,11,,"         0,1","         0,4","         0,2","         0,5"
950300244,11,,"         0,4","         0,7",           0,"         1,5"
950300277,11,,"         0,5","         0,6",           1,"         1,2"
950300301,11,,           0,,,
950300350,11,,"         0,2","         0,1","         0,5","         0,5"
950630012,11,,,,,
950807982,11,,"         0,6","         1,1","         1,2","         1,9"
080000037,21,,"         3,3",           2,"         4,2","         1,9"
080000144,21,,"         0,7","         0,5",,"         1,1"
080000615,21,,"         9,5","         6,4","        11,4","         3,5"
080001969,21,,"         2,2",           1,"         1,8","         1,3"
080010267,21,,,,,
100000017,21,,"        10,7","         5,9","        15,1","         3,8"
100000082,21,,"         0,7","         1,7","         0,2","         3,6"
100000124,21,,"         0,6","         4,5",,"         2,9"
100000157,21,,"         1,4","         2,6",,"         9,7"
100002351,21,,"         2,8","         3,8","         3,7","         5,1"
100006279,21,,"         1,3","         0,1","         3,3",           0
510000029,21,,"        17,4","        14,6","        10,8","         6,8"
510000037,21,,"         5,5","         3,4","         7,3","         2,7"
510000060,21,,"         3,6","         2,3","         2,6","         1,4"
510000078,21,,"         2,5","         1,2","         2,3",           1
510000102,21,,"         0,2",           0,,           0
510000185,21,,"         5,1","         8,6",           9,"         9,9"
510000193,21,,"         3,5","         6,6","         8,6","         8,7"
510000227,21,,"         0,7","         2,6","         0,1","         3,1"
510000243,21,,"         1,5","         2,3","         2,5","         2,9"
510000268,21,,"         0,3",,,"         0,8"
510000516,21,,"         1,5",           1,,"         0,6"
510012040,21,,           2,           4,,           6
510024300,21,,,,,
520780032,21,,"         4,5",           2,"         3,9","         0,4"
520780057,21,,"         1,8","         0,2","         2,2","         0,1"
520780073,21,,"         3,6","         2,5","         5,5","         1,5"
520780156,21,,"         0,3","         1,4",           0,"         3,1"
520780180,21,,"         0,9","         2,6",,"         2,6"
520780214,21,,"         1,3","         1,8",           0,"         5,4"
020000022,22,,"         0,4",           0,,           0
020000048,22,,"         0,9",           0,,
020000055,22,,"         0,1",           0,,
020000063,22,,"         6,5",           6,"         6,3","         6,4"
020000071,22,,"         0,2",           0,,
020000253,22,,"         3,1","         2,8","         4,2","         3,2"
020000261,22,,"         3,9","         3,2","         5,5","         1,4"
020000287,22,,"         3,4",           2,           3,"         2,8"
020000311,22,,"         0,3",,,"         1,8"
020000360,22,,"         0,8","         1,6",,"         4,4"
020004404,22,,"         2,6","         1,5","         2,4","         0,6"
020004495,22,,"         1,1","         0,1","         0,5","         0,3"
020010047,22,,"         2,1","         3,5","         3,3","         4,4"
600008643,22,,"         0,7",,,
600010862,22,,           0,"         0,4",,"         0,2"
600100101,22,,"         0,6",,,
600100168,22,,           1,"         1,9",,"         1,7"
600100176,22,,"         0,3",,,
600100184,22,,"         0,3",           0,,
600100572,22,,"         0,2",           0,,
600100648,22,,"         0,7","         0,7","         2,3","         0,6"
600100713,22,,"         5,8","         3,5","         8,6","         3,4"
600100721,22,,"         6,7","         4,2","         7,7","         3,7"
600100754,22,,"         2,1","         4,5","         3,1","         6,8"
600101984,22,,"         7,2","         4,8","        14,9","         3,9"
600110175,22,,"         1,8","         2,5",,"         4,8"
800000028,22,,"         4,2","         2,5","         4,6","         0,8"
800000036,22,,"         0,2",           0,,
800000044,22,,"        13,7","        13,7","        10,2","         7,1"
800000051,22,,"         0,2",           0,,
800000069,22,,"         0,7","         0,4",           1,"         0,4"
800000077,22,,"         0,3",           0,,
800000085,22,,"         0,9","         0,1",,"         0,2"
800000093,22,,"         1,3","         0,9","         2,1",           1
800002503,22,,"         0,8","         2,1",,           3
800009466,22,,"         1,9","         5,8",,"         6,8"
800009920,22,,"         2,2","         5,5","         8,6","         7,8"
800013179,22,,           2,           0,,           0
800015729,22,,           2,"         0,2",,"         0,2"
270000060,23,,"         1,4","         1,1",           2,"         0,9"
270000086,23,,"         0,9","         0,5","         1,5","         0,6"
270000102,23,,           1,"         0,8","         0,2","         0,7"
270000110,23,,"         0,4","         0,1",,           0
270000326,23,,"         2,2","         3,5",,"         3,4"
270000862,23,,"         1,4","         2,1",,"         4,2"
270023724,23,,"         8,1","         4,6","        14,2","         4,1"
760000166,23,,"         1,7",           1,,"         0,5"
760021329,23,,"         4,7","         6,8","         3,6","         6,3"
760024042,23,,"         5,4","         3,4","         6,8","         2,5"
760025312,23,,"         3,7","         5,5","         9,1","        13,2"
760027292,23,,"         1,3","         2,8",,"         3,6"
760780023,23,,"         4,1","         2,7","         3,4","         1,1"
760780056,23,,"         0,3",           0,,
760780064,23,,"         0,2",           0,,
760780197,23,,"         0,2","         0,4",           3,"         0,4"
760780205,23,,"         0,4","         2,3",,"         2,6"
760780239,23,,          27,"        17,8","        14,9",           8
760780262,23,,"         0,1","         0,1","        15,4","         0,1"
760780510,23,,           2,"         5,7",,"         3,7"
760780619,23,,"         4,1","         4,1",,"         7,2"
760780668,23,,"         0,2",           1,,"         1,9"
760780726,23,,"        10,7","         5,8","        11,5","         4,8"
760780734,23,,           2,"         0,3","         3,6","         0,1"
760780742,23,,"         0,8","         0,1","         2,9",           0
760780783,23,,"         0,9","         1,5",,"         2,1"
760780791,23,,"         1,8","         4,6","         0,6","         4,2"
760780825,23,,"         0,6","         2,2",,"         2,6"
760783035,23,,"         0,1",           0,,
760783159,23,,"         0,3",,,
760921809,23,,"         1,9","         7,8",           0,"        12,1"
180000028,24,,"         5,5","         3,4","         5,2","         2,4"
180000051,24,,"         1,5","         0,9","         2,1","         0,9"
180000069,24,,"         0,9","         0,2","         1,2","         0,1"
180000358,24,,"         0,7","         1,1",,"         1,7"
180004145,24,,"         1,2","         3,3","         1,3","         4,3"
280000134,24,,           6,"         3,5","         7,2","         1,5"
280000159,24,,"         1,1",           2,           0,"         3,5"
280000183,24,,"         3,6","         2,1","         4,8","         1,9"
280000449,24,,"         0,3",,,
280000589,24,,"         0,7","         0,1",           0,"         0,2"
280500075,24,,"         1,3","         0,2","         1,5","         0,3"
280504689,24,,,,,
280505777,24,,"         1,2","         2,1","         1,3","         2,1"
360000046,24,,"         0,5",           0,"         0,1","         0,1"
360000053,24,,"         4,6",           3,"         5,1",           2
360000061,24,,"         0,3",           0,,
360000079,24,,"         0,7","         0,5",           1,"         0,7"
360000129,24,,"         1,4",           2,"         0,1","         3,3"
360002133,24,,,,,
360002232,24,,"         0,1",,,
370000051,24,,"         0,5","         0,9",           0,"         1,5"
370000085,24,,"         1,9","         2,7",,"         3,8"
370000093,24,,"         2,3","         4,1",           0,"         3,6"
370000481,24,,"        14,4","        12,2","        15,1","         8,6"
370000564,24,,"         1,1","         0,7","         0,1","         0,6"
370000606,24,,"         0,8","         0,2","         1,2",           0
370000614,24,,"         0,7","         0,6",,"         1,2"
370002701,24,,"         0,1",,,
370007569,24,,"         3,5","         4,7","         6,8","         9,1"
410000087,24,,"         3,9","         2,8",           6,"         2,2"
410000095,24,,"         1,3","         0,2",,"         0,1"
410000103,24,,"         1,3","         0,9","         1,8","         0,8"
410000202,24,,           2,"         3,9","         2,1","         3,6"
410004998,24,,"         0,6","         2,3","         1,9","         2,3"
450000088,24,,          10,"         7,4","        14,6","         4,1"
450000096,24,,"         1,2","         0,3","         2,5","         0,1"
450000104,24,,"         2,9",           2,"         4,5",           1
450000112,24,,"         0,7","         0,1","         1,8","         0,1"
450000229,24,,"         0,8","         3,1","         0,1",           5
450000237,24,,"         0,8","         1,3",,"         2,2"
450000245,24,,           1,"         3,9",,"         2,2"
450000278,24,,"         0,1",           0,,
450000294,24,,"         2,3","         0,3",           0,"         0,1"
450000336,24,,"         0,1",           0,,
450010079,24,,"         0,9",           3,"         3,2","         7,4"
450012935,24,,,,,
450012968,24,,"         0,7","         1,3",,"         2,1"
450013818,24,,,,,
450018312,24,,,,,
450018460,24,,,,,
140000035,25,,"         4,8","         2,6","         5,2","         1,3"
140000084,25,,"         0,5","         0,1",,           0
140000092,25,,"         2,5","         2,3","         3,6","         3,1"
140000100,25,,"        21,1","        17,3","        23,2","         9,4"
140000118,25,,"         2,6","         2,2","         2,8","         2,4"
140000159,25,,"         2,3","         0,1","         2,8","         0,1"
140000290,25,,"         0,7","         3,5",,"         4,8"
140000340,25,,"         0,1",,,
140000555,25,,"         2,7",           2,,"         2,2"
140002452,25,,"         1,3","         0,2",,"         2,7"
140016759,25,,           2,"         6,3","        10,1",           8
140017237,25,,           5,"        11,7",           0,"        13,3"
140018730,25,,"         0,5","         1,7","         0,1","         2,5"
140026279,25,,"         1,1","         0,1","         2,3","         0,1"
140026709,25,,"         0,7","         1,5","         0,2","         2,7"
500000013,25,,"         9,1",           5,"        11,9","         2,7"
500000054,25,,"         5,7","         3,7","         6,6",           3
500000096,25,,"         0,7","         0,1",,           0
500000112,25,,"         5,1","         3,9","         6,2","         1,3"
500000146,25,,"         1,6","         3,4",           0,           7
500000203,25,,"         0,6","         2,6",           0,"         3,3"
500000393,25,,           2,"         0,2",,           0
500000401,25,,"         0,7","         2,6","         3,6","         2,3"
500002357,25,,"         1,4","         4,2","         0,1",           7
500021316,25,,,,,
610006421,25,,"         0,8","         1,6",,"         3,4"
610780074,25,,"         1,6","         1,1","         2,6","         0,8"
610780082,25,,"         4,3","         2,6","         5,3",           2
610780090,25,,           4,"         2,3","         4,5","         2,3"
610780124,25,,"         0,8","         0,1",,           0
610780165,25,,"         4,4","         2,5","         5,4",           2
610780199,25,,"         0,8","         2,6",,"         2,3"
610790594,25,,"         1,6","         0,2",,"         0,1"
210006318,26,,"         1,3","         3,2",,"         5,8"
210010070,26,,"         1,7","         0,3",           0,"         0,2"
210011847,26,,,,,
210780110,26,,"         1,1","         2,6",           9,"         7,8"
210780136,26,,"         1,9","         3,9","         0,1","         3,2"
210780581,26,,"        16,3","        11,8","        14,7","         7,5"
210780607,26,,,,,
210780706,26,,"         1,7",           2,"         3,3","         0,9"
210780714,26,,"         2,5","         2,4",           4,           2
210780789,26,,"         2,1","         2,8",,"         3,3"
210780979,26,,"         2,3","         2,7",,"         6,9"
210987731,26,,"         2,2","         1,2",,"         0,1"
580780039,26,,"         5,5","         3,3","         6,4","         2,2"
580780047,26,,"         0,2",           0,,
580780070,26,,"         0,7","         0,4",,"         0,4"
580780088,26,,"         0,6",           0,,           0
580780096,26,,"         1,6","         1,1","         2,2","         0,5"
580780138,26,,"         1,5","         3,6",,"         5,8"
580780195,26,,"         0,2","         0,7","         0,9","         0,5"
580781136,26,,"         0,2",           0,,
710006859,26,,"         1,1",           3,           0,           4
710780263,26,,"         4,8","         3,1","         6,1","         2,3"
710780644,26,,"         3,4","         2,1","         2,4","         0,7"
710780917,26,,"         3,2","         5,8","         0,1","         9,3"
710780958,26,,"         5,5","         3,2","         9,6","         1,2"
710781410,26,,"         0,4","         1,4",,"         1,4"
710781451,26,,"         1,6","         0,2","         1,9","         0,1"
710781568,26,,"         0,1",           0,,
710781824,26,,"         0,1","         3,2",,"         3,4"
710976705,26,,"         3,3","         2,1","         2,4","         1,2"
710978347,26,,"         3,6","         3,3","         3,8",           2
890000037,26,,"         6,7","         5,1","        19,3","         2,1"
890000169,26,,"         1,3","         2,7","         0,2","         4,9"
890000409,26,,           1,"         0,5","         0,1","         0,6"
890000417,26,,"         1,2","         0,1","         0,3","         0,1"
890000433,26,,           1,"         0,1",,           0
890002389,26,,"         1,4","         2,8","         0,1","         7,8"
890970569,26,,"         4,3","         3,5","         6,9","         1,7"
590000188,31,,"         0,9",           1,,"         0,7"
590001749,31,,"         0,6","         0,3","         0,5","         0,2"
590006896,31,,"         0,1","         0,8",,           1
590008041,31,,"         1,7","         2,2",           0,"         2,1"
590034815,31,,,,,
590046520,31,,"         0,2",           1,"         0,5",           1
590046538,31,,           0,"         0,1","         1,3","         0,1"
590049565,31,,,,,
590052056,31,,"         1,1","         1,4","         1,6","         1,9"
590052676,31,,,,,
590780052,31,,"         0,3",           0,,
590780060,31,,           0,"         0,9",,"         2,2"
590780094,31,,"         0,2",,,
590780193,31,,"        13,1","        12,7","        11,2","         5,9"
590780227,31,,"         1,5","         1,2","         3,3","         0,7"
590780250,31,,"         0,4","         1,7",           0,"         7,9"
590780268,31,,"         1,4","         2,7",           0,"         2,4"
590780284,31,,"         4,2",           3,"         3,6","         1,8"
590780342,31,,           1,"         0,4",,"         2,6"
590780383,31,,"         2,5","         3,3",,"         4,6"
590781415,31,,"         2,9","         1,2",           1,"         0,8"
590781571,31,,           0,"         0,9",,"         1,2"
590781605,31,,"         1,9",           1,"         1,6","         0,6"
590781621,31,,"         0,4","         0,1","         0,8",           0
590781662,31,,"         0,5","         0,3",           1,"         0,2"
590781670,31,,"         0,2",           0,,           0
590781795,31,,"         0,2",           0,,           0
590781803,31,,"         2,2","         1,2","         2,1","         0,6"
590781811,31,,,,,
590781902,31,,"         2,4","         1,6",           3,           1
590781951,31,,"         0,4","         1,8",,"         1,3"
590782165,31,,"         1,2","         1,2","         2,6","         0,3"
590782207,31,,"         0,2",           0,,           0
590782215,31,,"         5,6","         3,8","         7,1","         2,7"
590782256,31,,           0,,,
590782298,31,,"         0,5",           3,           2,"         3,5"
590782421,31,,           5,"         2,7",           7,"         2,3"
590782439,31,,"         0,3",           0,,           0
590782496,31,,"         0,4","         0,8",,
590782546,31,,"         0,3",           0,,"         0,3"
590782553,31,,"         1,2","         1,3","         2,7","         1,7"
590782637,31,,"         1,7","         1,5","         3,5","         0,9"
590782645,31,,"         0,1",           0,,           0
590782652,31,,"         0,5","         0,4","         1,4","         0,3"
590783239,31,,"         3,1",           2,"         3,6","         0,8"
590784484,31,,,,,
590785374,31,,"         5,2","         4,3",,
590788964,31,,"         0,7","         0,5",           0,"         1,3"
590790655,31,,"         0,1","         0,7",,"         0,7"
590797353,31,,"         4,2",           3,"         3,6","         1,8"
590806360,31,,"         0,1",,,
590811006,31,,,,,
590813176,31,,"         0,3","         0,5",           0,"         0,6"
590813382,31,,"         0,1","         1,3","         2,3","         2,9"
590813507,31,,"         0,5","         1,2","         1,8","         1,5"
590813747,31,,,,,
590815056,31,,"         0,7","         0,9",,"         0,6"
590816310,31,,"         0,8",           2,           2,"         2,1"
590817458,31,,"         0,6","         1,4",,"         1,9"
590817839,31,,           0,"         0,3","         1,8","         0,5"
620000026,31,,"         0,6","         1,1",,           0
620003350,31,,"         5,2","         4,3","         4,1","         5,2"
620003376,31,,"         5,2","         4,3","         4,1","         5,2"
620006049,31,,"         0,6","         1,6",,"         1,7"
620024208,31,,           0,,,
620025346,31,,"         5,2","         4,3","         4,1","         5,2"
620026690,31,,,,,
620100057,31,,"         3,2","         1,6","         3,9","         1,1"
620100099,31,,"         0,6","         1,5",           0,"         2,6"
620100487,31,,"         0,3","         0,8",,"         1,2"
620100651,31,,           4,"         1,2","         2,6","         0,5"
620100677,31,,"         0,3",           0,,
620100685,31,,           4,"         2,3","         4,9",           2
620100735,31,,"         0,8","         1,4","         1,7","         1,5"
620100750,31,,"         0,4","         0,8",,"         1,4"
620101311,31,,"         0,7","         1,5",,"         2,5"
620101337,31,,"         2,7","         1,5","         3,5","         1,1"
620101360,31,,"         2,2","         1,3","         2,9","         0,5"
620101501,31,,"         1,7","         2,7",,"         3,1"
620103432,31,,"         1,2","         1,3","         1,7","         0,3"
620103440,31,,"         3,2","         2,3","         2,5","         1,2"
620105940,31,,"         0,3","         0,7",,"         0,7"
620106088,31,,"         0,4","         0,6",           0,"         1,1"
620116046,31,,"         0,1",,,"         1,1"
620118513,31,,"         1,2","         2,1","         1,9","         3,1"
540000031,41,,"         0,4","         0,6","        12,6","         0,6"
540000049,41,,"         1,2",           1,"         2,2","         0,8"
540000072,41,,           0,           0,,
540000080,41,,"         1,5",           1,"         1,9","         0,4"
540000106,41,,"         0,6","         0,1",,"         1,2"
540000361,41,,"         0,8","         1,5",,"         3,2"
540000445,41,,"         1,4","         0,7",,"         1,9"
540000452,41,,"         0,7","         3,4",,"         8,8"
540000478,41,,"         4,8","         3,1",,"         4,3"
540000486,41,,"         2,4","         5,2",,"         4,1"
540000767,41,,"         2,2","         1,5","         3,3","         1,3"
540001104,41,,"         0,3",           0,,
540001286,41,,"         1,5","         1,1",,"         0,6"
540002078,41,,"        16,3",          14,"         1,5","         3,5"
540013224,41,,"         0,2","         2,5","        12,4","         2,3"
540014149,41,,"         0,5",           0,,
540020112,41,,"         0,2","         3,2",,"         4,4"
550000020,41,,"         3,7","         2,6","         3,5","         2,5"
550000046,41,,"         0,3",           0,,           0
550000178,41,,"         0,7","         1,9","         0,2","         2,4"
550003354,41,,"         2,3","         0,2","         2,2","         0,1"
570000026,41,,"         0,1",           0,,
570000083,41,,"         0,9","         1,7","         3,2","         2,2"
570000091,41,,"         1,4","         0,1",           0,"         0,8"
570000158,41,,"         2,2","         1,9","         2,5","         1,5"
570000166,41,,           1,,,
570000216,41,,"         1,9","         2,1","         2,3","         0,9"
