finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10
060781200,CLINIQUE SAINT ANTOINE,OQN,TAA,CLI,T2,M2,C3,,"         6,9","        0,15","        5,66",                                      .z,                                      .z,           0,         100,"        43,6",,          36,,           9,,,          61,          19,           0,,        2330,        2214,           3,        3716,        2849,         160,          25,           0,           0,          38,           0,        4979,,        4852,          62,,,,,,           8,,,,,,,    11204495,,           0,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 8,Cataracte : 722,Arthroscopie du genou : 304,Hernie enfant : 0,RTU prostate : 188,Hernie adulte y compris cœlioscopie : 36,Cataractes : 722,Chirurgie de la cheville ou du pied : 475,"Chirurgies transurétrales, autres : 412",Chirurgies majeures orthopédiques (dont hanche et fémur : 363,Autres chirurgies ORL : 354,Endoscopies digestives avec ou sans anesthésie : 2684,Endoscopies digestives thérapeutiques et anesthésie : sé : 465,Autres gastroentérites et maladies diverses du tube dige : 243,Infections respiratoires : 183,"Infections reins et voies urinaires, lithiases : 127",           0,           0,           0,           0,           0,"       54,74",          24,"        19,5",           6,"         3,5","      139,19","       21,34","      104,35","         0,6",           3,"         9,9",,,,,,,,,,,,,,,,,,,,,,,,,"        0,88","       0,929","       0,899",                                      .z,                                      .z,                                      .z,                                      .z,,,      235634,,,"        56,7","       79,82","        70,3",          96,,N. Calc.,97 - [96 - 99],98% - [91% - 99%],100% - [100% - 100%],100% - [100% - 100%],98 - [97 - 99],100% - [100% - 100%],A,A,,A,           0,"     88761,5","     69359,3","        34,6",,,                                      .z,                                      .z,                                      .z
060785011,CHU DE NICE,DGF,TAA,CHR,T4,M4,C5,O4,"        13,2","        3,82","       11,51","        1,35","        1,14","        35,5","        77,9","        89,9","        77,6",         677,          41,          50,          45,         106,         348,          22,          63,          11,       33680,       16367,        3489,       17343,        5618,        1323,        6936,           0,       15978,       17454,        2937,       22184,       58848,        8592,         166,           4,           3,           1,,           2,          28,           3,,     5742933,   594175210,,   369284136,,    82851953,,    51476014,,    13412367,,    33332032,,   570765869,,   471800443,,    -3892534,,    -4609124,,     9957368,,   666447253,,   390208019,,    79517946,,    51700230,,    27817716,,           1,,Chirurgie du sein : 67,Cataracte : 1329,Arthroscopie du genou : 275,Hernie enfant : 0,RTU prostate : 204,Hernie adulte y compris cœlioscopie : 537,Chirurgies majeures orthopédiques (dont hanche et fémur : 1472,Cataractes : 1280,Chirurgies rachis/moelle : 1265,Chirurgie inter spécialités : 877,Autres chirurgies gynécologiques autres que le sein : 885,Signes et symptômes : 2934,affections médicales du nouveau né : 3071,Douleurs chroniques : 2100,"'Injections de toxine botulique, en ambulatoire : 1886","Névroses, psychoses et autres troubles mentaux : 1998",         114,          56,          10,          78,          67,"      549,87","      274,05","       63,15","       61,37","       12,79","     5585,32","      827,76","      3399,6","       34,96","      433,15","      889,85","         3,9",,"         1,6",,"      -123,9",,"        39,2",,"        67,6",,"         9,7",,"        76,9",,"        69,1",,"        33,1",,"        50,9",,         135,,"        69,4",,"       0,939","        0,96","       1,033","        23,1","         7,2","        17,1","        20,7",,       34424,      351555,"       24,62","       81,66","       25,67","       58,34","       118,4",          87,"         5,6",N. Calc.,68 - [64 - 71],44% - [33% - 55%],73% - [61% - 82%],80% - [70% - 88%],85 - [82 - 88],8% - [3% - 18%],B,A,A,B,          39,"     17474,1","    114662,6","        23,2","         1,4","         4,9","         5,8","         8,8",
060785219,CLINIQUE PLEIN CIEL,OQN,TAA,CLI,T1,M2,C1,,"        22,7","        2,51","        18,4",                                      .z,                                      .z,           0,"        70,3",,,         124,          12,           6,,          20,,,,,        3953,         374,           0,         129,           1,           0,        7476,           0,           0,         298,           0,         319,,         656,          47,,,,,,           1,,,,,    16328702,,    19690351,,      174937,,           0,,           0,,,,    22276124,,                                      .z,,      751287,,                                      .z,,     1919676,,    13212558,,      361290,,     5060690,,      677944,,     4382745,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Stimulateurs / défibrillateurs cardiaques : 289,"Occlusions, sub-occlusions digestives : 33",Intervention  peau et tissu sous-cutané : 10,Traumatismes du bassin et des membres : 12,"Chirurgies transurétrales, autres : 2",Cathétérismes thérapeutiques vasculaires et coronariens : 395,Troubles du rythme/conduction : 335,Soins palliatifs : 308,Cardiologie autres : 246,"Cardiopathies, valvulopathies : 219",          96,          71,          50,          25,          33,"       77,83","       41,33",          25,           5,           3,"      157,95","       28,12","       108,2",           1,"        6,86","       13,77",,"       -36,4",,"         7,7",,"        90,2",,"         0,2",,"         4,8",,"         1,1",,          75,,"        58,3",,"        11,1",,"        82,9",,"        54,7",,"        13,8","       1,089","       1,026",,                                      .z,                                      .z,                                      .z,                                      .z,,,       90355,,,"        0,27",,,         100,,N. Calc.,80 - [77 - 84],76% - [65% - 85%],95% - [88% - 99%],96% - [89% - 99%],73 - [68 - 78],N. Conc.,A,A,,A,           0,"       292,6","      3555,7","        18,7",,,                                      .z,                                      .z,                                      .z
060791761,CH LA PALMOSA MENTON,DGF,TAA,CH,T2,M2,C2,O0,"         5,8","        0,55","       12,51",                                      .z,                                      .z,"        74,5",         101,"        95,6",,          53,,,,,          42,           9,,           0,        2187,        1431,           5,        1423,         782,         120,           0,           0,           0,           0,           1,        1828,       15405,        1543,          73,           1,,,,,           7,           0,,,    30125083,,    13906464,,      996602,,       88000,,      159110,,     1729733,,    28475534,,    20669701,,     -450511,,     -517820,,     1233241,,    24164619,,     5791760,,     5344251,,     3959523,,     1384728,,           1,,Chirurgie du sein : 0,Cataracte : 346,Arthroscopie du genou : 56,Hernie enfant : 1,RTU prostate : 21,Hernie adulte y compris cœlioscopie : 77,Cataractes : 346,Chirurgies majeures orthopédiques (dont hanche et fémur : 211,"Chirurgies main, poignet : 186",Chirurgie du membre supérieur (hors prothèses) : 145,Hernies : 101,Endoscopies digestives avec ou sans anesthésie : 930,Infections respiratoires : 237,Endoscopies digestives thérapeutiques et anesthésie : sé : 234,Cardiologie autres : 113,"Infections reins et voies urinaires, lithiases : 82",          53,          80,          69,          50,         100,"        28,9",          16,"         6,4","         4,5",           1,"      259,87","       41,08","      168,21","         1,4","        14,7","       34,48","         5,5",,"         3,4",,"        16,9",,"         4,7",,"        28,1",,"         2,8",,"        86,1",,"        59,7",,"        50,8",,"        68,5",,"       204,5",,"        47,8",,"       1,223","       1,313","       0,842","        18,6","         7,3","        25,9","        25,6",,,       81954,         100,,"       35,34","       70,82","        39,5",         106,"        11,9",N. Calc.,81 - [79 - 83],84% - [74% - 91%],86% - [77% - 93%],99% - [93% - 99%],84 - [81 - 87],N. Conc.,C,B,B,B,           1,"     13487,8","     66033,3","        28,6","         1,5",           1,"         5,5","        12,6",
060791811,HÔPITAL PRIVÉ GERIATRIQUE LES SOURCES,DGF,TAA,EBNL,T1,M2,C1,,           6,"        1,79","       36,87",                                      .z,                                      .z,           0,"       100,3",,,          73,,          10,           8,           4,,,,,        2171,          76,           0,         982,           4,           0,           0,           0,           0,         149,           0,           1,,         284,          35,,,,,,           0,,,,    21261694,,    12804694,,      140606,,           0,,      140606,,     5176055,,    20907192,,    15070870,,     -211984,,     -211984,,      389586,,    10701769,,,,      732139,,    -2143776,,     2875915,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Ostéomyélites aigües (y compris vertébrales) et arthrite : 16,Trauma crâniens : 18,Traumatismes du bassin et des membres : 12,Intervention  peau et tissu sous-cutané : 8,"Occlusions, sub-occlusions digestives : 17",Signes et symptômes : 444,"Cardiopathies, valvulopathies : 357",Infections respiratoires : 210,Troubles mentaux d'origine organique et retards mentaux : 209,Explorations et surveillance pour maladies et troubles m : 143,         100,          80,          60,           4,          70,"        20,5","       17,63","        0,29","        0,21","        0,08","      295,87","       40,88","      209,29","        2,82","         6,8","       36,08","         1,7",,"         1,7",,         100,,,,,,"         3,8",,          81,,"        88,7",,"       -37,4",,"        12,8",,"       116,7",,"        46,9",,"       1,189","       0,951",,"        33,6","         9,2","         8,5","        23,7",,,,,,           5,,,"         1,4",         106,N. Calc.,92 - [89 - 95],64% - [52% - 74%],93% - [84% - 97%],99% - [93% - 99%],100 - [100 - 100],N. Conc.,B,,,A,           0,           0,"       548,3","        24,8",,,,,           0
060791860,CENTRE D'HEMODIALYSE A TZANCK,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       25853,           0,           0,           0,,           0,,,,,,,,,,,,,,     7651531,,       50989,,           0,,       50989,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,           0,          20,          40,           0,         100,"        5,33",           5,,,,          69,"        5,89","       59,63",,,"        3,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,         106,N. Calc.,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,A,A,A,A,,,,"       109,5",,,                                      .z,                                      .z,                                      .z
060792850,A. TZANCK DIALYSE A DOMICILE,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,         148,           0,           0,           0,,           0,,,,,,,,,,,,,,       35419,,         209,,           0,,         209,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,           0,          20,          40,           0,         100,"        5,33",           5,,,,"        0,07","        0,04","        0,01",,,"        0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,         106,N. Calc.,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,A,A,A,A,,,,,,,                                      .z,                                      .z,                                      .z
060792900,A TZANCK AUTODIALYSE MOUGINS,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,        3173,           0,           0,           0,,           0,,,,,,,,,,,,,,      779406,,        4859,,           0,,        4859,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,,,,,,"        4,33",           4,,,,"        5,92","        0,82","         4,6",,,"         0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,         106,N. Calc.,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,A,A,A,A,,,,"        51,3",,,                                      .z,                                      .z,                                      .z
060792926,CENTRE D'HEMODIALYSE LA RIVIERA ANTIBES,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,           0,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       10467,           0,           0,           0,,           0,,,,,,,,,,,,,,     3072768,,           0,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,          25,          35,         150,         107,         100,           2,           2,,,,          28,"        2,44","       24,56",,           1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,          90,N. Calc.,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,A,,,A,,,,"        17,9",,,                                      .z,                                      .z,                                      .z
060794013,INSTITUT ARNAULT TZANCK,DGF,TAA,EBNL,T1,M2,C1,,           1,"       11,47","        5,23",                                      .z,                                      .z,"         3,2","        75,7","        99,2",,          44,           8,          28,           8,,          24,,,,        2984,         866,           0,         731,           4,           0,           0,           0,           0,           0,           0,         892,,         105,          12,           1,           1,,,           3,           3,,,,    30059697,,    26513864,,      440438,,       66030,,      103907,,,,    31033680,,    27813106,,      -25041,,      -25041,,      656743,,     9076189,,     1967594,,      202804,,      317254,,     -114450,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Stimulateurs / défibrillateurs cardiaques : 411,Chirurgies valvulaires : 196,Pontages coronaires : 171,"Chirurgie cardiaque, autres : 68",Chirurgie inter spécialités : 12,Cathéthérismes diagnostiques vasculaires et coronariens : 1397,Cathétérismes thérapeutiques vasculaires et coronariens : 1085,Affections cardiovasculaires sans acte opératoire de la : 276,Cathétérismes thérapeutiques vasculaires et coronariens : 215,Signes et symptômes : 114,          77,          20,          57,          25,          33,"       48,88","       31,38","         8,5",           9,,"      168,71","       34,01","      124,86","        0,02","        7,56","        2,26","        -3,2",,           2,,"        47,3",,           3,,"        45,8",,           4,,"        79,2",,         100,,"         3,7",,"         2,4",,"        84,3",,,,"       1,025","       1,112",,"        21,2","         2,4","        20,8","        13,7",,,      248671,,,"        0,46",           0,,"         6,4",          90,N. Calc.,99 - [98 - 100],99% - [93% - 99%],96% - [89% - 99%],94% - [86% - 98%],50 - [43 - 57],N. Conc.,A,A,A,A,,"     12706,1","     69753,6","        22,5","         0,3",,,,           0
060800166,CLINIQUE DE L'ESPERANCE,OQN,TAA,CLI,T3,M2,C3,,"        24,6","        0,08","        2,55",                                      .z,                                      .z,           0,"        30,2","        56,2",,          15,,          15,,,          97,          25,,,         493,        3914,           1,        6065,        4997,          18,          49,           0,           0,           0,           0,        7449,,        7363,          37,,,,,,          10,,,,,    17686358,,    15070057,,           0,,           0,,           0,,,,    20961761,,                                      .z,,    -1206711,,                                      .z,,        1093,,    17246676,,     2513737,,        7485,,    -1943225,,     1950711,,           1,Chirurgie du sein : 121,Cataracte : 1128,Arthroscopie du genou : 225,Hernie enfant : 0,RTU prostate : 280,Hernie adulte y compris cœlioscopie : 360,actes ORL et stomato divers : 1104,Cataractes : 1089,"Chirurgies transurétrales, autres : 1085",Greffes peau / parages hors brûlures : 473,Chirurgies appareil génital masculin : 385,Endoscopies digestives avec ou sans anesthésie : 3620,Endoscopies digestives thérapeutiques et anesthésie : sé : 1357,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 275","Endoscopies génito-urinaires, avec ou sans anesthésie : 168","Lithotritie extracorporelle de l'appareil urinaire, en a : 189",          60,          36,          70,          25,          33,"       73,11","       31,11","        25,5",          10,           3,"       197,2","       33,92","       143,4","         0,5","         5,2","       14,18",,"       -18,5",,           0,,         100,,"      2299,9",,"        20,1",,"         2,5",,"        72,5",,"        30,3",,"       -33,8",,"         0,1",,"        41,4",,"        51,3","       0,847","       0,991","       1,106",                                      .z,                                      .z,                                      .z,                                      .z,,,      282672,,,"       55,84","       84,48","        91,4",,          90,N. Calc.,84 - [81 - 88],48% - [36% - 59%],96% - [89% - 99%],95% - [88% - 99%],85 - [81 - 90],85% - [73% - 93%],A,A,,A,           0,"     76646,3","     80794,5",          19,,,                                      .z,                                      .z,                                      .z
070000096,HÔPITAL DE MOZE,DGF,TAA,EBNL,T1,M1,C0,,"        26,9","        1,02","       24,64",                                      .z,                                      .z,           0,"        88,9",,,           8,,,,           6,,,,,         221,          10,           0,         260,           0,           0,           0,           0,           0,          23,           0,           0,,         300,          16,,,,,,,           0,,,,,     1152145,,,,           0,,       13840,,,,,,     1463699,,,,,,,,,,,,,,,,,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 5,Ostéomyélites aigües (y compris vertébrales) et arthrite : 1,"Occlusions, sub-occlusions digestives : 1",Intervention  peau et tissu sous-cutané : 0,,Endoscopies digestives avec ou sans anesthésie : 198,"Autres Maladies immunitaires, du Sang, des Organes hémat : 26",Endoscopies digestives thérapeutiques et anesthésie : sé : 42,Soins palliatifs : 21,Infections respiratoires : 19,          50,          20,         150,          67,         100,"        4,31","        1,51",,"         1,8","         0,2","        56,7","         4,5","       36,05",,"         0,7","       15,45",,,,,,,,,,,,,,,,,,,,,,,,,"       1,204","       1,366",,"        39,9","        26,8","         4,8","        27,9",,,,,,           0,,,         106,"        11,5",N. Calc.,86 - [83 - 89],66% - [52% - 77%],90% - [80% - 96%],48% - [36% - 59%],N. Conc.,N. Conc.,D,,,A,           0,           0,,"        45,2",,           7,,,
070002878,CH DES VALS D'ARDECHE,DGF,TAA,CH,T1,M2,C2,O1,"        16,7","        0,54","       14,56",                                      .z,                                      .z,"        55,5","        79,7","        59,2","        36,7",          73,,           4,,           7,          34,           6,           9,           1,        2796,        1099,         325,         878,         515,         135,         678,           0,           0,         413,         262,        1500,       11341,        1071,          98,           1,,,,,           3,           1,,      363225,,,    17785886,,,,       16000,,        4658,,,,,,    28759769,,,,,,,,,,,,,,,,,,           1,,Chirurgie du sein : 2,Cataracte : 108,Arthroscopie du genou : 45,Hernie enfant : 0,RTU prostate : 74,Hernie adulte y compris cœlioscopie : 63,"Chirurgies transurétrales, autres : 294",Cataractes : 108,Chirurgies majeures orthopédiques (dont hanche et fémur : 100,Chirurgies appareil génital masculin : 85,Hernies : 88,Infections respiratoires : 227,Endoscopies digestives avec ou sans anesthésie : 203,affections médicales du nouveau né : 249,Chimiothérapie hors séances : 143,Endoscopies digestives thérapeutiques et anesthésie : sé : 138,,,,,,"       51,11","       36,47","        6,71",           2,           2,"      456,88","       72,57","       303,5","        4,73",          24,"       52,08",,,,,,,,,,,,,,,,,,,,,,,,,"        1,15","       1,213","       0,924","        30,7",          12,          19,"        18,1",,       30913,      133644,"       15,27","       72,97","       31,91","       75,86",          39,           8,"        11,5",N. Calc.,78 - [74 - 82],49% - [37% - 60%],88% - [78% - 94%],88% - [78% - 94%],73 - [70 - 77],89% - [77% - 96%],B,A,A,B,          27,"     17412,8","     43895,8","        27,1","         2,1","         3,9",,           4,"         4,5"
070005566,CH D'ARDECHE MERIDIONALE,DGF,TAA,CH,T2,M2,C2,O2,"         9,5","        0,82",          13,                                      .z,                                      .z,"        49,8","        72,7","        91,7","        60,1",         161,,           8,,          10,          34,           7,          17,           1,        7412,        2096,         949,        1538,        1131,         362,        2123,           0,           0,         828,         747,        3053,       18962,        1468,         111,           1,           1,,,,           5,           2,,      522889,,,    40823271,,,,      144000,,       42871,,,,,,    52081078,,,,,,,,,,,,,,,,,,           1,,Chirurgie du sein : 8,Cataracte : 540,Arthroscopie du genou : 30,Hernie enfant : 0,RTU prostate : 13,Hernie adulte y compris cœlioscopie : 80,Cataractes : 531,Chirurgies majeures orthopédiques (dont hanche et fémur : 282,Chirurgie du membre supérieur (hors prothèses) : 192,Chirurgies utérus / annexes : 188,Traumatismes du bassin et des membres : 158,Signes et symptômes : 901,affections médicales du nouveau né : 751,Autres gastroentérites et maladies diverses du tube dige : 333,Infections respiratoires : 322,"Cardiopathies, valvulopathies : 316",          76,           0,           0,          64,          33,"       93,55","       53,07","       12,42","        8,35","        5,71","      827,74","      124,27","      500,33","        6,23","       48,29","      148,62",,,,,,,,,,,,,,,,,,,,,,,,,"       1,002","       0,922","       0,896","        26,4","        13,5","        17,2","        16,8",,,      194062,"       24,63","       67,85","       35,05","       69,87","        73,4","         6,5",          47,N. Calc.,78 - [73 - 83],54% - [42% - 65%],90% - [81% - 96%],84% - [74% - 91%],77 - [74 - 81],63% - [45% - 79%],C,B,B,B,          36,"     13714,9","     58590,4","        29,2","         1,1","         2,6","         7,3","        27,6","         0,5"
070780168,CLINIQUE DU VIVARAIS,OQN,TAA,CLI,T1,M1,C2,,"        13,9","        0,09","        1,85",                                      .z,                                      .z,           0,          59,"        29,9",,           4,,           5,,,          55,           6,,,         415,        1505,           3,        1944,        1842,          18,           0,           0,           0,          15,           0,        3099,,        2097,          37,,,,,,           2,,,,,     5956790,,     5359345,,       13916,,           0,,           0,,,,     5832535,,                                      .z,,      106645,,                                      .z,,      263268,,     2301787,,      149813,,      273229,,      261727,,       11502,,           1,Chirurgie du sein : 61,Cataracte : 672,Arthroscopie du genou : 83,Hernie enfant : 1,RTU prostate : 36,Hernie adulte y compris cœlioscopie : 116,Cataractes : 677,"Chirurgies main, poignet : 307",actes ORL et stomato divers : 218,Chirurgies majeures orthopédiques (dont hanche et fémur : 155,Hernies : 189,Endoscopies digestives avec ou sans anesthésie : 1238,Endoscopies digestives thérapeutiques et anesthésie : sé : 411,Affections Cavité buccale et dents : 162,Autres gastroentérites et maladies diverses du tube dige : 70,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 66",          73,          54,          46,          50,           0,"       14,63",           1,"         8,5","         3,5","         0,5","       66,08","       16,23","       47,76",,"        0,62","        1,47",,"         2,1",,"         4,3",,"        73,4",,"         0,6",,"        14,1",,"         2,1",,"        84,1",,"        84,3",,"        16,4",,"        17,1",,"        42,1",,"        59,5","       0,745","       0,957","       0,858",                                      .z,                                      .z,                                      .z,                                      .z,,,      484707,,,"       55,17","       75,39","       140,4",,          47,N. Calc.,63 - [60 - 67],14% - [7% - 23%],93% - [84% - 97%],88% - [78% - 94%],65 - [63 - 68],93% - [84% - 98%],B,A,,B,           0,"     50204,9","     82980,7",,"         0,5",,                                      .z,                                      .z,                                      .z
070780358,CH D'ARDECHE NORD,DGF,TAA,CH,T3,M2,C2,O2,"         9,4","        0,82","       15,24",                                      .z,                                      .z,"        51,9","        76,9","       102,5","        46,7",         142,,          10,           8,          10,          42,          10,          24,           1,        7743,        2249,        1003,        2561,        2044,         214,        1088,           0,       12094,         633,         757,        3429,       21360,        1934,         115,           1,           1,,,,           4,           2,,      587249,,,    50618997,,,,      436145,,      107610,,,,,,    61772823,,,,,,,,,,,,,,,,,,           1,,Chirurgie du sein : 18,Cataracte : 492,Arthroscopie du genou : 69,Hernie enfant : 1,RTU prostate : 2,Hernie adulte y compris cœlioscopie : 101,actes ORL et stomato divers : 639,Cataractes : 491,Hernies : 217,Chirurgies majeures orthopédiques (dont hanche et fémur : 199,Trauma crâniens : 156,affections médicales du nouveau né : 792,Signes et symptômes : 563,Endoscopies digestives avec ou sans anesthésie : 564,Endoscopies digestives thérapeutiques et anesthésie : sé : 446,Infections respiratoires : 416,          20,           0,           0,           0,           0,"       79,76","       45,34","        11,3","        5,76","        4,44","       733,8","       96,22","      511,25","        6,02","       44,79","       75,52",,,,,,,,,,,,,,,,,,,,,,,,,"       0,916","       1,056","       0,978","        30,9","        10,4","        17,6","        17,9",,       42896,      258792,"       19,42","       64,75","       47,61","       75,75","        92,9","        17,5",          47,N. Calc.,83 - [79 - 87],60% - [48% - 71%],97% - [91% - 99%],89% - [80% - 95%],91 - [89 - 93],94% - [84% - 99%],B,A,B,A,          35,"     20137,5","     68440,6","        38,8","         1,3","         3,9","         6,2","        42,2","         0,2"
070780408,CLINIQUE DES CEVENNES,OQN,TAA,CLI,T1,M1,C2,,"        14,5","        0,03","        1,79",                                      .z,                                      .z,           0,"        68,1","        20,4",,           2,,           4,,           0,          50,           3,           0,           0,         141,         890,           0,         736,        1130,           0,           0,           0,           0,           1,           0,        1749,,         897,          30,,,,,,           4,,,,,,,     3102633,,        1153,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 19,Cataracte : 455,Arthroscopie du genou : 111,Hernie enfant : 0,RTU prostate : 46,Hernie adulte y compris cœlioscopie : 80,Cataractes : 456,actes ORL et stomato divers : 239,Chirurgies majeures orthopédiques (dont hanche et fémur : 189,Greffes peau / parages hors brûlures : 106,Ligatures veines : 94,Endoscopies digestives avec ou sans anesthésie : 395,Endoscopies digestives thérapeutiques et anesthésie : sé : 294,Autres gastroentérites et maladies diverses du tube dige : 14,"Autres Maladies immunitaires, du Sang, des Organes hémat : 3","Autres séj. sans acte, avec anesthésie, en ambulatoire : 19",,,,,,"        18,2",           5,          10,           2,,"       47,58","        9,71","       34,03",,"        2,96","        0,88",,,,,,,,,,,,,,,,,,,,,,,,,"        0,98","       0,945",,                                      .z,                                      .z,                                      .z,                                      .z,,,      148695,,,"       55,97","       70,49",         172,,          47,N. Calc.,61 - [58 - 64],24% - [15% - 35%],93% - [84% - 97%],99% - [93% - 99%],79 - [74 - 83],27% - [12% - 46%],D,C,,C,,       61525,"     43235,4","        12,2","         0,3",,                                      .z,                                      .z,                                      .z
