finess,zone,A1bis,A2bis,A3bis,A4bis,A5bis
930300645,11,,"         0,6","         0,5",,"         0,1"
940000078,11,,,,,
940000649,11,,"         0,9","         0,7",           0,"         0,3"
940000656,11,,"         0,1",           0,,
940000664,11,,"         0,8","         0,5",,"         0,4"
940006679,11,,"         0,2","         0,2","         0,4","         0,8"
940016819,11,,           0,           0,"         1,1",           0
940100027,11,,"         2,2","         1,6",           0,"         0,2"
940100035,11,,"         0,4",           0,,           0
940100043,11,,"         1,9","         1,3","         0,3","         0,5"
940100050,11,,"         0,9",           0,,           0
940100068,11,,"         0,8","         0,1",,           0
940110018,11,,           1,"         1,1","         1,6","         0,8"
940110042,11,,"         0,9",           1,"         1,2","         0,7"
940120017,11,,,,,
940300031,11,,"         0,5","         0,7","         0,8","         0,8"
940300163,11,,"         0,1",           0,,
940300270,11,,"         0,2","         0,7","         1,6","         0,6"
940300379,11,,"         0,1","         0,3","         0,5","         0,7"
940300445,11,,"         0,2","         0,2",           0,"         0,5"
940300452,11,,"         0,2",,,
940300494,11,,"         0,2","         0,5",,"         0,4"
940300551,11,,           0,"         0,1","         1,1","         0,2"
940300569,11,,"         0,3","         0,5",           0,"         0,7"
940813033,11,,"         0,5","         0,5","         0,1","         0,6"
950000406,11,,           0,           0,,
950001370,11,,"         0,2","         0,2","         0,3","         0,1"
950002709,11,,,,,
950013870,11,,"         1,2","         0,8","         1,1","         0,4"
950015289,11,,"         0,1",           0,,           0
950100016,11,,"         0,2",           0,,
950110015,11,,"         1,2","         0,7","         1,4","         0,6"
950110049,11,,"         1,2","         0,8","         1,2","         0,5"
950110080,11,,"         1,3","         1,1","         1,9","         0,8"
950300095,11,,"         0,1","         0,3",           0,"         0,6"
950300137,11,,"         0,2","         0,3",,"         0,8"
950300152,11,,           0,           0,,
950300202,11,,"         0,1","         0,3","         0,2","         0,4"
950300244,11,,"         0,4","         0,6",           0,"         1,4"
950300277,11,,"         0,5","         0,7",           1,"         1,1"
950300301,11,,           0,,,
950300350,11,,"         0,2","         0,2","         0,5","         0,5"
950630012,11,,,,,
950807982,11,,"         0,6","         1,1","         1,1",           2
080000037,21,,"         3,1",           2,"         4,3","         1,9"
080000144,21,,"         0,8","         0,8",,"         0,7"
080000615,21,,"        10,5","         5,9","        11,9","         3,3"
080001969,21,,           2,           1,"         1,7","         1,4"
080010267,21,,,,,
100000017,21,,"        10,5","         5,7","        14,6","         4,3"
100000082,21,,"         0,7","         1,6","         0,1",           4
100000124,21,,"         0,6","         4,7",,"         2,6"
100000157,21,,"         1,4","         2,9",,          10
100002351,21,,"         2,8","         3,9",           4,"         5,2"
100006279,21,,"         1,2","         0,1","         3,1",           0
510000029,21,,"        17,5","        14,2","        10,5","         7,8"
510000037,21,,"         5,5","         3,4","         7,3","         2,9"
510000060,21,,"         3,8","         2,1","         2,7","         1,2"
510000078,21,,"         2,4","         1,3","         2,2",           1
510000102,21,,"         0,2",           0,,           0
510000185,21,,"         4,8","         8,2","         8,5","         9,9"
510000193,21,,"         3,5","         6,4","         8,3",           8
510000227,21,,"         0,9","         2,8","         0,1","         3,1"
510000243,21,,"         1,7","         2,6","         2,9","         2,4"
510000268,21,,"         0,3",,,"         0,4"
510000516,21,,"         1,5","         0,8",,"         0,6"
510012040,21,,"         2,1","         4,4",,"         6,8"
510024300,21,,,,,
520780032,21,,"         4,3","         1,9","         4,2","         0,4"
520780057,21,,"         1,9","         0,2","         2,5","         0,1"
520780073,21,,"         3,6","         2,3","         5,3","         1,6"
520780156,21,,"         0,3","         1,7",,"         2,9"
520780180,21,,"         0,9","         3,2",,"         1,1"
520780214,21,,"         1,2","         1,9",           0,"         5,4"
020000022,22,,"         0,4",           0,,           0
020000048,22,,"         0,8",           0,,
020000055,22,,"         0,1",           0,,
020000063,22,,           7,           6,"         5,1","         6,9"
020000071,22,,"         0,2",           0,,
020000253,22,,"         3,1","         2,8","         4,1",           3
020000261,22,,"         3,9","         3,2","         5,5","         1,5"
020000287,22,,           3,"         1,9",           3,           3
020000311,22,,"         0,3",,,"         1,7"
020000360,22,,"         0,7","         1,8",,"         3,8"
020004404,22,,"         2,4","         1,5","         2,6","         0,7"
020004495,22,,"         1,2","         0,2","         0,5","         0,3"
020010047,22,,"         2,2","         3,9","         3,6","         4,4"
600008643,22,,"         0,7",,,
600010862,22,,,,,
600100101,22,,"         0,7",           0,,
600100168,22,,           1,"         2,1",,           2
600100176,22,,"         0,4",,,
600100184,22,,,,,
600100572,22,,"         0,2",           0,,
600100648,22,,"         0,7","         0,7","         2,2","         0,5"
600100713,22,,"         5,7","         3,7",           8,"         3,2"
600100721,22,,           7,"         4,4",           8,"         3,4"
600100754,22,,"         1,9","         4,4","         2,9","         7,5"
600101984,22,,"         7,3","         4,9",          15,"         4,4"
600110175,22,,"         0,8","         1,2",,"         2,4"
800000028,22,,"         4,3","         2,6","         4,8","         0,8"
800000036,22,,"         0,2",           0,,
800000044,22,,"        14,4","        13,2","        10,5","         6,9"
800000051,22,,"         0,3",           0,,
800000069,22,,"         0,8","         0,6",           1,"         0,6"
800000077,22,,"         0,3",           0,,
800000085,22,,"         0,8","         0,1",,"         0,1"
800000093,22,,"         1,2","         0,9","         2,1","         1,1"
800002503,22,,"         0,8","         2,2",,"         3,2"
800009466,22,,"         1,9","         6,1",,"         6,6"
800009920,22,,"         2,2","         5,9","         9,1","         8,1"
800013179,22,,           2,           0,,           0
800015729,22,,"         1,9","         0,2",,"         0,2"
270000060,23,,"         1,5","         1,1",           2,"         0,8"
270000086,23,,"         0,9","         0,5","         1,5","         0,6"
270000102,23,,           1,"         0,7","         0,2","         0,8"
270000110,23,,"         0,4","         0,1",,           0
270000326,23,,           2,"         3,5",,"         3,3"
270000862,23,,"         1,4","         2,3",,"         4,6"
270023724,23,,           8,"         4,7","        14,2","         4,1"
760000166,23,,"         1,8","         1,2",,"         0,7"
760021329,23,,"         4,9","         6,6","         3,4","         6,8"
760024042,23,,"         5,5","         3,3","         6,9","         2,6"
760025312,23,,"         3,5","         5,6","         9,7","        11,7"
760027292,23,,"         1,2","         2,9",,"         2,9"
760780023,23,,"         4,3","         2,6","         3,5","         1,4"
760780056,23,,"         0,3",           0,,
760780064,23,,"         0,2",           0,,
760780197,23,,"         0,2","         0,4","         2,9","         0,4"
760780205,23,,"         0,6","         2,3",,"         3,2"
760780239,23,,"        26,5","        17,2","        14,1","         7,3"
760780262,23,,"         0,1","         0,1","        14,9","         0,1"
760780510,23,,"         1,9","         5,3",,"         3,9"
760780619,23,,           4,"         4,4",,"         6,9"
760780668,23,,"         0,2","         1,7",,"         0,6"
760780726,23,,"        11,7","         5,7","        11,5","         5,7"
760780734,23,,"         1,9","         0,3","         3,5","         0,1"
760780742,23,,"         0,7","         0,1","         3,1",           0
760780783,23,,           1,"         1,5",,"         2,2"
760780791,23,,"         1,8","         4,5","         1,1","         4,1"
760780825,23,,"         0,6","         2,4",,"         2,8"
760783035,23,,"         0,1",           0,,
760783159,23,,"         0,3",,,
760921809,23,,           2,"         7,9",           0,"        13,4"
180000028,24,,"         5,6","         3,2",           5,"         2,6"
180000051,24,,"         1,6",           1,"         2,3","         0,9"
180000069,24,,"         0,8","         0,2","         1,3","         0,1"
180000358,24,,"         0,6","         1,1",,           2
180004145,24,,"         1,1","         3,6","         1,3","         3,8"
280000134,24,,"         6,2","         3,3","         7,2","         1,3"
280000159,24,,           1,"         2,2",           0,"         3,3"
280000183,24,,"         3,5",           2,"         4,9","         1,9"
280000449,24,,"         0,2",,,
280000589,24,,"         0,7","         0,1",           0,"         0,2"
280500075,24,,"         1,3","         0,6","         1,5","         0,4"
280504689,24,,,,,
280505777,24,,"         1,4","         2,1","         1,6","         2,5"
360000046,24,,"         0,5",           0,"         0,1","         0,1"
360000053,24,,"         4,5","         2,7","         5,5","         2,5"
360000061,24,,"         0,3",           0,,
360000079,24,,"         0,7","         0,4","         0,9","         0,5"
360000129,24,,"         1,3","         2,1","         0,1","         3,4"
360002133,24,,,,,
360002232,24,,"         0,1",           0,,           0
370000051,24,,"         0,5","         0,9",           0,"         1,6"
370000085,24,,           2,"         3,3",,"         3,1"
370000093,24,,           2,"         4,4",           0,"         3,5"
370000481,24,,"        14,6","        11,6","        15,1","         9,5"
370000564,24,,"         1,2","         0,6",           0,"         0,5"
370000606,24,,"         0,7","         0,1","         1,2","         0,1"
370000614,24,,"         0,6","         0,6",,           1
370002701,24,,"         0,1",,,
370007569,24,,"         3,5","         5,9","         6,4","         7,5"
410000087,24,,"         3,9","         2,7","         5,9","         2,4"
410000095,24,,"         1,2","         0,2",,"         0,1"
410000103,24,,"         1,3","         0,9","         1,9","         0,8"
410000202,24,,           2,"         3,9",           2,"         3,4"
410004998,24,,"         0,6","         2,3",           2,"         2,1"
450000088,24,,"        10,2","         7,3","        14,3","         3,9"
450000096,24,,"         1,2","         0,2","         2,4","         0,1"
450000104,24,,"         2,9",           2,"         4,5",           1
450000112,24,,"         0,8","         0,1","         1,9","         0,1"
450000229,24,,"         0,8","         2,9","         0,1","         5,6"
450000237,24,,"         0,8","         1,3",,"         2,6"
450000245,24,,           1,"         3,9",,"         1,7"
450000278,24,,"         0,2",           0,,
450000294,24,,"         2,6","         0,3",           0,"         0,1"
450000336,24,,"         0,1",           0,,
450010079,24,,"         0,9","         2,8","         3,1","         7,8"
450012935,24,,,,,
450012968,24,,"         0,6","         1,3",,"         2,2"
450013818,24,,,,,
450018312,24,,,,,
450018460,24,,,,,
140000035,25,,"         4,7","         2,5","         5,5","         1,4"
140000084,25,,"         0,4","         0,1",,           0
140000092,25,,"         3,1","         2,1","         3,8","         3,4"
140000100,25,,"        21,9","        16,6","        23,9","        11,1"
140000118,25,,"         2,5","         2,2","         2,9","         2,4"
140000159,25,,"         2,4","         0,2",           3,"         0,1"
140000290,25,,"         0,7",           4,           0,"         3,8"
140000340,25,,           0,,,
140000555,25,,"         2,7","         1,9",,"         2,3"
140002452,25,,"         1,3","         0,2",,"         1,7"
140016759,25,,"         1,8","         6,3","         9,2","         6,9"
140017237,25,,"         4,4","        11,4",           0,"        14,3"
140018730,25,,"         0,5","         1,8","         0,1","         2,5"
140026279,25,,"         1,1","         0,1","         2,5","         0,1"
140026709,25,,"         0,8","         1,6","         0,2",           3
500000013,25,,"         9,3","         4,8","        12,1","         2,6"
500000054,25,,"         5,4","         3,6","         6,7","         3,1"
500000096,25,,"         0,6","         0,1",,           0
500000112,25,,"         4,8","         3,7","         6,1",           1
500000146,25,,"         1,5","         3,8",           0,"         7,7"
500000203,25,,"         0,6","         2,9",           0,"         2,5"
500000393,25,,"         1,9","         0,2",,"         0,1"
500000401,25,,"         0,7","         2,3","         3,5","         2,7"
500002357,25,,"         1,3","         4,6","         0,1","         6,1"
500021316,25,,,,,
610006421,25,,"         0,8","         1,9",,           3
610780074,25,,"         1,6","         1,1","         2,3",           1
610780082,25,,"         4,5","         2,6","         5,2","         2,1"
610780090,25,,"         3,9","         2,1","         4,2","         2,8"
610780124,25,,"         0,9","         0,1",,           0
610780165,25,,"         4,3","         2,7","         5,1","         1,8"
610780199,25,,"         0,8",           3,,"         1,8"
610790594,25,,"         1,6","         0,2",,"         0,1"
210006318,26,,"         1,4","         2,8",,"         4,3"
210010070,26,,"         1,7","         0,4","         0,6","         0,3"
210011847,26,,,,,
210780110,26,,"         1,3",           3,"         9,8","        10,2"
210780136,26,,           2,"         3,8","         0,1","         3,3"
210780581,26,,"        15,7","        10,6","        13,8",           9
210780607,26,,,,,
210780706,26,,"         1,6","         1,8",           3,"         0,8"
210780714,26,,"         2,4","         2,2",           4,"         2,2"
210780789,26,,"         2,3","         2,8",,"         3,4"
210780979,26,,"         2,2","         2,8",,"         7,7"
210987731,26,,"         2,1","         1,2",,"         0,1"
580780039,26,,"         5,4","         3,2","         6,4","         2,4"
580780047,26,,"         0,2",           0,,
580780070,26,,"         0,7","         0,5",,"         0,3"
580780088,26,,"         0,6",           0,,"         0,1"
580780096,26,,"         1,6",           1,"         2,1","         0,6"
580780138,26,,"         1,5","         3,6",,"         5,6"
580780195,26,,"         0,5",           1,"         1,1","         1,1"
580781136,26,,"         0,2",           0,,
710006859,26,,           1,"         3,4",           0,"         3,2"
710780263,26,,           5,"         2,9","         6,2","         2,3"
710780644,26,,"         3,4","         1,9","         2,7","         0,9"
710780917,26,,"         3,2","         6,2",           0,"         8,7"
710780958,26,,"         5,4",           3,"         9,5",           1
710781410,26,,"         0,4","         1,5",,"         1,1"
710781451,26,,"         1,7","         0,2","         1,8","         0,1"
710781568,26,,"         0,1",           0,,
710781824,26,,"         0,1",           3,,"         3,7"
710976705,26,,"         3,6","         2,3","         3,2","         1,2"
710978347,26,,"         3,5","         3,2","         3,3","         2,1"
890000037,26,,           7,"         4,7","        18,2","         2,3"
890000169,26,,"         1,4","         3,2","         0,2","         4,4"
890000409,26,,           1,"         0,6","         0,1","         0,5"
890000417,26,,"         1,2","         0,1","         0,4","         0,1"
890000433,26,,           1,"         0,1",,           0
890002389,26,,"         1,4",           4,"         0,1","         5,6"
890970569,26,,"         4,2","         3,4","         6,9","         1,8"
590000188,31,,"         0,9",           1,,"         0,8"
590001749,31,,"         0,7","         0,8","         1,1","         0,6"
590006896,31,,"         0,1","         0,7",,           1
590008041,31,,"         1,8","         2,4",           0,"         2,5"
590034815,31,,,,,
590046520,31,,,,,
590046538,31,,,,,
590049565,31,,,,,
590052056,31,,           1,"         1,3","         2,2","         1,7"
590052676,31,,,,,
590780052,31,,"         0,4",           0,,
590780060,31,,"         0,1","         1,1",,"         2,1"
590780094,31,,"         0,1",,,
590780193,31,,"        13,6",          13,"        11,7","         6,1"
590780227,31,,"         1,5","         1,2","         3,4","         0,7"
590780250,31,,"         0,6","         1,7",           0,"         8,6"
590780268,31,,"         1,4","         2,8",,"         2,8"
590780284,31,,"         4,3","         2,9","         3,4",           2
590780342,31,,"         1,2","         0,4",,"         1,5"
590780383,31,,"         2,1","         3,6",,"         5,1"
590781415,31,,"         3,2","         1,9","         2,3","         1,8"
590781571,31,,           0,"         0,9",,"         1,1"
590781605,31,,"         2,1",           1,"         1,6","         0,7"
590781621,31,,"         0,4",           0,"         0,8",           0
590781662,31,,"         0,5","         0,3",           1,"         0,2"
590781670,31,,"         0,2",           0,,           0
590781795,31,,"         0,2",           0,,           0
590781803,31,,"         2,3","         1,1","         2,2","         0,6"
590781811,31,,,,,
590781902,31,,"         2,6","         1,6","         2,9","         1,1"
590781951,31,,"         0,4","         1,9",,"         1,9"
590782165,31,,"         1,2","         1,1","         2,5","         0,3"
590782207,31,,"         0,2",           0,,           0
590782215,31,,"         5,5","         3,5","         7,3","         2,6"
590782256,31,,           0,,,
590782298,31,,"         0,5","         3,1","         2,1",           4
590782421,31,,"         4,7","         2,8","         6,7","         2,3"
590782439,31,,"         0,3",           0,,           0
590782496,31,,"         0,3","         0,8",,
590782546,31,,"         0,4",           0,,           0
590782553,31,,"         1,3","         1,3",           2,"         1,8"
590782637,31,,"         1,6","         1,5","         3,7","         0,8"
590782645,31,,"         0,1",           0,,           0
590782652,31,,"         0,5","         0,4","         1,4","         0,3"
590783239,31,,"         3,3","         2,1","         3,6","         0,8"
590784484,31,,,,,
590785374,31,,"         5,1",           5,,
590788964,31,,"         0,9","         0,6",,"         1,4"
590790655,31,,"         0,2","         0,8",,"         0,9"
590797353,31,,"         4,3","         2,9","         3,4",           2
590806360,31,,,,,
590811006,31,,,,,
590813176,31,,"         0,4","         0,6",           0,"         0,7"
590813382,31,,"         0,2","         1,5","         2,3","         2,8"
590813507,31,,"         0,5","         1,2","         1,7","         1,7"
590813747,31,,,,,
590815056,31,,"         0,7",           1,,           1
590816310,31,,"         0,2","         0,5","         0,6","         0,7"
590817458,31,,"         0,5","         1,5",,"         2,3"
590817839,31,,           0,"         0,4","         1,8","         0,5"
620000026,31,,"         0,6","         1,1",,           0
620003350,31,,"         5,1",           5,"         4,4","         5,2"
620003376,31,,"         5,1",           5,"         4,4","         5,2"
620006049,31,,"         0,6","         1,6",,"         1,8"
620024208,31,,,,,
620025346,31,,"         5,1",           5,"         4,4","         5,2"
620026690,31,,,,,
620100057,31,,"         3,2","         1,5","         3,9","         1,2"
620100099,31,,"         0,6","         1,6",           0,"         2,2"
620100487,31,,"         0,2","         0,7",,           1
620100651,31,,"         3,8","         1,2","         2,8","         0,6"
620100677,31,,"         0,2",           0,,
620100685,31,,"         4,1","         2,4",           5,           2
620100735,31,,"         0,9","         1,6","         1,8","         1,8"
620100750,31,,"         0,5","         0,9",,"         1,5"
620101311,31,,"         0,7","         1,8",,"         2,4"
620101337,31,,"         2,5","         1,6","         3,6","         1,2"
620101360,31,,"         2,5","         1,4","         2,9","         0,5"
620101501,31,,"         0,8","         1,4",,"         1,9"
620103432,31,,"         1,3","         1,4","         1,8","         0,4"
620103440,31,,"         3,4","         2,4","         2,5","         1,3"
620105940,31,,"         0,3","         0,8",,           1
620106088,31,,,,,
620116046,31,,"         0,1",,,"         1,1"
620118513,31,,"         1,3","         2,6",           2,"         2,7"
540000031,41,,"         0,4","         0,5","        13,4","         0,6"
540000049,41,,"         1,1",           1,"         2,1","         0,9"
540000072,41,,           0,           0,,
540000080,41,,"         1,5","         0,9","         1,9","         0,2"
540000106,41,,"         0,6","         0,4",,"         1,1"
540000361,41,,"         0,8","         1,4",,"         3,3"
540000445,41,,"         1,4","         0,7",,"         2,1"
540000452,41,,"         0,7","         3,3",,          10
540000478,41,,"         4,5","         2,9",,"         4,7"
540000486,41,,"         2,2","         5,2",,"         4,2"
540000767,41,,"         2,2","         1,4","         3,1","         1,4"
540001104,41,,"         0,3",           0,,
540001286,41,,"         1,5","         1,2",,"         0,5"
540002078,41,,"        16,5","        13,6","         1,5","         2,8"
540013224,41,,"         0,2","         2,5",          12,"         2,4"
540014149,41,,"         0,6",           0,,
540020112,41,,"         0,3","         3,2",,"         4,7"
550000020,41,,"         3,7","         2,8","         3,4","         2,3"
550000046,41,,"         0,3","         0,1",,           0
550000178,41,,"         0,7",           2,"         0,2","         2,4"
550003354,41,,"         2,1","         0,3",           2,"         0,1"
570000026,41,,"         0,1",           0,,
570000083,41,,"         0,9","         1,5",           3,"         2,4"
570000091,41,,"         1,6","         0,6",           0,"         0,8"
570000158,41,,"         2,2",           2,"         2,7","         1,2"
570000166,41,,"         1,2",,,
570000216,41,,"         1,9","         2,1","         2,2","         0,8"
570000356,41,,"         0,7","         2,7","         0,1","         2,5"
570000364,41,,"         0,7","         1,8","         0,3","         4,6"
570000430,41,,"         0,2",           0,,
570000455,41,,"         0,1",           0,,           0
570000489,41,,"         0,6",           0,,
570000562,41,,"         0,2",           0,,
570000596,41,,,,,
