finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10
240000083,CH MONTPON,DGF,TAA,CH,T1,M1,,,           0,           0,"        7,41",                                      .z,                                      .z,           0,"        65,1",,,           4,,,,,,,,,          80,           0,           0,           1,           0,           0,           0,           0,           0,           0,           0,           0,,           0,           1,,,,,,,,,,    43421464,,      298069,,       10430,,           0,,       10430,,    40184148,,    39822940,,      232175,,      501958,,      513547,,     3187530,,    50212632,,    15660690,,    11586224,,      424002,,    11162222,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,Toxicomanies et alcoolisme : 81,,,,,,,,,,"       30,04","        9,25",,,,"      746,54","       79,52","      515,05","       39,93",           7,"      105,04","         8,3",,"         7,2",,"        81,2",,"         4,9",,          33,,"        15,8",,"        80,2",,"        36,1",,"         3,9",,"       106,2",,         126,,"        53,3",,"       1,282",,,"         2,6","         2,1","         2,1","        26,4",,,,,,,,,,          -3,78,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,A,,,,,,,"        11,5",,,,,           0
240000117,CH PERIGUEUX,DGF,TAA,CH,T3,M3,C3,O4,"         9,7","        1,06","       10,99",,,          58,          82,          97,"        81,2",         326,          17,,          14,          32,          98,          16,          38,           2,       16180,        4765,        2220,        3632,        2217,         720,        1291,           0,           0,        1256,        1803,        5882,       26114,        2693,         135,           1,           1,,           1,,          16,           2,    24698675,,   170048881,,   102220988,,    19798814,,     1102030,,     8558148,,    15996988,,   151676439,,   112115236,,      572077,,      150786,,    16481991,,   189557824,,    83902104,,    15960717,,    15602519,,      358199,,           1,,Chirurgie du sein : 14,Cataracte : 357,Arthroscopie du genou : 67,Hernie enfant : 9,RTU prostate : 64,Hernie adulte y compris cœlioscopie : 264,Chirurgies majeures orthopédiques (dont hanche et fémur : 366,Trauma crâniens : 652,Stimulateurs / défibrillateurs cardiaques : 316,Traumatismes du bassin et des membres : 364,Hernies : 309,affections médicales du nouveau né : 1848,"Cardiopathies, valvulopathies : 782",Cathétérismes thérapeutiques vasculaires et coronariens : 481,Infections respiratoires : 811,AVC : 581,,,,,,"      132,32","       76,11","        16,8","        8,42","        5,43","     1972,99","      223,83","      1373,8","        10,4","        74,4","      290,56","        10,8",,           9,,"        72,1",,"         5,1",,"        47,2",,"        15,8",,"        72,9",,"        33,7",,"        37,5",,"        38,4",,"       104,9",,          29,,"       1,027","       1,153","       1,066","        25,4","         7,5","        13,2","        19,9",     1029111,,      117790,"        17,8","       78,95","       31,75","       72,68",          63,"         1,1",,85,54 ± 4,38% ± 11%,78% ± 9%,21% ± 9%,78% ± 4%,65% ± 12%,A,,,,          51,"     14768,8","     83416,6","        28,5","         2,9","         5,5",,,"         5,2"
240000190,POLYCLINIQUE FRANCHEVILLE,OQN,TAA,CLI,T2,M2,C3,,          20,"        0,18","        4,47",                                      .z,                                      .z,"        26,9","       108,6","        55,9",,          25,,           8,,           5,         113,          10,,,        2212,        4612,           6,        2524,        3715,          88,        6979,           0,           0,         221,           0,        7044,        7740,        3179,          81,           1,           1,,,,           8,,     4463220,,,,,    24046269,,      644562,,      115794,,       22850,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 131,Cataracte : 1016,Arthroscopie du genou : 156,Hernie enfant : 8,RTU prostate : 231,Hernie adulte y compris cœlioscopie : 292,Cataractes : 1020,actes ORL et stomato divers : 665,"Chirurgies main, poignet : 366","Chirurgies transurétrales, autres : 467",Ligatures veines : 465,Endoscopies digestives avec ou sans anesthésie : 1408,Endoscopies digestives thérapeutiques et anesthésie : sé : 397,"Autres affections reins, voies urinaires : 259",Symptômes digestifs : 225,"Infections reins et voies urinaires, lithiases : 199",,,,,,"        39,4",          12,"        15,4",           6,"         2,6","      295,82","       42,97","      221,65",           1,"        6,07","       24,13",,,,,,,,,,,,,,,,,,,,,,,,,"        0,85","       0,963","       1,531",                                      .z,                                      .z,                                      .z,                                      .z,,,      293033,,,"       44,63","       70,08",         169,,,73,83 ± 3,53% ± 11%,99% ± 2%,95% ± 5%,89% ± 3%,75% ± 11%,A,,,,           0,"    110775,2","    109065,9",          26,,,                                      .z,                                      .z,                                      .z
240000208,CLINIQUE PASTEUR,OQN,TAA,CLI,T2,M1,C3,,"        13,7","        0,02","        2,82",                                      .z,                                      .z,"         0,1",,"        42,4",,,,           4,,,          70,          11,,,         585,        2215,           1,        2393,        3096,           0,           0,           0,           0,           3,           0,        4939,,        3031,          36,,,,,,,,      930886,,,    12194675,,     8920528,,       26821,,           0,,           0,,      845758,,    12397272,,                                      .z,,     -647858,,                                      .z,,     -391396,,     5685676,,     1936128,,      737324,,      228388,,      508938,,           1,Chirurgie du sein : 40,Cataracte : 1371,Arthroscopie du genou : 154,Hernie enfant : 3,RTU prostate : 221,Hernie adulte y compris cœlioscopie : 218,Cataractes : 1372,Chirurgies majeures orthopédiques (dont hanche et fémur : 291,"Chirurgies main, poignet : 377","Chirurgies transurétrales, autres : 247",Chirurgies appareil génital masculin : 267,Endoscopies digestives avec ou sans anesthésie : 1600,Endoscopies digestives thérapeutiques et anesthésie : sé : 569,"Endoscopies génito-urinaires, avec ou sans anesthésie : 88",Autres gastroentérites et maladies diverses du tube dige : 117,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 49",,,,,,"        19,7","         3,7","         9,2",           4,,"      127,86","       18,08","      104,68",,           2,"         3,1",,"        -1,7",,"        -3,2",,,,,,"        56,1",,"         2,7",,"        80,2",,"        53,1",,"         6,7",,"        21,7",,"        53,3",,"        61,6","       0,719","       0,859","       0,406",                                      .z,                                      .z,                                      .z,                                      .z,,,,,,"       58,29","       82,97","       127,9",,,78,75 ± 3,45% ± 11%,95% ± 5%,95% ± 5%,90% ± 2%,88% ± 8%,A,,,,,      107043,"    121097,4","        30,4",,,                                      .z,                                      .z,                                      .z
240000216,CLINIQUE DU PARC,OQN,TAA,CLI,T1,M1,C2,,"         8,9","        0,12","        0,66",                                      .z,                                      .z,           0,,"        53,4",,,,,,,          48,           6,,,         307,        1811,           0,        1950,        2352,           2,           0,           0,           0,           0,           0,        3743,,        2075,          19,,,,,,           6,,        7773,,,     6939587,,     7234650,,       17364,,           0,,           0,,,,     6284977,,                                      .z,,      323805,,                                      .z,,      618982,,     3407583,,      859957,,      571194,,     -362238,,      933432,,           1,Chirurgie du sein : 22,Cataracte : 1454,Arthroscopie du genou : 68,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Cataractes : 1456,actes ORL et stomato divers : 398,Chirurgies majeures orthopédiques (dont hanche et fémur : 479,Chirurgies rachis/moelle : 431,"Chirurgies main, poignet : 327",Endoscopies digestives avec ou sans anesthésie : 1410,Endoscopies digestives thérapeutiques et anesthésie : sé : 379,"'Injections de toxine botulique, en ambulatoire : 85",Autres gastroentérites et maladies diverses du tube dige : 37,"Autres Maladies immunitaires, du Sang, des Organes hémat : 36",,,,,,          15,"         2,2","         9,1",           3,,"       82,62","       10,75","       62,01",,           1,"        8,86",,"         9,4",,"         8,7",,         100,,"         1,4",,"        42,9",,,,"        85,6",,"        83,8",,         -21,,"        33,2",,"        32,3",,"        38,9","       0,797","       0,973",,                                      .z,                                      .z,                                      .z,                                      .z,,,      243832,,,"       56,27","       82,38","       179,9",,,89,95 ± 2,93% ± 6%,96% ± 4%,88% ± 7%,100% ± 0%,N. Conc.,C,A,,A,,"     80048,8","    116785,3",,"         0,7",,                                      .z,                                      .z,                                      .z
240000448,CH JEAN LECLAIRE,DGF,TAA,CH,T1,M2,C1,O1,"         6,7","        0,84","       11,81",                                      .z,                                      .z,"        66,2","        80,3","        68,5","        37,8",          68,,           6,,,          30,           5,          15,,        3395,        1268,         482,         615,         529,         231,           0,           0,           0,          69,         404,        1500,       10072,         612,          91,           1,,,,,           4,           1,,,    36930064,,    20167256,,     4310960,,           0,,     2002537,,     6873305,,    36466735,,    25098821,,    -1939908,,    -1822498,,      324672,,    16282870,,     4384149,,      309848,,     2813923,,    -2504075,,           1,,Chirurgie du sein : 1,Cataracte : 153,Arthroscopie du genou : 13,Hernie enfant : 3,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 78,Cataractes : 153,Traumatismes du bassin et des membres : 106,Intervention  peau et tissu sous-cutané : 89,Trauma crâniens : 66,"Occlusions, sub-occlusions digestives : 61","Cardiopathies, valvulopathies : 172",Infections respiratoires : 272,affections médicales du nouveau né : 398,Cardiologie autres : 226,"Infections reins et voies urinaires, lithiases : 156",,,,,,"       36,02","       19,06","        4,05","        3,04","        3,02","      528,31","       66,02","      374,66",           3,          15,"       69,63","         1,3",,"         0,9",,"      -132,9",,"        13,5",,"        53,3",,"         5,3",,"        79,8",,"        68,6",,"        28,2",,"         3,1",,"       155,5",,"        89,8",,"       0,961","       0,996","       0,962","        27,1","         9,3","        22,4","        23,2",,,      116770,"       24,26","       49,67","       29,44","       58,54","        48,1","        12,8",,71,71 ± 4,69% ± 10%,89% ± 7%,73% ± 10%,80% ± 3%,N. Conc.,A,,,,          31,       15476,"     84605,2","        21,1","         1,6","         3,3",,,"         2,6"
240006734,CENTRE D'HEMODIALYSE FRANCHEVILLE,OQN,TAA,CLI,T0,,,,,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       19109,           0,           0,           0,,           0,,,,,,,,,,,,,,     5963809,,           0,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,,,,,,,,                                      .z,                                      .z,                                      .z
250000015,CHU BESANCON,DGF,TAA,CHR,T4,M4,C5,O4,"        19,5","        5,12","        8,59","        0,99","        1,18","        35,7","        75,5",          83,"        49,9",         640,         101,          24,          54,          85,         409,          19,          79,          15,       29429,       15396,        2784,       13676,        4147,         726,       16265,       28293,        8592,        5302,        2195,       17244,       44212,        5213,         207,           3,           2,           1,           2,,          30,           3,    81124738,,   437216106,,   333993266,,    76268463,,    35972561,,    23124126,,     7683526,,   388768977,,   365938270,,     -470467,,     -932829,,    41645551,,   396029860,,   227490056,,    44518472,,    31480132,,    13038340,,           1,,Chirurgie du sein : 243,Cataracte : 1003,Arthroscopie du genou : 66,Hernie enfant : 204,RTU prostate : 70,Hernie adulte y compris cœlioscopie : 160,Cataractes : 949,Chirurgies rachis/moelle : 678,Trauma crâniens : 856,Chirurgie inter spécialités : 801,Traumatismes du bassin et des membres : 740,affections médicales du nouveau né : 2306,Signes et symptômes : 2109,Symptômes digestifs : 653,Cardiologie autres : 705,Infections respiratoires : 1107,,,,,,"       450,5","       243,5","        66,1","        50,2","         8,8","     4365,73","      559,84","     2846,27","       26,16","       323,6","      609,86","        11,1",,"         9,4",,          74,,"         5,5",,"        64,9",,"        14,2",,"        71,6",,          57,,"        29,6",,"        41,8",,"       172,6",,"        46,8",,"       1,074","       1,188","       1,057","        23,8",           6,"        18,3","        14,8",      710685,,      255526,"       15,31","       76,49","       21,12","       50,74","        99,4",,"        17,7",84,80 ± 3,36% ± 11%,78% ± 9%,44% ± 11%,82% ± 2%,43% ± 13%,A,,,,          27,"     15499,1","     85525,4","        29,2","         1,6","         8,1",,,           0
250000270,CLINIQUE SAINT-VINCENT,OQN,TAA,CLI,T3,M2,C4,,"         9,9","        0,45","        2,63",                                      .z,                                      .z,           0,"        67,4","        51,8",,          48,           6,           8,,           0,         206,          20,,,        4563,        8336,           1,        4920,        4684,           0,           0,           0,           0,           0,           0,       12751,,        6043,          53,           1,,,           1,,          13,,,,,    42101884,,    31376047,,      271530,,       37289,,       84188,,,,    40118405,,                                      .z,,     1223359,,                                      .z,,     2346256,,    15273710,,      858563,,    -1614272,,    -3051745,,     1437767,,           1,Chirurgie du sein : 149,Cataracte : 1938,Arthroscopie du genou : 925,Hernie enfant : 0,RTU prostate : 235,Hernie adulte y compris cœlioscopie : 414,Cataractes : 1942,"Arthroscopies, Biopsies ostéo-articulaires : 1022",Chirurgies rachis/moelle : 872,Chirurgies majeures orthopédiques (dont hanche et fémur : 887,Hernies : 568,Endoscopies digestives avec ou sans anesthésie : 2934,Endoscopies digestives thérapeutiques et anesthésie : sé : 1444,Cathéthérismes diagnostiques vasculaires et coronariens : 859,Cathétérismes thérapeutiques vasculaires et coronariens : 388,Affections nerfs crâniens / moëlle : 217,,,,,,"        63,1","        15,1","        33,9",          11,,"      341,87","       44,99","      275,09",,"       10,25","       11,54",,"         4,6",,"         5,3",,         100,,"         0,4",,"        13,8",,           3,,"        69,8",,"        35,9",,"       -27,8",,"       -14,7",,"        34,1",,"        74,3","       0,814","       0,897","       0,449",                                      .z,                                      .z,                                      .z,                                      .z,,,      385784,,,"       35,33","       61,92","       106,5",,,82,66 ± 3,18% ± 8%,99% ± 2%,78% ± 9%,81% ± 4%,52% ± 13%,A,,,,,      106809,"    107359,5","        25,3","         0,2",,                                      .z,                                      .z,                                      .z
250000452,CHIC DE HAUTE-COMTÉ,DGF,TAA,CH,T2,M2,C2,O3,"         7,3","        0,75","        5,82",                                      .z,                                      .z,"        48,2","        81,6","        66,4","        51,9",          98,,           5,,           6,          55,           9,          33,           1,        6519,        3140,        1365,        1464,        1616,         235,         829,           0,           0,         354,        1192,        4254,       17512,        1562,         114,           1,           1,,,,           8,           2,     6632071,,    74452620,,    34546622,,     6415259,,      357187,,     2829186,,     7492808,,    67389490,,    48817027,,    -2713115,,    -3072462,,     4314828,,   119902046,,    58276115,,     1186469,,     6196886,,    -5010416,,           1,,Chirurgie du sein : 8,Cataracte : 75,Arthroscopie du genou : 192,Hernie enfant : 3,RTU prostate : 75,Hernie adulte y compris cœlioscopie : 230,"Chirurgies main, poignet : 420",Chirurgies majeures orthopédiques (dont hanche et fémur : 367,"Chirurgies transurétrales, autres : 220",Trauma crâniens : 235,"Amygdalectomies, VG, drains transT : 367",affections médicales du nouveau né : 1198,Autres gastroentérites et maladies diverses du tube dige : 371,Infections respiratoires : 419,Cardiologie autres : 342,Endoscopies digestives avec ou sans anesthésie : 460,,,,,,"       67,14","       34,71","         7,9",           7,"         3,6","      768,61","       94,83","      521,16","        6,86","        28,9","      116,86","         9,5",,"         5,3",,"        45,9",,"        13,5",,"        57,2",,          14,,"        59,4",,"        23,5",,"        33,6",,"         6,4",,"       109,8",,          70,,"       0,984","       0,932","       1,006","        24,9","         8,8","        17,5","        20,7",      683719,,      151679,"       16,28","       57,72","       33,98","       61,82","        81,6",,"         5,5",77,70 ± 4,35% ± 10%,80% ± 9%,51% ± 11%,85% ± 3%,43% ± 13%,C,,,,          49,"     17261,3","    115448,9","        28,5","         1,5","         5,7",,,"         1,2"
250011723,CLINIQUE DE MONTBÉLIARD,OQN,TAA,CLI,T1,M1,C2,O1,          13,"        0,04","        0,76",                                      .z,                                      .z,           0,,"        46,9","        55,9",,,,,,          65,           8,          19,,        1668,        2590,         854,        2798,        2193,         129,           0,           0,           0,           0,         729,        4330,,        3506,          35,,,,,,           6,           1,      878210,,,,,     9684336,,       15000,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 44,Cataracte : 504,Arthroscopie du genou : 79,Hernie enfant : 6,RTU prostate : 19,Hernie adulte y compris cœlioscopie : 240,actes ORL et stomato divers : 500,Cataractes : 505,Chirurgies majeures orthopédiques (dont hanche et fémur : 447,"Amygdalectomies, VG, drains transT : 532",Hernies : 287,Endoscopies digestives avec ou sans anesthésie : 1520,Endoscopies digestives thérapeutiques et anesthésie : sé : 880,"Affections respiratoires, autres : 4",affections médicales du nouveau né : 698,Autres gastroentérites et maladies diverses du tube dige : 244,,,,,,"       24,57","         5,8","        11,6",           5,           1,"      120,39","       17,23","       97,56",,"         3,6",           2,,,,,,,,,,,,,,,,,,,,,,,,,"       0,822","       1,008","       1,047",                                      .z,                                      .z,                                      .z,                                      .z,,,      256944,"       11,52","       68,99","       45,85","       67,01","       124,6",,,67,59 ± 3,10% ± 7%,100% ± 0%,83% ± 8%,75% ± 2%,N. Conc.,C,,,,          59,"     64206,8","     96924,3","        25,8","         0,3","        11,3",                                      .z,                                      .z,                                      .z
250011848,POLYCLINIQUE DE FRANCHE COMTE,OQN,TAA,CLI,T3,M2,C3,O4,"         8,6","        0,09","        1,53",                                      .z,                                      .z,           0,         125,"        66,6",          53,           6,,          10,,           8,          90,          13,          63,,        3204,        4955,        2516,        3609,        3689,         196,        1741,           0,           0,           7,        2281,        9248,,        4259,          45,           1,           1,,,,          11,           2,,,,,,    22248691,,      534891,,           0,,      444717,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 188,Cataracte : 977,Arthroscopie du genou : 160,Hernie enfant : 0,RTU prostate : 83,Hernie adulte y compris cœlioscopie : 384,Cataractes : 978,Chirurgies rectum/anus (hors résections) : 710,Chirurgies majeures orthopédiques (dont hanche et fémur : 468,Autres chirurgies gynécologiques autres que le sein : 583,Chirurgies utérus / annexes : 605,Endoscopies digestives avec ou sans anesthésie : 2234,affections médicales du nouveau né : 2281,Endoscopies digestives thérapeutiques et anesthésie : sé : 1026,"Endoscopies génito-urinaires, avec ou sans anesthésie : 244","Autres affections reins, voies urinaires : 79",,,,,,"       52,06","        16,4",          16,          10,           8,"      339,69","       30,13","       287,4",,           5,"       17,16",,,,,,,,,,,,,,,,,,,,,,,,,"       0,842","       0,955","       1,038",                                      .z,                                      .z,                                      .z,                                      .z,,,      301285,"       20,78","       87,05","       43,32","       63,78","       138,5",,,75,72 ± 4,39% ± 11%,95% ± 5%,91% ± 6%,67% ± 4%,28% ± 11%,B,A,,B,          58,"     66401,8","    150276,7","        22,1","         0,4","         3,9",                                      .z,                                      .z,                                      .z
260000021,CH DE VALENCE,DGF,TAA,CH,T3,M4,C3,O4,"        13,2","        2,11","         9,5",                                      .z,                                      .z,"        44,7","        84,1","        87,1",          68,         296,          11,           4,          12,          31,         127,          18,          46,,       16307,        6623,        2533,        4984,        3380,         740,        6653,           0,           0,        1982,        2146,        9486,       47189,        3146,         152,           2,           2,           1,           1,,          10,           2,    25017176,,   162422323,,   117152664,,    11266764,,     1167988,,      583870,,     3735681,,   153934811,,   140778033,,    -1142863,,    -1151009,,     6033439,,   169537495,,    95319044,,    23685873,,    23225847,,      460026,,           1,,Chirurgie du sein : 135,Cataracte : 1533,Arthroscopie du genou : 238,Hernie enfant : 132,RTU prostate : 72,Hernie adulte y compris cœlioscopie : 122,Cataractes : 1525,Chirurgies majeures orthopédiques (dont hanche et fémur : 433,Hernies : 479,Chirurgie inter spécialités : 317,Greffes peau / parages hors brûlures : 388,affections médicales du nouveau né : 2183,"'Injections de toxine botulique, en ambulatoire : 1098",Cathéthérismes diagnostiques vasculaires et coronariens : 849,Signes et symptômes : 837,Cathétérismes thérapeutiques vasculaires et coronariens : 789,,,,,,"      199,53",         126,"       27,03","        15,6","        10,5","     1939,83","      281,57","     1294,13","       11,15","      125,03","      227,95","         5,2",,"         3,6",,"        16,7",,"        15,8",,          60,,"         5,9",,"        69,2",,"        25,3",,"        55,1",,"        56,2",,"       128,9",,"        25,5",,"       1,054","       1,096","        0,94","        25,6","        10,3","        16,2","        16,9",      587258,,      296530,"       21,16","       63,71","       33,79","       64,25","        85,4","        10,2",,95,74 ± 4,54% ± 11%,71% ± 10%,60% ± 11%,75% ± 4%,70% ± 12%,C,B,A,C,          41,       21509,"     80412,8",          26,"         1,4",           4,,,"         0,1"
260000047,CH MONTELIMAR,DGF,TAA,CH,T3,M3,C3,O4,"        12,1","        0,78","        8,79",                                      .z,                                      .z,"        44,4","        76,7","        88,1",          65,         159,           6,           2,           8,          20,          66,           8,          38,,        9440,        3237,        2018,        2718,        1392,         649,        4373,       14207,           0,        1063,        1648,        4487,       28036,        2001,         124,           1,           1,,,,           5,           2,    12243048,,    92314372,,    62057622,,     4229820,,      418983,,       96122,,     4515131,,    86137821,,    69357716,,     -311001,,     -181209,,     4408016,,   118839335,,    55695181,,    26624813,,    14450520,,    12174293,,           1,,Chirurgie du sein : 62,Cataracte : 485,Arthroscopie du genou : 101,Hernie enfant : 2,RTU prostate : 42,Hernie adulte y compris cœlioscopie : 156,Chirurgies majeures orthopédiques (dont hanche et fémur : 341,Cataractes : 485,Intervention  peau et tissu sous-cutané : 239,Hernies : 236,Traumatismes du bassin et des membres : 224,affections médicales du nouveau né : 1700,Endoscopies digestives avec ou sans anesthésie : 479,Infections respiratoires : 545,Autres gastroentérites et maladies diverses du tube dige : 490,"Névroses, psychoses et autres troubles mentaux : 436",,,,,,"       100,3","       56,65","        15,2","         6,3","        8,85","     1039,65","      132,75","      693,92","       18,08","       61,05","      133,85","         6,7",,"         4,6",,"      -457,3",,"        12,6",,"        51,8",,"        10,5",,"        71,7",,"        31,1",,"        61,2",,"       112,8",,"       155,2",,"        26,5",,"       1,009","         1,1","       0,932","        24,6","         9,5","        16,5","        20,2",      762807,,      287722,"       20,45","       57,13","       30,07","       54,16","        79,1","        21,7",,66,72 ± 4,61% ± 11%,91% ± 6%,60% ± 11%,64% ± 4%,80% ± 10%,A,,,,          41,"     16256,7",       71330,"        29,1","         2,5","         3,6",,,"         5,6"
260000054,CH CREST,DGF,TAA,CH,T1,M1,C1,O0,"        14,7","         0,7","        8,93",                                      .z,                                      .z,"        21,7","        93,9",          28,,          29,,,,           1,          21,           2,,,        1183,         325,           1,         338,         213,          90,          65,           0,           0,           8,           0,         414,        6559,         324,          75,,,,,,           2,,,,    25814590,,    16575268,,     2695389,,           0,,     2143720,,           0,,    23179978,,     9976844,,     -175536,,     -202042,,     2434788,,    19538892,,     5485296,,     5424823,,     6860343,,    -1435520,,           1,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 10,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,actes ORL et stomato divers : 24,"Chirurgies main, poignet : 41",Ablations matériel : 35,Greffes peau / parages hors brûlures : 33,Cataractes : 0,Soins palliatifs : 103,Endoscopies digestives avec ou sans anesthésie : 95,Infections respiratoires : 90,"Cardiopathies, valvulopathies : 65",Signes et symptômes : 72,,,,,,"       17,15","        10,8","        1,55",           2,,"      209,59","        31,2","      133,74","         2,9","        9,95","        31,8","        10,2",,"         8,8",,"        91,1",,"         2,3",,"        32,7",,"        16,2",,"        73,7",,"        51,6",,         108,,"        85,4",,"        68,4",,          16,,"       1,155","       1,177","       0,382","        15,4","         3,5","        12,1","        17,2",,,       56636,,,"       39,59","       83,93","        48,4","         9,2",,90,81 ± 4,36% ± 11%,79% ± 9%,98% ± 3%,71% ± 4%,N. Conc.,A,,,,           0,"      9458,7","     54771,6","        16,5","         0,5",,,,           0
260000104,CH DE DIE,DGF,TAA,CH,T1,M1,C1,O1,"         8,1","        0,33","        9,72",                                      .z,                                      .z,"        53,6","        74,4","        34,7",          49,          27,,,,,          16,,           4,,         968,         315,         148,         174,         151,          51,          99,           0,           0,           5,         125,         384,        6780,         125,          80,,,,,,           2,,,,    17114957,,     7361097,,,,           0,,,,      576852,,    16868089,,,,     -791197,,     -750863,,      -50142,,    19529800,,     8231319,,    -1516578,,      431709,,    -1948288,,           1,,Chirurgie du sein : 3,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 26,Chirurgie inter spécialités : 15,Traumatismes du bassin et des membres : 56,Intervention  peau et tissu sous-cutané : 9,"Chirurgies main, poignet : 16",Trauma crâniens : 6,affections médicales du nouveau né : 132,Infections respiratoires : 79,Cardiologie autres : 45,Maladies osseuses et arthropathies : 33,"Infections reins et voies urinaires, lithiases : 50",,,,,,"        21,4","         5,6","         2,9",           3,"         2,5","      172,22","       20,75","      112,92","         1,2","       10,05","        27,3","         1,4",,"        -0,3",,,,,,"        54,8",,"         4,1",,"        77,9",,"        33,9",,"         9,3",,"       -32,8",,"        80,2",,"        33,9",,"       1,319","       1,414","       1,126",,,,,,,       50710,          12,"       50,91","       32,84","       49,23",,,"         4,8",83,69 ± 4,39% ± 11%,59% ± 11%,8% ± 6%,93% ± 3%,N. Conc.,A,,,,          19,"      5575,8",       25359,"        26,4","         0,7","         1,6",,,
