finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5
230780041,CH GUERET,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,"        1,25","       10,56",                                      .z,                                      .z,"        56,7","        81,9",          82,"        55,4","         8,9",,           8,,"        69,7",,"         3,3",,"        38,3",,"         3,3",,"        81,1",,"        50,3",,          19,,"        95,4",,"       102,1",,"        61,7",,"       1,153","       1,253","       1,039","        27,3",           9,"        14,5","        21,7",     1261881,,      203543,"       19,36","       63,49","       18,54","       38,52","        81,7","         4,8",,          27,"      9746,4","     71904,7","        13,1","         1,9","         3,5",,,"         0,3",92,80 ± 3,61% ± 11%,49% ± 11%,38% ± 11%,57 ± 3,,,,,,         195,           8,           4,           8,           5,          62,           3,          20,           1,        7811,        2368,         882,        1672,         539,         214,        1235,        3024,           0,         408,         625,        2289,        9792,        1474,         116,Chirurgie du sein : 18,Cataracte : 101,Arthroscopie du genou : 92,Hernie enfant : 2,RTU prostate : 2,Hernie adulte y compris cœlioscopie : 55,affections médicales du nouveau né : 642,"Cardiopathies, valvulopathies : 452",Infections respiratoires : 436,Cardiologie autres : 324,Symptômes digestifs : 415,Chirurgies majeures orthopédiques (dont hanche et fémur : 303,Traumatismes du bassin et des membres : 217,Intervention  peau et tissu sous-cutané : 112,Cataractes : 101,actes ORL et stomato divers : 124,           1,,,,,           4,           2,    18966070,,    67646747,,    48667753,,     7059331,,           0,,     2956528,,     1886739,,    61656189,,    53036738,,     -204162,,     -257310,,     5542513,,    55134539,,    18094841,,    16116730,,     3205014,,    12911716,,           1,,"       76,06","       46,09","        8,57",           7,"         5,1","      847,52","      101,06","      592,08",           3,"       50,81","      100,57",,,,,
230780058,CH AUBUSSON,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        1,31","       21,64",                                      .z,                                      .z,           0,"        81,6",,,"         7,5",,"         6,6",,"        98,3",,           0,,           0,,"         2,6",,          70,,"        77,6",,"        44,8",,"       188,7",,"       135,5",,"         9,8",,"       1,325","       1,507",,"        42,6","         9,6",,"        17,6",,,,,,"        6,67",,,,"         5,8",,,,"        24,7",,,,,"         5,2",63,69 ± 4,26% ± 10%,99% ± 2%,1% ± 2%,N. Conc.,,,,,,          20,,,,,,,,,         512,          14,           0,           9,           1,           0,           0,           0,           0,          11,           0,           0,,           9,          34,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Infections respiratoires : 51,Cardiologie autres : 8,Signes et symptômes : 47,"Cardiopathies, valvulopathies : 71",Toxicomanies et alcoolisme : 4,Cataractes : 0,Traumatismes du bassin et des membres : 4,Intervention  peau et tissu sous-cutané : 2,"Occlusions, sub-occlusions digestives : 4","Chirurgies main, poignet : 0",,,,,,,,,,    12099476,,     1862200,,      129787,,           0,,       66463,,     1952226,,    11197162,,     2033968,,      274780,,       77393,,      941152,,     9372118,,           0,,     5787410,,     1373852,,     4413559,,           1,,"         5,9","         4,9",,,,"      222,53",          19,"      178,53",           1,           3,          21,,,,,
230780066,CH BOURGANEUF,DGF,TAA,CH,T1,M1,C1,,                                      .c,"        1,52","       34,72",                                      .z,                                      .z,"         0,1","        66,4",,,"         6,6",,"         5,9",,"        90,9",,"         1,4",,"        12,1",,"         2,4",,"        73,4",,"        56,7",,"        42,3",,"       139,2",,"        95,2",,          34,,"       0,962","       0,844",,"        20,5","         4,5","        11,1","        36,2",      430454,,,,,"        7,69",,,           0,,,,,"        27,3",,,,,"         3,7",89,77 ± 3,79% ± 9%,74% ± 10%,3% ± 3%,N. Conc.,,,,,,          26,,,,,,,,,         683,          24,           0,          14,           2,           0,           0,           0,           0,           0,           0,           3,,          25,          42,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Infections respiratoires : 62,Signes et symptômes : 49,"Cardiopathies, valvulopathies : 108",Troubles mentaux d'origine organique et retards mentaux : 30,Maladies osseuses et arthropathies : 20,"Occlusions, sub-occlusions digestives : 8",Intervention  peau et tissu sous-cutané : 2,Traumatismes du bassin et des membres : 7,Trauma crâniens : 1,"Bronchites, bronchiolites et asthme : 4",,,,,,,,     1721817,,    13932277,,     3968378,,     1365405,,           0,,     1244207,,     1981857,,    13014176,,     2615918,,      170361,,       57191,,      940804,,    11170335,,     1273760,,     4961538,,     1509178,,     3452360,,"      0,9823",,"         9,2","         6,2",,,,"      255,72","       23,14","      193,96","        0,91","       10,71",          27,,,,,
230780082,CENTRE MÉDICAL NATIONAL STE FEYRE,DGF,TAA,EBNL,T1,M1,C1,,                                      .c,"        0,93","        7,78",                                      .z,                                      .z,           0,         102,,,"         5,2",,"         5,3",,"        98,2",,           0,,"         0,3",,"         5,7",,"        69,5",,,,"       -16,2",,"        50,1",,"       114,6",,"        62,3",,"       1,156","       1,676",,"        30,1","         7,4","         2,5","        31,3",,,,,,"       64,58",,,,"         3,3",,,,"        17,5",,,,,           0,86,83 ± 4,34% ± 11%,86% ± 8%,33% ± 10%,N. Conc.,,,,,,          34,,,,           8,,,,,        1788,          17,           0,         324,          31,           0,         322,           0,           0,         101,           0,          10,,         557,          11,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Explorations nocturnes et apparentées : 661,Infections respiratoires : 285,"Bronchites, bronchiolites et asthme : 90",Embolies pulmonaires et détresses respiratoires : 260,Signes et symptômes : 102,Mise en place d'accès vasculaire : 31,"Bronchites, bronchiolites et asthme : 4",Chirurgies thoraciques majeures : 10,Traumatismes du bassin et des membres : 0,,,,,,,,,     2649058,,    22626340,,     6919434,,      991239,,           0,,      495869,,    10076825,,    21455607,,     7141688,,       88345,,        7339,,     1216784,,    18381536,,       47175,,     2945512,,     -949599,,     3895112,,"      1,0145",,"        14,3","        12,3",,,,"      262,05","       34,55","       142,3","         5,4","         8,3","        71,5",,,,,
230780157,CLINIQUE DE LA MARCHE,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"        0,13","        1,92",                                      .z,                                      .z,           0,"       158,9","        44,7",,,"         4,6",,"         3,3",,         100,,"         2,4",,"        40,6",,,,"        82,9",,,,          43,,"        43,6",,"        23,7",,"        46,3","       0,784","        1,06",,                                      .z,                                      .z,                                      .z,                                      .z,,,      212425,,,"       42,42","       59,62","        79,2",,,,"     73831,3","     87250,6","        17,5","         0,5",,                                      .z,                                      .z,                                      .z,84,78 ± 4,43% ± 11%,56% ± 11%,60% ± 11%,79 ± 4,,,,,,          12,,           2,,           3,          51,           6,,,        2288,        1420,           0,        1184,        1046,           0,         986,           0,           0,           0,           0,        2361,,        2542,          71,Chirurgie du sein : 5,Cataracte : 287,Arthroscopie du genou : 166,Hernie enfant : 0,RTU prostate : 40,Hernie adulte y compris cœlioscopie : 129,Endoscopies digestives avec ou sans anesthésie : 577,Endoscopies digestives thérapeutiques et anesthésie : sé : 555,Symptômes digestifs : 142,"Cardiopathies, valvulopathies : 66",Affections Cavité buccale et dents : 87,Cataractes : 287,Chirurgies majeures orthopédiques (dont hanche et fémur : 250,"Arthroscopies, Biopsies ostéo-articulaires : 169","Chirurgies main, poignet : 200",Greffes peau / parages hors brûlures : 156,,,,,,           4,,     1534908,,,     8647184,,     7428132,,       78390,,           0,,       13987,,,,     8253139,,                                      .z,,      164474,,                                      .z,,      291996,,     2957551,,      688321,,      986188,,      972629,,       13557,,"      1,0219","       22,84","        10,6","         7,2",           2,,"       83,08","        11,1","       69,12",,"        0,86",           2,,,,,
230780199,CLINIQUE CROIX BLANCHE AUBUSSON,DGF,TAA,EBNL,T1,M1,C1,,                                      .c,"        0,15","        7,14",                                      .z,                                      .z,           0,,"        37,7",,"        -5,1",,"        -3,4",,,,,,"        29,4",,"         2,4",,"        83,1",,"        78,3",,"       -12,7",,"        11,8",,"       104,4",,"        86,7",,"       0,892","       1,284","       1,282","        19,2","        13,5","        39,4","         7,1",,,       72328,,,           0,           0,,"         2,5",,,"     23007,6","     79732,5",          13,"         0,3",,,,           0,92,80 ± 4,80% ± 9%,80% ± 9%,45% ± 11%,61 ± 3,,,,,,           2,,,,,          46,,,,         618,         677,           1,           6,           0,           0,           0,           0,           0,           0,           0,         549,        3366,         319,          67,Chirurgie du sein : 7,Cataracte : 0,Arthroscopie du genou : 2,Hernie enfant : 0,RTU prostate : 9,Hernie adulte y compris cœlioscopie : 27,Endoscopies digestives thérapeutiques et anesthésie : sé : 65,Endoscopies digestives avec ou sans anesthésie : 0,Cardiologie autres : 9,Symptômes digestifs : 26,Infections respiratoires : 20,Cataractes : 0,Chirurgies majeures orthopédiques (dont hanche et fémur : 127,Chirurgie du membre supérieur (hors prothèses) : 45,"Chirurgie Fractures, entorses, luxations, tractions : 1",Intervention  peau et tissu sous-cutané : 23,,,,,,           3,,,,     6154385,,     4986933,,     1053680,,           0,,      915750,,           0,,     6466094,,     5447784,,     -636195,,     -636195,,     -216217,,     2585122,,      337137,,      209448,,     -225128,,      434576,,"        1,05",,"       10,55","         4,9",           2,           2,,"        64,2","       11,86","       46,48",,,"        5,86",,,,,
240000059,CH BERGERAC,DGF,TAA,CH,T2,M2,C2,O3,                                      .c,"        1,17","        5,93",                                      .z,                                      .z,"        55,9","        87,9",          67,"        55,9","         6,4",,"         4,7",,"        37,6",,"         8,9",,"        57,4",,"        20,1",,"        80,9",,"        46,1",,"        52,4",,"        59,8",,         141,,"        22,8",,"       0,891","       1,098","       0,866","        25,7","         6,5","        18,2","        23,8",      582007,,      128712,"        21,2","       71,71","       15,36","       45,19","        15,5",,"         2,6",          49,"     10281,7","     95544,9","        29,6","         0,7","         4,1",,,"         1,4",92,61 ± 4,44% ± 11%,31% ± 10%,53% ± 11%,64 ± 3,,,,,,          94,,          11,,          10,          49,          10,          24,,        7130,        1873,        1250,         942,         340,         560,         485,           0,           0,          67,        1014,        2001,       17007,        1070,         100,Chirurgie du sein : 2,Cataracte : 0,Arthroscopie du genou : 18,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 53,affections médicales du nouveau né : 1022,"Cardiopathies, valvulopathies : 335",Infections respiratoires : 406,Cardiologie autres : 228,Endoscopies digestives avec ou sans anesthésie : 232,Chirurgies majeures orthopédiques (dont hanche et fémur : 268,Trauma crâniens : 159,Traumatismes du bassin et des membres : 188,Chirurgie du membre supérieur (hors prothèses) : 137,"Chirurgies main, poignet : 76",           1,,,,,           5,           1,     7973502,,    46153705,,    31961730,,     4593732,,           0,,     1241360,,           0,,    43216652,,    39575900,,     -181607,,     -115347,,     2244903,,    41279186,,    20091247,,     7076098,,     6205401,,      870696,,"      0,9583",,"       62,66","       36,96","         5,1","         8,7",           4,"      617,99","       76,83","      434,13","         3,5","       35,54","       67,99",,,,,
240000083,CH MONTPON,DGF,TAA,CH,T1,M1,,,                                      .c,,,                                      .z,                                      .z,,,,,"         7,6",,"         7,8",,"        97,8",,"         0,1",,"         1,5",,"         6,2",,"        77,8",,"        51,8",,"         1,2",,"        48,4",,"       128,6",,"        66,8",,,,,,,,"        25,6",,,,,,,,,,,,,,"         9,7",,,,,"         0,4",,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,Toxicomanies et alcoolisme : 0,,,,,,,,,,,,,,,,,,,    42316547,,,,           0,,,,,,    39358129,,    39080642,,           0,,     1208580,,     1203629,,     3362746,,    31311240,,      438783,,     5182187,,      132946,,     5049241,,,,"       26,12","         8,6","        0,03",,,"       732,9",          74,"      503,02","        41,9",           6,"      107,98",,,,,
240000117,CH PERIGUEUX,DGF,TAA,CH,T3,M3,C3,O4,                                      .c,"        1,19","       10,42",                                      .z,                                      .z,"        56,5","        81,1","       102,7","        73,9","        12,9",,"        11,1",,"        88,2",,           4,,"        47,7",,"        23,7",,"        80,6",,"        29,4",,"        47,5",,"        88,2",,"       119,5",,"        44,1",,"       0,997","        1,09","        1,07","        26,1","         7,3","        12,6","        19,6",     1050757,,      166973,"        17,9","       79,27","       32,32","       71,73","        85,7",,"         4,1",          52,"     12928,1","     81664,2","        24,4","         2,1","         4,6",,,"         0,2",89,60 ± 3,24% ± 9%,74% ± 10%,15% ± 8%,77 ± 2,,,,,,         315,          20,,          11,          27,          98,          12,          42,           2,       15881,        4739,        2192,        3958,        2263,         748,        1171,           0,           0,        1147,        1804,        5833,       21776,        2849,         134,Chirurgie du sein : 40,Cataracte : 362,Arthroscopie du genou : 60,Hernie enfant : 4,RTU prostate : 65,Hernie adulte y compris cœlioscopie : 250,affections médicales du nouveau né : 1838,"Cardiopathies, valvulopathies : 821",Infections respiratoires : 773,Signes et symptômes : 545,AVC : 570,Trauma crâniens : 497,Chirurgies majeures orthopédiques (dont hanche et fémur : 345,Stimulateurs / défibrillateurs cardiaques : 326,Cataractes : 363,"Amygdalectomies, VG, drains transT : 234",           1,           1,,           1,,          11,           2,    25533388,,   163565448,,   100189776,,    18260291,,           0,,     8554956,,    15259473,,   142419209,,   104626998,,     1835279,,      188169,,    19183951,,   172052686,,    76297348,,    34425867,,    18550400,,    15875466,,"      0,9856",,"       125,1","        70,4","        16,7","        11,8","         6,2","     2201,38","      200,95","     1639,18","       11,96","       80,88","      268,41",,,,,
240000190,POLYCLINIQUE FRANCHEVILLE,OQN,TAA,CLI,T2,M2,C3,,                                      .c,"        0,37","        3,53",                                      .z,                                      .z,"        26,7",         133,"        63,5",,,,,,,,,,,,,,,,,,,,,,,,,,"       0,888","       0,984","       1,086",                                      .z,                                      .z,                                      .z,                                      .z,,,      270427,,,"       39,31","        61,5","       144,1",,,           0,"    122835,2","    106112,1","        26,7",,,                                      .z,                                      .z,                                      .z,94,67 ± 3,26% ± 10%,91% ± 6%,100% ± 0%,78 ± 2,,,,,,          25,,           8,,           5,         113,          10,,,        2411,        4896,           7,        3121,        3163,          89,        6861,           0,           0,         217,           0,        6733,        7205,        3206,          83,Chirurgie du sein : 107,Cataracte : 890,Arthroscopie du genou : 192,Hernie enfant : 8,RTU prostate : 242,Hernie adulte y compris cœlioscopie : 246,Endoscopies digestives avec ou sans anesthésie : 1360,Endoscopies digestives thérapeutiques et anesthésie : sé : 441,"Autres affections reins, voies urinaires : 316","Infections reins et voies urinaires, lithiases : 289",Soins palliatifs : 148,Cataractes : 892,actes ORL et stomato divers : 698,"Chirurgies main, poignet : 270","Chirurgies transurétrales, autres : 408",Ligatures veines : 412,           1,           1,,,,           8,,     4719407,,,,,    25523878,,      683885,,       21000,,       58216,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      1,0043","        40,3","        15,1","        14,6",           5,"         2,2","      305,67","       42,03","      229,28","        1,37","        6,09","        26,9",,,,,
240000208,CLINIQUE PASTEUR,OQN,TAA,CLI,T2,M1,C3,,                                      .c,"        0,01","        3,06",                                      .z,                                      .z,           0,,"        51,8",,,"         6,2",,"         4,6",,         100,,"         0,8",,"        17,2",,,,"        76,6",,          45,,"        -7,2",,"         5,6",,"        37,6",,"        61,1","       0,752","       0,871","       1,038",                                      .z,                                      .z,                                      .z,                                      .z,,,      194909,,,"       51,21","       72,03","       109,6",,,,"    108641,5","    122250,7","        30,5",,,                                      .z,                                      .z,                                      .z,97,77 ± 3,24% ± 9%,85% ± 8%,86% ± 8%,91 ± 2,,,,,,,,           4,,,          66,          11,,,         963,        2527,           3,        2342,        2652,           1,           0,           0,           0,           0,           0,        4817,,        3237,          42,Chirurgie du sein : 80,Cataracte : 1076,Arthroscopie du genou : 209,Hernie enfant : 3,RTU prostate : 286,Hernie adulte y compris cœlioscopie : 202,Endoscopies digestives avec ou sans anesthésie : 1473,Endoscopies digestives thérapeutiques et anesthésie : sé : 632,Autres gastroentérites et maladies diverses du tube dige : 240,"Endoscopies génito-urinaires, avec ou sans anesthésie : 105","Autres affections reins, voies urinaires : 35",Cataractes : 1077,"Chirurgies main, poignet : 411",Chirurgies majeures orthopédiques (dont hanche et fémur : 266,"Chirurgies transurétrales, autres : 215",Hernies : 267,,,,,,           8,,     1023296,,,    13020515,,     9240003,,       27843,,           0,,           0,,      778398,,    12218416,,                                      .z,,      437388,,                                      .z,,      604082,,     5295239,,      502669,,      187065,,     -239994,,      427059,,           1,"        18,2","         3,7","         9,2",           4,,"      121,78","       14,84","      103,54","         0,4",           1,           2,,,,,
240000216,CLINIQUE DU PARC,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"         0,2","         1,1",                                      .z,                                      .z,           0,,"        59,3",,,"        11,1",,"        10,5",,         100,,"         1,2",,"        44,5",,,,          81,,"        77,1",,"       -33,5",,"        46,4",,"        37,2",,"        55,8","       0,746","       0,926",,                                      .z,                                      .z,                                      .z,                                      .z,,,      231265,,,"       56,47","       84,76","       184,9",,,,       75938,"    110758,1",,"         0,7",,                                      .z,                                      .z,                                      .z,89,89 ± 3,60% ± 11%,86% ± 8%,68% ± 10%,100 ± 0,,,,,,,,,,,          48,           6,,,         328,        1882,           0,        1922,        2441,           1,           0,           0,           0,           0,           0,        3796,,        2031,          20,Chirurgie du sein : 29,Cataracte : 1411,Arthroscopie du genou : 74,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Endoscopies digestives avec ou sans anesthésie : 1372,Endoscopies digestives thérapeutiques et anesthésie : sé : 381,"'Injections de toxine botulique, en ambulatoire : 81",Autres gastroentérites et maladies diverses du tube dige : 42,Maladies osseuses et arthropathies : 125,Cataractes : 1411,Chirurgies majeures orthopédiques (dont hanche et fémur : 535,Chirurgies rachis/moelle : 486,actes ORL et stomato divers : 401,"Chirurgies main, poignet : 356",,,,,,           6,,        8655,,,     7046758,,     7491906,,           0,,           0,,           0,,,,     6267850,,                                      .z,,      452298,,                                      .z,,      774483,,     3655732,,      892805,,      796354,,     -575453,,     1371806,,"      0,9895",          16,"         2,4","         9,1",           3,,"       79,32","         9,6","       60,85",,           1,"        7,87",,,,,
240000448,CH JEAN LECLAIRE,DGF,TAA,CH,T1,M2,C2,O2,                                      .c,"         0,7","        8,89",                                      .z,                                      .z,"        65,6","        78,7","        64,3","        39,1","         4,3",,"         3,2",,"        12,8",,"         2,6",,"        36,1",,"         2,4",,"        80,3",,"        64,9",,"        35,4",,"         9,6",,"       196,8",,"       104,1",,"        0,88","       0,917","       0,955","        27,5","         7,4","        20,7","        27,2",,,      116099,"       22,57","       48,47","       29,54","        52,2","        48,9","        13,1",,          33,"     15886,6","     78104,3","        22,2","         1,1","         3,5",,,"         3,1",82,70 ± 3,56% ± 11%,80% ± 9%,29% ± 10%,71 ± 3,,,,,,          68,,           8,,,          30,           5,          15,,        3567,        1283,         521,         510,         538,         259,           0,           0,           0,          33,         381,        1489,        8879,         419,          97,Chirurgie du sein : 0,Cataracte : 31,Arthroscopie du genou : 20,Hernie enfant : 3,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 74,affections médicales du nouveau né : 372,Infections respiratoires : 328,"Cardiopathies, valvulopathies : 146",Endoscopies digestives avec ou sans anesthésie : 152,Cardiologie autres : 246,Cataractes : 31,Chirurgies majeures orthopédiques (dont hanche et fémur : 155,Chirurgie du membre supérieur (hors prothèses) : 120,Chirurgies utérus / annexes : 71,Traumatismes du bassin et des membres : 101,           1,,,,,           4,           1,,,    35391280,,    19608019,,     3223635,,           0,,     1343657,,     6560903,,    33884824,,    22695206,,     -109324,,     -169949,,     1152879,,    15711023,,     3026671,,      891763,,     3286450,,    -2394687,,"      1,0149",,"       34,66","        17,7","         4,4","         3,6","         2,6",         528,"        63,4","       376,7",           2,"        14,8","        71,1",,,,,
240006734,CENTRE D'HEMODIALYSE FRANCHEVILLE,OQN,TAA,CLI,,,,,                                      .c,,,                                      .z,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,,,,,,,,,,,,,,,,,,,,,,,     6741776,,           0,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      1,0036",,,,,,,,,,,,,,,,
250000015,CHU BESANCON,DGF,TAA,CHR,T4,M4,C5,O4,                                      .c,"        5,92","        7,85",,,"        20,9","        77,8","        76,6","        55,2","         6,5",,"         5,2",,"        65,5",,"         7,5",,"        64,3",,"        18,3",,"        74,6",,"        57,6",,"        17,5",,"        27,4",,"       181,8",,"        60,6",,"       1,044","       1,192","       1,161",          27,           6,"        17,5","        13,9",      736552,,      235068,"       13,44","       74,47","       16,55","       44,54","       150,4",          19,,          30,"     14603,5",       94317,"        16,9","         1,7","         7,9",,,           0,94,84 ± 3,45% ± 11%,78% ± 9%,28% ± 10%,82 ± 2,,,,,,         609,          92,          20,          44,          76,         424,           9,          79,          15,       28636,       14856,        2854,       10953,        2973,         936,       13729,       27539,       10437,        4632,        2277,       16197,       43211,        5176,         204,Chirurgie du sein : 209,Cataracte : 1037,Arthroscopie du genou : 96,Hernie enfant : 194,RTU prostate : 73,Hernie adulte y compris cœlioscopie : 140,affections médicales du nouveau né : 2408,Signes et symptômes : 2072,"Autres Maladies immunitaires, du Sang, des Organes hémat : 874",Infections respiratoires : 1070,Cathétérismes thérapeutiques vasculaires et coronariens : 860,Cataractes : 1018,Chirurgies rachis/moelle : 621,Chirurgie inter spécialités : 650,Traumatismes du bassin et des membres : 714,"Chirurgies main, poignet : 653",           4,           2,           1,           2,,          31,           3,    79105632,,   391580149,,   299587605,,    59137627,,    27279168,,    15076683,,     7383391,,   365949077,,   334366102,,    -3543003,,    -3821395,,    20753327,,   291885604,,   155107420,,    27457977,,    17575561,,     9882417,,"      0,9842",,"       413,8","       206,8","        56,7",          50,"         8,6","     4333,51","      577,41","     2814,72","       25,81","      322,83","      592,74",,,,,
250000270,CLINIQUE SAINT-VINCENT,OQN,TAA,CLI,T3,M2,C4,,                                      .c,"        0,49","        3,46",                                      .z,                                      .z,"         0,9","        93,4","        57,9",,,,,,,,,,,,,,,,,,,,,,,,,,"       0,881","       0,893",,                                      .z,                                      .z,                                      .z,                                      .z,,,      343520,,,"        31,5","       55,13","        92,4",,,,"    101187,9","    105553,9","        24,4","         0,1",,                                      .z,                                      .z,                                      .z,78,56 ± 4,5% ± 5%,98% ± 3%,38% ± 11%,67 ± 3,,,,,,          48,           6,           8,,          15,         206,          20,,,        4593,        8716,           0,        5017,        4065,           2,        3800,           0,           0,          78,           0,       12467,,        6118,          60,Chirurgie du sein : 127,Cataracte : 1786,Arthroscopie du genou : 976,Hernie enfant : 0,RTU prostate : 283,Hernie adulte y compris cœlioscopie : 438,Endoscopies digestives avec ou sans anesthésie : 2859,Endoscopies digestives thérapeutiques et anesthésie : sé : 1517,Cathéthérismes diagnostiques vasculaires et coronariens : 791,Cathétérismes thérapeutiques vasculaires et coronariens : 368,Maladies osseuses et arthropathies : 372,Cataractes : 1791,Chirurgies rachis/moelle : 883,"Arthroscopies, Biopsies ostéo-articulaires : 929",Chirurgies majeures orthopédiques (dont hanche et fémur : 931,"Amygdalectomies, VG, drains transT : 952",           1,,,           1,,          14,,,,,,,    36608335,,      281948,,           0,,      121525,,        4878,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      0,9883","        68,3","        20,8","        33,1",          12,,"       355,2","        45,9","       287,6",,"        10,8","        10,9",,,,,
250000288,CLINIQUE SAINT PIERRE,OQN,TAA,CLI,,,,,                                      .c,,,                                      .z,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,81,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,,,,,,,,,,,,,,,,,,,,,,,      913840,,       18200,,           0,,           0,,     2496440,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,"        3,59",           2,,,,"       58,72","        7,29","       46,99",           1,"        1,44",           2,,,,,
