finess,zone,A1bis,A2bis,A3bis,A4bis,A5bis
750803454,11,           1,"         0,8","         1,4","         0,4",
750829053,11,,,,,
770016087,11,,,,,
770020055,11,,,,,
770020477,11,"         0,3",           0,,           0,
770110013,11,"         0,6","         0,4","         0,5","         0,3",
770110021,11,"         0,5","         0,4","         0,8","         0,2",
770110054,11,"         0,8","         0,5","         1,4","         0,2",
770110062,11,"         0,4","         0,3","         0,4","         0,2",
770110070,11,"         0,4","         0,3","         0,4","         0,2",
770130052,11,"         0,2",           0,,"         0,1",
770170017,11,"         0,9","         0,7","         1,5","         0,4",
770300010,11,"         0,3","         0,4","         0,6","         0,7",
770300135,11,"         0,3","         0,4",,"         0,4",
770300143,11,"         0,2","         0,6","         0,4","         0,6",
770300192,11,"         0,2","         0,2",           0,"         0,5",
770300275,11,"         0,2","         0,5","         0,2","         0,6",
770300283,11,"         0,3","         0,4",           0,"         0,8",
770700185,11,           1,"         0,9","         1,6","         0,4",
770790707,11,"         0,2","         0,4","         0,6","         0,6",
770813400,11,"         0,2","         0,4",,"         0,6",
780001236,11,"         1,5","         1,1","         2,4",           1,
780002697,11,"         0,4","         0,5","         0,5","         0,3",
780008298,11,           0,           0,,,
780017802,11,,,,,
780018727,11,"         0,1","         0,3","         0,3","         0,4",
780022737,11,"         0,2","         0,2",,"         0,1",
780110011,11,"         0,9","         0,6","         1,4","         0,6",
780110037,11,"         0,1",           0,,,
780110052,11,"         0,7","         0,4","         0,6","         0,4",
780110078,11,"         1,4","         0,9","         1,3","         0,5",
780150017,11,           0,,,,
780150033,11,,,,,
780150058,11,           0,           0,,,
780150066,11,"         0,2",           0,,           0,
780300075,11,"         0,2",           0,,,
780300125,11,"         0,2","         0,4",           0,"         0,6",
780300208,11,"         0,2","         0,4","         0,3","         0,8",
780300323,11,"         0,1","         0,7",           1,"         0,8",
780300364,11,"         0,7","         0,2",,"         0,9",
780300406,11,"         0,5","         0,7","         0,7","         0,7",
780300414,11,"         0,7","         0,8",,"         0,9",
780300422,11,"         0,6","         0,9","         0,6","         2,1",
780300455,11,"         0,3","         0,4",,"         1,1",
780630026,11,"         0,1",,,,
910002609,11,,,,,
910002773,11,"         1,7","         0,8","         1,9","         0,4",
910009349,11,,,,,
910015965,11,           0,           0,,,
910019447,11,"         0,5","         0,5","         0,8","         0,3",
910019454,11,"         0,2",           0,           0,           0,
910100015,11,"         0,1",           0,,,
910100023,11,"         0,1",           0,,,
910110014,11,"         0,4","         0,3","         0,7","         0,2",
910110055,11,"         0,8","         0,7","         1,3","         0,4",
910110063,11,"         0,4","         0,3","         0,5","         0,2",
910150010,11,           0,,,,
910150028,11,"         0,3",           0,,,
910150069,11,"         0,2",           0,,,
910300011,11,"         0,3","         0,4",,"         1,1",
910300029,11,"         0,1",           0,,,
910300060,11,           0,           0,,,
910300144,11,"         0,4","         0,7","         0,6","         0,9",
910300177,11,"         0,2","         0,8","         0,5","         1,1",
910300219,11,"         0,7","         0,9","         0,5","         0,8",
910300300,11,"         0,3","         0,2",,"         0,3",
910300326,11,           0,           0,,,
910300359,11,"         0,2","         0,3","         0,6","         0,4",
910500040,11,           0,,,,
910803543,11,"         0,6","         0,9","         0,8","         1,1",
910805357,11,"         0,2","         0,6","         0,5","         1,1",
920000635,11,"         0,1",           0,,           0,
920000643,11,"         0,4","         0,5","         1,2","         0,2",
920000650,11,"         1,2","         1,1","         1,2","         0,5",
920000684,11,"         0,2","         0,3",,           0,
920008539,11,,,,,
920009909,11,"         0,4","         0,3","         1,9","         0,4",
920026374,11,"         0,4","         0,2","         0,9","         0,2",
920100013,11,"         1,2","         0,8",           0,"         0,6",
920100021,11,"         1,3","         0,6","         1,7","         0,5",
920100039,11,"         0,9","         0,9","         1,1","         0,1",
920100047,11,"         0,8","         0,3","         1,7",           0,
920100054,11,"         0,7","         0,3",,"         0,1",
920100062,11,"         0,1",           0,"         0,2",,
920110020,11,"         0,4","         0,4","         0,8","         0,4",
920110053,11,"         0,1",           0,,,
920120011,11,"         0,3","         0,5",,"         0,2",
920300043,11,"         1,2","         1,5","         2,2","         2,5",
920300183,11,"         0,6","         0,2",,"         0,5",
920300191,11,"         0,2","         0,5",,"         0,9",
920300209,11,           0,"         0,1","         0,6","         0,3",
920300266,11,"         0,1",           0,,           0,
920300365,11,"         0,1","         0,4","         0,2",           1,
920300415,11,"         0,2","         0,3","         0,5","         0,5",
920300597,11,"         0,3","         0,6","         0,2",           1,
920300670,11,"         0,1","         0,2","         0,4","         0,2",
920300712,11,"         0,1","         0,3",           0,"         1,3",
920300753,11,"         0,5","         0,9",,"         0,2",
920300761,11,"         0,1","         0,4",           0,"         0,6",
920300787,11,,,,,
920300837,11,"         0,1","         0,1","         0,4","         0,4",
920300845,11,           0,,,,
920300936,11,"         0,2","         0,4",,"         0,2",
920301033,11,           0,,,,
920803798,11,"         0,1","         0,2",,,
920811775,11,,,,,
930014428,11,,,,,
930021480,11,           1,"         0,7","         1,1","         0,5",
930022603,11,,,,,
930100011,11,"         0,1",           0,,,
930100037,11,"         1,2","         0,7","         0,3","         0,4",
930100045,11,"         0,9","         0,3","         1,5","         0,3",
930110036,11,"         0,6","         0,6","         1,9","         0,3",
930110051,11,           1,"         0,6","         1,7","         0,4",
930110069,11,"         0,9","         0,9","         1,4","         0,3",
930150032,11,           0,,           1,           0,
930300025,11,"         0,5","         0,6","         0,7","         0,7",
930300066,11,"         0,5","         0,5",           0,"         0,9",
930300082,11,"         0,2","         0,4",           0,"         0,6",
930300116,11,"         0,5","         0,7","         1,5","         1,5",
930300264,11,"         0,1","         0,5",,"         0,3",
930300298,11,"         0,2","         0,5","         0,9","         0,9",
930300504,11,"         0,2","         0,2",,"         0,5",
930300553,11,"         0,4","         0,6","         1,3","         0,7",
930300587,11,"         0,3","         0,3",,"         0,7",
930300595,11,"         0,4","         0,5","         0,5","         0,8",
930300629,11,"         0,2","         0,3",           0,"         0,6",
930300645,11,"         0,6","         0,5",,"         0,1",
940000078,11,,,,,
940000649,11,           1,"         0,7",           0,"         0,3",
940000656,11,"         0,1",           0,,,
940000664,11,"         0,8","         0,5",,"         0,3",
940006679,11,"         0,3","         0,3","         0,6","         0,9",
940016819,11,           0,           0,"         1,3",           0,
940100027,11,"         2,4","         1,9",           0,"         0,1",
940100035,11,"         0,2",           0,,           0,
940100043,11,"         1,7","         1,4","         1,7","         0,5",
940100050,11,"         0,3",           0,,,
940100068,11,"         0,9","         0,1",,           0,
940110018,11,"         0,9",           1,"         1,6","         0,9",
940110042,11,"         0,9","         0,9","         1,2","         0,7",
940120017,11,"         0,2","         0,3","         0,3","         0,1",
940300031,11,"         0,5","         0,7","         0,6","         0,9",
940300163,11,           0,           0,,,
940300270,11,"         0,2","         0,6","         1,6","         0,6",
940300379,11,"         0,1","         0,4","         0,6","         0,7",
940300445,11,"         0,2","         0,2",,"         0,4",
940300452,11,"         0,1",,,,
940300494,11,"         0,2","         0,5",,"         0,5",
940300551,11,           0,"         0,1",           1,"         0,2",
940300569,11,"         0,4","         0,4",           0,"         0,8",
940813017,11,,,,,
940813033,11,"         0,6","         0,5",           0,"         0,7",
950000406,11,           0,           0,,,
950001370,11,"         0,2","         0,2","         0,3","         0,1",
950002709,11,,,,,
950013870,11,"         1,2","         0,8","         1,1","         0,4",
950015289,11,"         0,1",           0,,           0,
950100016,11,"         0,1",           0,,,
950110015,11,"         1,2","         0,7","         1,6","         0,5",
950110049,11,"         1,3","         0,9","         1,2","         0,4",
950110080,11,"         1,3","         1,1",           2,"         0,8",
950300095,11,"         0,1","         0,3",           0,"         0,6",
950300137,11,"         0,2",,,"         0,9",
950300152,11,           0,           0,,,
950300202,11,"         0,2","         0,4","         0,3","         0,7",
950300244,11,"         0,5","         0,7",           0,"         1,5",
950300277,11,"         0,5","         0,6",           1,"         1,2",
950300301,11,           0,           0,,,
950300350,11,"         0,2","         0,1","         0,6","         0,4",
950630012,11,,,,,
950807982,11,"         0,6",           1,"         1,1","         1,9",
180000028,24,"         5,4","         3,6","         5,4","         2,3",
180000051,24,"         1,6",           1,"         1,9","         0,9",
180000069,24,"         0,9","         0,2","         1,1","         0,1",
180000358,24,"         0,7","         1,1",,"         1,8",
180004145,24,"         1,2","         3,3","         1,2","         4,7",
280000134,24,"         5,9","         3,5","         7,5","         1,4",
280000159,24,           1,"         2,1",           0,"         3,3",
280000183,24,"         3,5","         2,1","         4,9","         1,7",
280000449,24,"         0,3",           0,,,
280000589,24,"         0,7","         0,1",           0,"         0,3",
280500075,24,"         1,3","         0,2","         1,7","         0,4",
280504689,24,,,,,
280505777,24,"         1,2","         2,2","         0,8","         2,4",
360000046,24,"         0,5",           0,"         0,1","         0,1",
360000053,24,"         4,8","         3,1","         5,2","         1,9",
360000061,24,"         0,3",           0,,           0,
360000079,24,"         0,7","         0,5","         0,9","         0,7",
360000129,24,"         1,4","         2,1","         0,1","         3,4",
360002133,24,,,,,
360002232,24,"         0,1",,,,
370000051,24,"         0,5",           1,           0,"         1,6",
370000085,24,"         2,1","         2,8",           0,"         3,9",
370000093,24,"         2,3","         4,2",           0,"         3,7",
370000481,24,"        13,9","        12,7","        14,4","         9,5",
370000564,24,"         1,1","         0,8","         0,1","         0,6",
370000606,24,"         0,9","         0,2","         1,2","         0,1",
370000614,24,"         0,7","         0,7",           0,           1,
370002701,24,"         0,1",,,,
370007569,24,"         3,6","         5,1","         7,5","         9,7",
410000087,24,           4,"         2,9",           6,"         2,3",
410000095,24,"         1,2","         0,2",,"         0,1",
410000103,24,"         1,3",           1,"         1,8","         0,8",
410000202,24,           2,           4,"         2,1",           4,
410004998,24,"         0,6","         2,3",           2,"         2,3",
450000088,24,          10,"         7,4","        14,4","         4,1",
450000096,24,"         1,2","         0,3","         2,5","         0,1",
450000104,24,           3,"         2,1","         4,9",           1,
450000112,24,"         0,8","         0,1","         1,9",           0,
450000237,24,"         0,8","         1,5",,"         2,2",
450000245,24,"         1,1","         3,9",,"         2,9",
450000294,24,"         2,4","         0,4",           0,"         0,1",
450000336,24,"         0,1",           0,,,
450010079,24,"         1,1","         2,9","         3,4",           8,
450012935,24,,,,,
450012968,24,"         0,7","         1,2",,"         2,2",
450013818,24,,,,,
450018312,24,,,,,
450018460,24,,,,,
210011847,27,"         0,9","         1,7",           0,"         3,7",
210012142,27,"         1,1","         0,1","         0,1","         0,2",
210012175,27,"         1,6","         1,4","         2,4","         1,5",
210780110,27,"         0,7","         1,5","         5,2","         4,7",
210780136,27,"         1,2","         2,4",           0,           2,
210780581,27,"        10,2","         7,5","         9,5",           5,
210780607,27,,,,,
210780706,27,"         1,1","         1,1","         1,8","         0,7",
210780789,27,"         1,5","         1,7",,"         2,3",
210780979,27,"         1,4","         1,7",,"         4,4",
210987731,27,"         1,6","         0,9",,"         0,1",
250000015,27,"        10,2",           8,           6,"         2,6",
250000270,27,"         2,4",           5,,"         4,6",
250000452,27,"         1,7","         1,9","         3,2","         1,3",
250011723,27,"         0,9","         1,7",           2,"         2,7",
250011848,27,"         1,1","         2,9","         5,6","         3,6",
390780146,27,"         2,6","         2,2","         3,7","         1,2",
390780153,27,"         0,1",           0,,           0,
390780161,27,"         0,8","         0,7","         1,5","         0,7",
390780559,27,"         0,2","         0,7",,"         1,3",
390780575,27,"         0,4","         1,3",,"         2,1",
390780591,27,"         0,4","         0,1",,           0,
390780609,27,"         1,8","         1,5","         2,8","         1,6",
390781193,27,"         0,1",,,,
580780039,27,"         3,4",           2,"         3,6","         1,3",
580780047,27,"         0,1",           0,,,
580780070,27,"         0,5",           0,,"         0,2",
580780088,27,"         0,4",           0,           0,           0,
580780096,27,           1,"         0,6","         0,7","         0,4",
580780138,27,"         0,9","         2,1",,"         3,9",
580780195,27,"         0,3","         0,7","         0,8","         0,9",
580781136,27,"         0,1",           0,,,
700004591,27,"         3,9","         2,8","         4,1","         1,9",
700780026,27,"         0,7","         0,1",           0,           0,
700780174,27,"         0,8","         1,2",,"         2,3",
710006859,27,"         0,7","         1,7",           0,"         2,8",
710780263,27,"         3,1",           2,"         3,4","         1,3",
710780644,27,"         2,1","         1,2","         1,5","         0,6",
710780917,27,"         2,1","         3,7",           0,           6,
710780958,27,"         3,5",           2,"         5,7","         0,8",
710781410,27,"         0,3","         0,8",,"         1,1",
710781451,27,"         0,9","         0,1",           1,           0,
710781568,27,"         0,1",           0,,,
710781824,27,"         0,1","         2,1",,"         1,9",
710976705,27,"         2,1",           1,"         0,3","         1,5",
710978347,27,"         1,8","         2,2","         2,9","         0,2",
890000037,27,"         4,1",           3,          11,"         1,3",
890000169,27,"         0,9","         1,6","         0,1","         3,5",
890000409,27,"         0,6","         0,2",           0,"         0,3",
890000417,27,"         0,7","         0,1","         0,2",           0,
890000433,27,"         0,6","         0,1",,           0,
890002389,27,"         0,9","         1,6",,"         4,8",
890970569,27,"         2,6","         2,2","         3,9","         1,1",
900000035,27,"         0,9","         1,4",,"         3,3",
900000365,27,"         6,9","         5,8","        11,7","         4,6",
140000035,28,"         2,7","         1,4","         2,6","         0,7",
140000084,28,"         0,2",           0,           0,           0,
140000092,28,"         1,2",           1,"         1,6","         1,3",
140000100,28,"         9,9","         8,3","         8,2","         4,1",
140000118,28,"         1,2","         1,1","         1,1","         0,8",
140000159,28,           1,"         0,1",,           0,
140000290,28,"         0,3","         1,6",           0,           2,
140000340,28,"         0,1",,,,
140000555,28,"         1,3",           1,,"         0,9",
140002452,28,"         0,6","         0,1",           0,"         1,3",
140016759,28,           1,"         3,1",           4,"         3,8",
140017237,28,"         2,4","         5,6",,"         5,4",
140018730,28,"         0,4","         1,2",           0,"         1,6",
140026279,28,"         0,5","         0,1","         1,6",           0,
140026709,28,"         0,3","         0,8","         0,1","         1,4",
270000060,28,"         0,8","         0,6","         1,3","         0,6",
270000086,28,"         0,5","         0,3",           1,"         0,3",
270000102,28,"         0,4","         0,3","         0,1","         0,3",
270000110,28,"         0,2",           0,,           0,
270000326,28,"         1,1",           2,,"         2,2",
270000862,28,"         0,7",           1,,"         2,6",
270023724,28,"         4,3","         2,3","         8,3","         2,1",
500000013,28,"         4,1","         2,1","         4,6",           1,
500000054,28,"         2,6","         1,7","         2,8","         1,3",
500000096,28,"         0,3",           0,,           0,
500000112,28,"         2,4","         1,8","         2,7","         0,7",
500000146,28,"         0,7","         1,5",,"         2,9",
500000203,28,"         0,3","         1,3",,"         1,9",
500000393,28,"         0,9","         0,1",,           0,
500000401,28,"         0,3","         1,1","         1,5","         1,2",
500002357,28,"         0,6","         1,7","         0,1","         3,2",
500021316,28,,,,,
500021944,28,,,,,
610006421,28,"         0,2","         0,4",,"         0,7",
610780074,28,           1,"         0,8","         1,5","         0,5",
610780082,28,"         1,8","         1,2",           2,"         0,9",
610780090,28,"         1,7","         1,1","         1,7","         1,3",
610780124,28,"         0,4","         0,1",,           0,
610780165,28,           2,"         1,2","         2,2","         0,9",
610780199,28,"         0,3","         1,2",,           1,
610790594,28,"         0,7","         0,1",,           0,
760000166,28,"         0,9","         0,6",,"         0,3",
760021329,28,"         2,5","         3,7",           2,"         3,6",
760024042,28,           3,"         1,8","         4,1","         1,4",
760025312,28,"         2,1","         3,2",           6,"         8,2",
760027292,28,"         0,6","         1,5",,"         2,2",
760780023,28,"         2,4","         1,5",           2,"         0,6",
760780056,28,"         0,2",           0,,           0,
760780064,28,"         0,1",           0,,,
760780197,28,"         0,1","         0,2","         1,9","         0,2",
760780205,28,"         0,1",           1,,"         1,1",
760780239,28,"        14,9","         9,8","         8,7","         4,3",
760780262,28,           0,"         0,1",          10,"         0,1",
760780510,28,           1,"         3,3",,"         2,2",
760780619,28,"         2,3","         2,3",,"         3,9",
760780668,28,"         0,1","         0,6",,"         1,2",
760780726,28,"         5,9","         3,4","         7,3","         2,7",
760780734,28,"         1,1","         0,2","         2,2","         0,1",
760780742,28,"         0,6","         0,1","         1,9",           0,
760780783,28,"         0,5","         0,7",           0,"         1,2",
760780791,28,           1,"         2,3","         0,1","         2,5",
760780825,28,"         0,3","         1,2",,"         1,5",
760783035,28,           0,           0,,,
760783159,28,"         0,2",,,,
760921809,28,"         1,1","         4,4",           0,"         6,9",
020000022,32,"         0,1",           0,,           0,
020000048,32,"         0,2",           0,,,
020000055,32,           0,           0,,,
020000063,32,"         2,3","         2,1","         1,7","         2,1",
020000071,32,"         0,1",           0,,,
020000253,32,           1,           1,"         1,3","         0,8",
020000261,32,"         1,2","         1,1","         1,7","         0,5",
020000287,32,"         1,1","         0,6",           1,           1,
020000360,32,"         0,3","         0,5",,"         1,3",
020004404,32,"         0,8","         0,5","         0,8","         0,2",
020004495,32,"         0,3",           0,"         0,1","         0,1",
020010047,32,"         0,7","         1,1",           1,"         1,4",
590000188,32,"         0,6","         0,8",,"         0,5",
590001749,32,"         0,3",           0,,           0,
590006896,32,"         0,2","         0,6",,"         1,3",
590008041,32,"         1,1","         1,5",,"         1,6",
590034815,32,,,,,
590049565,32,,,,,
590052056,32,"         0,7","         0,8","         1,1","         1,7",
590780052,32,"         0,3",           0,,,
590780060,32,           0,"         0,5",,           2,
590780094,32,"         0,1",,,           0,
590780193,32,"         9,5",           9,"         8,2","         4,3",
590780227,32,           1,"         0,9","         2,3","         0,5",
590780250,32,"         0,3","         1,3",           0,"         5,7",
590780268,32,"         1,1",           2,"         1,1","         1,8",
590780284,32,"         2,9","         2,1","         2,5","         1,3",
590780342,32,"         0,6","         0,2",,"         1,9",
590780383,32,"         1,3","         2,3",,"         3,2",
590781415,32,           2,"         0,4","         0,1","         0,2",
590781571,32,           0,"         0,7",,"         0,8",
590781605,32,"         1,4","         0,8","         1,1","         0,4",
590781621,32,"         0,3","         0,1","         0,7","         0,1",
590781662,32,"         0,4","         0,3","         1,1","         0,2",
590781670,32,"         0,2",           0,,           0,
590781795,32,"         0,1",           0,,,
590781803,32,"         1,5","         0,8","         1,7","         0,4",
590781811,32,,,,,
590781902,32,"         1,7","         1,1","         2,2","         0,8",
590781951,32,"         0,2","         1,2",,"         0,8",
590782165,32,"         0,9",           1,"         1,9","         0,9",
590782207,32,"         0,1",           0,,,
590782215,32,"         3,9","         2,6",           5,"         1,8",
590782256,32,           0,,,,
590782298,32,"         0,3","         2,2","         1,5","         2,5",
590782421,32,"         3,4","         1,9","         3,5","         1,4",
590782439,32,"         0,2",           0,,           0,
590782496,32,"         0,3","         0,5",,,
590782546,32,"         0,3",           0,,"         0,2",
590782553,32,"         0,8","         0,9","         1,9","         1,2",
590782637,32,"         1,2","         0,9","         2,4","         0,8",
590782645,32,"         0,1",           0,,,
590782652,32,"         0,4","         0,3",           1,"         0,2",
590783239,32,"         2,1","         1,4","         2,6","         0,5",
590784484,32,,,,,
590785374,32,"         3,8",           3,,,
590788964,32,"         0,5","         0,3",           0,"         0,9",
590790655,32,"         0,1","         0,4",,"         0,5",
590797353,32,"         2,9","         2,1","         2,5","         1,3",
590806360,32,"         0,2",,,,
590810941,32,,,,,
590811006,32,,,,,
590813176,32,"         0,2","         0,4",           0,"         0,6",
590813382,32,"         0,1","         0,8","         1,6","         2,1",
590813507,32,"         0,3","         0,8","         1,1",           1,
590813747,32,,,,,
590815056,32,"         0,5","         0,7",,"         0,4",
590816310,32,"         0,5","         1,4","         1,4","         1,6",
590817458,32,"         0,4",           1,,"         1,4",
590817839,32,           0,"         0,2","         1,2","         0,3",
600008643,32,"         0,2",,,,
600010862,32,           0,"         0,3",,"         0,2",
600100101,32,           0,           0,,,
600100168,32,"         0,3","         0,5",,"         0,7",
600100176,32,"         0,1",,,,
600100184,32,"         0,1",           0,,,
600100572,32,"         0,1",           0,,,
600100648,32,"         0,2","         0,3","         0,7","         0,1",
600100713,32,"         1,8","         1,2","         2,7","         0,9",
600100721,32,"         2,2","         1,4","         2,3",           1,
600100754,32,"         0,7","         1,5","         1,2","         2,3",
600101984,32,"         2,4","         1,7","         4,4","         1,1",
600110175,32,"         0,6","         0,8",,"         1,2",
620000026,32,,,,,
620003350,32,"         3,8",           3,           3,"         3,5",
620003376,32,"         3,8",           3,           3,"         3,5",
620006049,32,"         0,5","         1,1",,"         1,2",
620024208,32,,,,,
620025346,32,"         3,8",           3,           3,"         3,5",
620026690,32,,,,,
620100057,32,"         2,2","         1,2","         2,9","         0,6",
620100099,32,"         0,5","         1,4","         0,3","         2,2",
620100487,32,"         0,2","         0,6",,"         0,8",
620100651,32,"         2,6","         0,9",           2,"         0,3",
620100677,32,"         0,2",           0,,,
620100685,32,"         2,7","         1,6","         3,6","         1,4",
620100735,32,"         0,6",           1,"         1,2",           1,
620100750,32,"         0,3","         0,5",,           1,
620101311,32,"         0,4","         1,1",,"         1,5",
620101337,32,"         2,2","         1,1","         2,4","         0,8",
620101360,32,"         1,5",           1,           2,"         0,5",
620101501,32,"         1,2","         1,9",,"         2,2",
620103432,32,"         0,9",           1,"         1,4","         0,3",
620103440,32,"         2,3","         1,6","         1,4","         0,9",
620105940,32,"         0,2","         0,5",,"         0,4",
620106088,32,"         0,2","         0,4",,"         0,8",
620116046,32,"         0,1",,,           1,
620118513,32,"         0,9","         1,4","         1,3",           2,
800000028,32,"         1,3","         0,9","         1,5","         0,2",
800000036,32,"         0,1",           0,,,
800000044,32,"         4,6","         5,1","         3,3","         2,4",
800000051,32,"         0,1",           0,,,
800000069,32,"         0,3",           0,"         0,5",           0,
800000077,32,"         0,1",           0,,,
800000085,32,"         0,2",           0,,           0,
800000093,32,"         0,4","         0,3","         0,7","         0,3",
800002503,32,"         0,2","         0,8",,"         0,9",
800009466,32,"         0,6",           2,,"         2,1",
800009920,32,"         0,7","         1,9","         2,9","         2,3",
800013179,32,"         0,7",           0,,           0,
800015729,32,"         0,5","         0,1",,           0,
800018491,32,,,,,
080000037,44,"         0,8","         0,5","         1,1","         0,5",
080000615,44,"         2,2","         1,5","         2,8","         0,8",
080001969,44,"         0,6","         0,3","         0,3","         0,3",
080010267,44,,,,,
080010465,44,,,,,
080010473,44,,,,,
100000017,44,"         2,6","         1,5","         3,6","         0,9",
100000082,44,"         0,2","         0,4","         0,1","         0,9",
100000124,44,"         0,1",           1,,"         0,7",
100000157,44,"         0,3","         0,6",,"         2,1",
100002351,44,"         0,7",           1,"         0,8","         1,3",
100006279,44,"         0,3",           0,"         0,8",           0,
510000029,44,           4,"         3,8","         2,8","         1,6",
510000037,44,"         1,2","         0,8","         1,8","         0,5",
510000060,44,"         0,9","         0,6","         0,7","         0,4",
510000078,44,"         0,6","         0,3","         0,6","         0,2",
510000102,44,"         0,1",           0,,           0,
510000185,44,"         1,3","         2,2","         2,2","         2,3",
510000193,44,"         0,8","         1,6","         2,2","         2,2",
510000227,44,"         0,2","         0,7",           0,"         0,6",
510000243,44,"         0,3","         0,5","         0,6","         0,6",
510000516,44,"         0,4","         0,2",,"         0,1",
510012040,44,"         0,4","         0,9",,"         1,7",
510024300,44,,,,,
520780032,44,"         1,1","         0,6",           1,"         0,2",
520780057,44,"         0,4","         0,1","         0,6",           0,
520780073,44,"         0,9","         0,8","         1,5","         0,5",
520780156,44,           0,"         0,3",,"         0,7",
520780180,44,"         0,2","         0,6",,"         0,8",
520780214,44,"         0,3","         0,4",           0,"         1,2",
540000049,44,"         0,5","         0,4",           1,"         0,4",
540000072,44,           0,           0,,,
540000080,44,"         0,7","         0,5","         0,9","         0,2",
540000106,44,"         0,2",           0,,           0,
