finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4,CI_E4_V2,CI_E5,CI_E6,CI_E7,CI_E7_V2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_DF1,CI_DF2,CI_DF3,CI_DF4,CI_DF5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,F1_D,F1_O,F2_D,F2_O,F3_D,F3_O,F4_D,F4_O,F5_D,F5_O,F6_D,F6_O,F7_D,F7_O,F8_D,F8_O,F9_D,F9_O,F10_D,F10_O,F11_D,F11_O,F12_D,F12_O,P1,P2,P3,P4,P5,P6,P7,P8,P8new,P9,P10,P11,P12,P13,P14,P15,P16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,RH1,RH2,RH3,RH4,RH5,RH6,RH8,RH9,RH10
060785219,CLINIQUE PLEIN CIEL,OQN,TAA,CLI,T1,M2,C1,,                                      .c,"        1,05","       15,74",                                      .z,                                      .z,           0,"        71,9",,,         124,           6,          12,,          15,,,,,        4420,         374,           1,          69,           2,           0,        6800,           0,           0,         244,           0,         287,,         619,          49,,,,,,           1,,,,,    14961085,,    18815904,,      322939,,           0,,           0,,,,    19850540,,                                      .z,,     1088904,,                                      .z,,     1469716,,    14495918,,      793834,,     7662218,,     -867944,,     8530160,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 1,Stimulateurs / défibrillateurs cardiaques : 250,"Occlusions, sub-occlusions digestives : 53",Intervention  peau et tissu sous-cutané : 9,Traumatismes du bassin et des membres : 31,"Chirurgies transurétrales, autres : 0",Cathétérismes thérapeutiques vasculaires et coronariens : 390,Troubles du rythme/conduction : 304,Soins palliatifs : 347,Cardiologie autres : 242,"Cardiopathies, valvulopathies : 363",,,,,,"       34,18","       24,89",           4,           2,"         0,4","      154,45","       32,45","       98,74",           1,"        7,57","       14,69",,"       -32,7",,"         6,3",,"        83,4",,"         0,5",,"         7,5",,"         1,1",,"        69,1",,"        42,9",,         -16,,"       140,9",,"        42,6",,"        35,2","       0,929","       0,965","       0,373",                                      .z,                                      .z,                                      .z,                                      .z,,,       75809,,,"        0,53",           0,,,,99,61 ± 5,33% ± 10%,89% ± 7%,86% ± 8%,71 ± 6,,A,,,,           0,"       537,5","     18683,5",          15,,,                                      .z,                                      .z,                                      .z
060791761,CH LA PALMOSA MENTON,DGF,TAA,CH,T2,M2,C2,O0,                                      .c,"        0,56","         7,9",                                      .z,                                      .z,"        73,1","       103,7","        72,4",,          54,,,,,          42,           9,,           1,        2116,        1465,           1,        1358,         534,          72,           0,           0,           0,           1,           0,        1656,       13754,        1536,          70,           1,,,,,           3,,,,    26641329,,    13852531,,     2401392,,           0,,      932359,,     1636198,,    24863049,,    18382170,,      267406,,        5081,,     1778374,,    24146704,,     6823666,,     4548569,,     3685102,,      863467,,"      0,9982",,Chirurgie du sein : 3,Cataracte : 246,Arthroscopie du genou : 54,Hernie enfant : 0,RTU prostate : 27,Hernie adulte y compris cœlioscopie : 89,Cataractes : 245,Chirurgies majeures orthopédiques (dont hanche et fémur : 161,"Chirurgies main, poignet : 140",Chirurgie du membre supérieur (hors prothèses) : 145,Hernies : 103,Endoscopies digestives avec ou sans anesthésie : 932,Infections respiratoires : 181,Endoscopies digestives thérapeutiques et anesthésie : sé : 216,Cardiologie autres : 126,"Infections reins et voies urinaires, lithiases : 86",,,,,,"        26,2","        15,5","         5,2","         3,5",           1,"      345,88","        48,9","      231,01","         1,6",          14,"       50,37","         6,7",,"         5,6",,"        36,3",,"         3,8",,"        31,5",,"         8,7",,"        84,1",,"        48,8",,"        54,1",,"        66,8",,         185,,"        31,2",,"       1,535","       1,173","       0,671","        19,7","         6,4","        24,4","        22,4",,,      163995,,,"       26,71","        62,3",          27,,"        18,1",88,73 ± 4,68% ± 10%,59% ± 11%,36% ± 11%,68 ± 3,,,,,,           0,       12908,       69045,          15,"         1,9",           1,,,           0
060791811,HÔPITAL PRIVÉ GERIATRIQUE LES SOURCES,DGF,TAA,EBNL,T1,M2,C1,,                                      .c,"        2,16","       26,49",                                      .z,                                      .z,           0,"        74,6",,,          91,,          10,           8,           4,,,,,        2333,          64,           0,         880,           4,           0,           0,           0,           0,         128,           0,           2,,         465,          40,,,,,,,,,,    19720786,,    12561326,,      637337,,           0,,      216149,,     5080815,,    19240557,,    13692189,,       21574,,       21574,,      518770,,    10648301,,,,     1090282,,    -2415447,,     3505729,,"      0,9826",,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Ostéomyélites aigües (y compris vertébrales) et arthrite : 2,Trauma crâniens : 21,Traumatismes du bassin et des membres : 16,Intervention  peau et tissu sous-cutané : 7,"Occlusions, sub-occlusions digestives : 18",Signes et symptômes : 194,"Cardiopathies, valvulopathies : 336",Infections respiratoires : 168,Troubles mentaux d'origine organique et retards mentaux : 268,Explorations et surveillance pour maladies et troubles m : 98,,,,,,"       19,76","       17,32","        0,35",,"        0,09","      230,71","       39,25","      150,35",           1,"        4,78","       35,33","         2,4",,"         2,4",,         100,,,,,,"         1,8",,"        82,5",,"        67,9",,"       -45,8",,"        20,7",,"        88,2",,"        53,1",,"       1,028","       1,006",,"        31,3","        10,8","         8,2","        25,7",,,,,,"        5,88",,,"         1,7",,88,88 ± 4,86% ± 8%,89% ± 7%,59% ± 11%,100 ± 0,,A,,,,           0,,"       534,3","        18,8",,,,,           0
060791860,CENTRE D'HEMODIALYSE A TZANCK,OQN,TAA,CLI,T0,,,,                                      .c,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       26782,           0,           0,           0,,           0,,,,,,,,,     1620455,,,,,     8610472,,       22391,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      1,0075",Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,,,,,,,,,,,"       66,08","        5,38","       56,17",,,"        4,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,,,,,,,,,                                      .z,                                      .z,                                      .z
060792850,A. TZANCK DIALYSE A DOMICILE,OQN,TAA,CLI,T0,,,,                                      .c,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,         148,           0,           0,           0,,           0,,,,,,,,,        4067,,,,,       32788,,           0,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,,,,,,,,,,,"        0,07","        0,04",,,,"        0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,,,,,,,,,                                      .z,                                      .z,                                      .z
060792900,A TZANCK AUTODIALYSE MOUGINS,OQN,TAA,CLI,T0,,,,                                      .c,,,                                      .z,                                      .z,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,        3479,           0,           0,           0,,           0,,,,,,,,,      208822,,,,,      886874,,           0,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      1,0075",Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,,,,,,,,,,,,,,,,,,,,,"        5,11","         0,7","        3,83",,,"        0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,Donnée Manquante,,,,,,,,,,,,                                      .z,                                      .z,                                      .z
060792926,CENTRE D'HEMODIALYSE LA RIVIERA ANTIBES,OQN,TAA,CLI,T0,,,,                                      .c,,,                                      .z,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     2071150,,           0,,           0,,           0,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,           1,Chirurgie du sein,Cataracte,Arthroscopie du genou,Hernie enfant,RTU prostate,Hernie adulte y compris cœlioscopie,,,,,,,,,,,,,,,,"         2,5",           2,,,,"       14,63","        1,73","        11,8",,           1,"         0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z,                                      .z,,,,,,,,,,,,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,,,,,,,,,,,                                      .z,                                      .z,                                      .z
060794013,INSTITUT ARNAULT TZANCK,DGF,TAA,EBNL,T1,M2,C1,,                                      .c,"       12,77","        3,98",                                      .z,                                      .z,           0,"       394,7","        38,8",,,           8,          56,,,          60,,,,        2999,         951,           0,         365,           6,           0,           0,           0,           0,           0,           0,         955,,          83,          12,,,,           2,,           2,,     5407948,,    27658215,,    25318153,,     1024686,,      428870,,       58177,,           0,,,,,,      -21812,,      -21812,,      613924,,     9141152,,      610948,,      529977,,    -1016603,,     1546580,,"      0,9997",,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Stimulateurs / défibrillateurs cardiaques : 500,Chirurgies valvulaires : 199,Pontages coronaires : 177,"Chirurgie cardiaque, autres : 54",Chirurgie inter spécialités : 12,Cathéthérismes diagnostiques vasculaires et coronariens : 1036,Cathétérismes thérapeutiques vasculaires et coronariens : 1057,Affections cardiovasculaires sans acte opératoire de la : 196,Cathétérismes thérapeutiques vasculaires et coronariens : 206,Signes et symptômes : 213,,,,,,"       27,72",          14,"         5,8",           7,,"       161,1","       36,59","      117,32",,"        7,19",,"        -1,1",,"         2,1",,"        58,3",,           1,,"        20,9",,"         1,5",,"        85,4",,,,"       -13,3",,"         6,9",,"       291,9",,,,"       0,914","       1,005",,          23,           0,          19,"        13,5",,,      377962,,,"        0,63",           0,,"         4,6",,98,99 ± 1,100% ± 0%,99% ± 2%,79% ± 9%,79 ± 5,,A,,,,,"     14876,1","    104683,1","        25,5","         0,4",,,,           0
060800166,CLINIQUE DE L'ESPERANCE,OQN,TAA,CLI,T3,M2,C3,,                                      .c,"        0,07","        2,88",                                      .z,                                      .z,           0,,"        65,9",,,,          15,,,          98,          25,,,         547,        4354,           3,        5870,        4248,          15,           0,           0,           0,           0,           0,        7239,,        6811,          40,,,,,,          11,,,,,    18985537,,    15724444,,       73000,,           0,,           0,,,,    20047814,,                                      .z,,      228091,,                                      .z,,      779749,,    16844546,,     2508754,,     -146280,,    -1719773,,     1573491,,"      0,9968",Chirurgie du sein : 101,Cataracte : 890,Arthroscopie du genou : 267,Hernie enfant : 1,RTU prostate : 304,Hernie adulte y compris cœlioscopie : 339,actes ORL et stomato divers : 986,Cataractes : 890,"Chirurgies transurétrales, autres : 886",Greffes peau / parages hors brûlures : 383,Chirurgies appareil génital masculin : 410,Endoscopies digestives avec ou sans anesthésie : 3244,Endoscopies digestives thérapeutiques et anesthésie : sé : 1509,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 281","Endoscopies génito-urinaires, avec ou sans anesthésie : 135","Lithotritie extracorporelle de l'appareil urinaire, en a : 358",,,,,,"       49,87","       14,31","        20,6",          10,"         2,2","      190,85","       36,74","      130,39","         0,5","        8,57","       14,65",,"        -5,6",,"         3,5",,"        38,2",,"         3,2",,"        21,8",,           3,,"        63,8",,"        28,7",,"       -31,3",,"        -2,7",,"        32,4",,"        53,5","       0,769","       0,912","       0,735",                                      .z,                                      .z,                                      .z,                                      .z,,,      246049,,,"       49,23","       79,39","        77,7",,,94,89 ± 3,53% ± 11%,93% ± 6%,99% ± 2%,78 ± 3,,A,,,,           0,"     74918,9","     95016,8","        19,3",,,                                      .z,                                      .z,                                      .z
070000096,HÔPITAL DE MOZE,DGF,TAA,EBNL,T1,M1,C0,,                                      .c,"        0,25","        20,1",                                      .z,                                      .z,           0,"        70,1",,,           8,,,,           6,,,,,         194,           2,           0,         207,           0,           0,           0,           0,           0,          13,           0,           0,,         256,          23,,,,,,,,,,     3152969,,     1220387,,      254444,,           0,,      100900,,     1549729,,     3123359,,     1843594,,       60654,,       60654,,      126888,,     4609381,,      301415,,     1907283,,     -582117,,     2489400,,"      1,0607",,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 0,Traumatismes du bassin et des membres : 2,Ostéomyélites aigües (y compris vertébrales) et arthrite : 0,"Occlusions, sub-occlusions digestives : 0",Intervention  peau et tissu sous-cutané : 0,,Endoscopies digestives avec ou sans anesthésie : 139,"Autres Maladies immunitaires, du Sang, des Organes hémat : 16",Endoscopies digestives thérapeutiques et anesthésie : sé : 45,Soins palliatifs : 8,Infections respiratoires : 11,,,,,,"        7,89","        2,59","         0,6","        2,73",           1,"       32,79","        3,48","       22,76",,"        0,33","        6,22","         0,9",,"         3,8",,"        43,4",,"         2,4",,"         9,5",,"         4,2",,"        90,9",,"        75,3",,         -68,,"       222,9",,"       227,2",,"        94,7",,"       1,327","         2,5",,"        34,7","        40,7","         5,6","        27,8",,,,,,           0,,,,"        -2,8",80,N. Conc.,N. Conc.,N. Conc.,N. Conc.,N. Conc.,,C,,,,           0,           0,           0,          13,,"         2,3",,,"        10,4"
070002878,CH DES VALS D'ARDECHE,DGF,TAA,CH,T1,M2,C2,O1,                                      .c,"        0,68","       11,94",                                      .z,                                      .z,          54,"        96,9","        67,4","        41,9",          60,,           4,,           6,          35,           4,           9,,        2836,        1173,         333,         746,         681,         148,         463,           0,           0,         261,         254,        1732,       10732,        1156,         108,           1,,,,,           4,           1,     9011930,,    40792322,,    22444619,,     4753425,,      390000,,      463253,,      548555,,    38074642,,    26304734,,      112881,,       22949,,     2295554,,    34754231,,    22116992,,     8112845,,     5067235,,     3045610,,"      0,9861",,Chirurgie du sein : 2,Cataracte : 145,Arthroscopie du genou : 35,Hernie enfant : 0,RTU prostate : 77,Hernie adulte y compris cœlioscopie : 80,"Chirurgies transurétrales, autres : 244",Cataractes : 145,Chirurgies majeures orthopédiques (dont hanche et fémur : 116,Chirurgies appareil génital masculin : 102,Hernies : 117,Infections respiratoires : 200,Endoscopies digestives avec ou sans anesthésie : 165,affections médicales du nouveau né : 242,Chimiothérapie hors séances : 59,Endoscopies digestives thérapeutiques et anesthésie : sé : 154,,,,,,"        44,7","        26,5",           7,           3,           3,"       580,6","        70,1","      412,75","        3,65","        27,4","        66,7","         6,7",,"         5,4",,"        76,2",,"         9,6",,"        69,4",,"        18,4",,"        72,4",,"        55,4",,"        48,6",,"        77,8",,"        87,5",,"        31,2",,"       1,078","       1,205","       0,955","        28,6","         7,7","        17,5","        16,8",      750994,,      119143,"       17,72","       76,08","       36,73","       79,82","        77,4","         8,7","        -2,8",90,79 ± 5,45% ± 11%,86% ± 8%,66% ± 10%,81 ± 3,,A,,,,          19,"     14722,6","     49678,4",          26,"         1,9","         3,4",,,           0
070005566,CH D'ARDECHE MERIDIONALE,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,"        0,88","        8,68",                                      .z,                                      .z,"         2,6","        73,1","        91,1","        60,2",         139,,,           6,          10,          38,,          20,,        7174,        2108,         982,        1248,         420,         348,        1897,           0,           0,         656,         816,        2297,       17694,         912,         112,           1,           1,,,,           4,           2,    11348017,,    75854617,,    38826719,,     3147254,,           0,,      101826,,    11395620,,    70006139,,    46073429,,     -120832,,       28842,,     4077587,,    80302695,,    51521086,,     9396464,,     8419171,,      977293,,"      0,9925",,Chirurgie du sein : 7,Cataracte : 62,Arthroscopie du genou : 32,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris cœlioscopie : 64,Cataractes : 62,Chirurgies majeures orthopédiques (dont hanche et fémur : 236,Chirurgie du membre supérieur (hors prothèses) : 178,Chirurgies utérus / annexes : 65,Traumatismes du bassin et des membres : 158,Signes et symptômes : 991,affections médicales du nouveau né : 854,Autres gastroentérites et maladies diverses du tube dige : 323,Infections respiratoires : 287,"Cardiopathies, valvulopathies : 266",,,,,,"       62,19","       32,82","        7,91","         4,9","        4,59","     1063,56","      135,59","      721,06","        8,58","       42,18","      156,15","         7,7",,"         5,1",,"        27,3",,"        12,6",,"        68,9",,"         5,2",,"        78,3",,"        32,1",,"        43,9",,          49,,"       131,5",,          48,,"       0,985","       0,969","       0,963","        24,5","         9,5","        17,2","        20,3",      810573,,      191065,"        20,1","       53,53","       16,61","       42,04",,"         9,5",,96,72 ± 4,55% ± 11%,85% ± 8%,76% ± 9%,86 ± 3,,D,B,B,C,          38,"     12883,8","     72350,4","        18,9",           2,"         3,7",,,"         0,1"
070780168,CLINIQUE DU VIVARAIS,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"        0,17","        1,65",                                      .z,                                      .z,           0,,          34,,,,,,,          59,           6,,,         531,        1676,           0,        1824,        1706,           7,           0,           0,           0,           0,           0,        3132,,        2204,          39,,,,,,           4,,      645289,,,     6018191,,     5617963,,       41949,,           0,,           0,,         342,,     5923610,,                                      .z,,       62297,,                                      .z,,      267809,,     2928038,,      332512,,      428797,,     -243330,,      672126,,"       0,997",Chirurgie du sein : 59,Cataracte : 733,Arthroscopie du genou : 108,Hernie enfant : 2,RTU prostate : 58,Hernie adulte y compris cœlioscopie : 131,Cataractes : 733,"Chirurgies main, poignet : 198",actes ORL et stomato divers : 176,Chirurgies majeures orthopédiques (dont hanche et fémur : 208,Hernies : 170,Endoscopies digestives avec ou sans anesthésie : 1125,Endoscopies digestives thérapeutiques et anesthésie : sé : 497,Affections Cavité buccale et dents : 88,Autres gastroentérites et maladies diverses du tube dige : 92,"Autres séj. sans acte, avec anesthésie, en ambulatoire : 46",,,,,,"       13,13",           3,"         6,1","         3,2","         0,2","       63,52","       15,71","        46,2",,"        0,61",           1,,"         1,6",,"         4,3",,         100,,"         1,2",,          21,,"         3,7",,"        70,9",,          80,,         -15,,"        26,4",,"        48,6",,          68,"        0,75","       0,921",,                                      .z,                                      .z,                                      .z,                                      .z,,,      216526,,,"       50,44","       66,55","       129,2",,,96,64 ± 3,1% ± 2%,89% ± 7%,94% ± 5%,82 ± 3,,C,A,,C,           0,"     49044,5","    102266,4","        40,5","         0,5",,                                      .z,                                      .z,                                      .z
070780358,CH D'ARDECHE NORD,DGF,TAA,CH,T3,M2,C2,O2,                                      .c,"        1,01","       12,41",                                      .z,                                      .z,"        55,1","        84,2","       104,4","        58,7",         142,,          10,           8,          10,          45,          10,          20,,        7422,        2130,        1045,        1838,        1148,         232,         959,           0,        9839,         381,         774,        2648,       15746,        1878,         120,           1,           1,,,,           4,           2,    10845204,,    68495141,,    47317462,,     4033819,,      372563,,      888450,,     1461933,,    63668993,,    51391338,,      141297,,           0,,     4918206,,    50406663,,    15234881,,    10070499,,     6382265,,     3688233,,"      0,9837",,Chirurgie du sein : 24,Cataracte : 0,Arthroscopie du genou : 25,Hernie enfant : 1,RTU prostate : 4,Hernie adulte y compris cœlioscopie : 82,actes ORL et stomato divers : 409,Cataractes : 0,Hernies : 165,Chirurgies majeures orthopédiques (dont hanche et fémur : 188,Trauma crâniens : 135,affections médicales du nouveau né : 802,Signes et symptômes : 348,Endoscopies digestives avec ou sans anesthésie : 557,Endoscopies digestives thérapeutiques et anesthésie : sé : 280,Infections respiratoires : 382,,,,,,"       74,39","       44,16","         5,3","         8,5","        4,83","      857,28","      101,07","      618,72","        8,13","       38,99","       90,37",           7,,           7,,"        78,5",,"         3,1",,"        36,5",,"         9,2",,"        79,4",,"        52,4",,"        36,6",,"        57,7",,"       470,3",,"        56,5",,"       1,001","       1,196","       0,934","        28,2",          10,"        16,6","        18,3",,,      198609,"       20,54","       36,42","       35,02","        69,8","        52,2","         5,1",,82,61 ± 5,25% ± 9%,56% ± 11%,45% ± 11%,94 ± 2,,B,A,B,A,          36,"     11901,6","    112369,8","        16,8",           1,"         3,5",,,           0
070780408,CLINIQUE DES CEVENNES,OQN,TAA,CLI,T1,M1,C2,,                                      .c,"        0,31","        2,55",                                      .z,                                      .z,           0,,"        34,3",,,,           9,,           2,          50,           3,,,         444,        1303,           0,         981,        1133,           0,         935,           0,           0,           7,           0,        2157,,        1197,          59,,,,,,           4,,      353755,,,     5798287,,     5149107,,       38835,,           0,,           0,,,,     5700093,,                                      .z,,     -103669,,                                      .z,,       79419,,     4300611,,     1275371,,     -371145,,     -317378,,      -53768,,"      0,9943",Chirurgie du sein : 20,Cataracte : 338,Arthroscopie du genou : 89,Hernie enfant : 1,RTU prostate : 32,Hernie adulte y compris cœlioscopie : 112,Cataractes : 339,actes ORL et stomato divers : 210,Chirurgies majeures orthopédiques (dont hanche et fémur : 84,Greffes peau / parages hors brûlures : 121,Ligatures veines : 81,Endoscopies digestives avec ou sans anesthésie : 489,Endoscopies digestives thérapeutiques et anesthésie : sé : 435,Autres gastroentérites et maladies diverses du tube dige : 38,"Autres Maladies immunitaires, du Sang, des Organes hémat : 19","Autres séj. sans acte, avec anesthésie, en ambulatoire : 15",,,,,,"        17,9","         5,2",           9,           2,,"       59,47","       10,48","       46,99",,,           2,,"         1,7",,"         1,3",,"      -189,3",,"        16,1",,"        51,8",,"         3,4",,"        81,8",,          53,,"       -20,3",,"       -23,8",,"        35,6",,"       116,6","       0,845","       0,986",,                                      .z,                                      .z,                                      .z,                                      .z,,,      181287,,,"       47,03","       57,78","       175,5",,,82,57 ± 3,36% ± 11%,84% ± 8%,93% ± 6%,92 ± 2,,C,,,,,"     61641,5","     58107,2","        17,6","         0,6",,                                      .z,                                      .z,                                      .z
070780424,CLINIQUE PASTEUR,OQN,TAA,CLI,T3,M2,C4,O3,                                      .c,"         0,2","        4,49",                                      .z,                                      .z,"        16,1","       633,9","        69,6","        51,2",           4,,          18,,,         162,          20,          42,,        3721,        7435,        1789,         934,        4439,         195,           0,           0,           0,          11,        1432,       11896,       12140,        1056,          78,           1,,,,,          12,           1,,,,,,    27243187,,      238963,,           0,,      121170,,        1363,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,"      0,9975",Chirurgie du sein : 210,Cataracte : 1465,Arthroscopie du genou : 594,Hernie enfant : 1,RTU prostate : 84,Hernie adulte y compris cœlioscopie : 423,Cataractes : 1470,"Chirurgies main, poignet : 996",Autres chirurgies gynécologiques autres que le sein : 761,Ligatures veines : 848,"Arthroscopies, Biopsies ostéo-articulaires : 756",affections médicales du nouveau né : 1234,Cathétérismes thérapeutiques vasculaires et coronariens : 417,"Endoscopies génito-urinaires, avec ou sans anesthésie : 319",Cathétérismes thérapeutiques vasculaires et coronariens : 207,"Phlébites, varices et autres troubles vasculaires d'orig : 234",,,,,,"       73,81","        26,3","        19,6",          12,          13,"      359,94","       50,38","      292,25",,"         8,7","        8,61",,,,,,,,,,,,,,,,,,,,,,,,,"       0,866","       1,044","       0,977",                                      .z,                                      .z,                                      .z,                                      .z,,,      353397,"       21,02","       70,47","       37,39","       56,45","       100,9",,,83,61 ± 2,1% ± 2%,96% ± 4%,96% ± 4%,87 ± 2,,A,,,,          44,"     92308,6","    156788,9",          38,"         0,1","         1,5",                                      .z,                                      .z,                                      .z
080000037,CH DE SEDAN,DGF,TAA,CH,T2,M2,C2,O2,                                      .c,"        0,42","       11,34",                                      .z,                                      .z,"        63,7","        80,9","        42,2","        42,7",         109,          14,,,           5,          62,           4,          25,           2,        5926,        1689,         873,        1621,         941,         243,          46,           0,           0,          98,         694,        2300,       14047,        1021,         105,           1,,,,,           4,           2,,,    48958060,,    29066121,,     2774728,,         186,,      548942,,     2281397,,    46338287,,    34641102,,       77287,,        1424,,     2359616,,    29458816,,     5390754,,     2007499,,     5224175,,    -3216676,,"       0,995",,Chirurgie du sein : 3,Cataracte : 0,Arthroscopie du genou : 53,Hernie enfant : 2,RTU prostate : 46,Hernie adulte y compris cœlioscopie : 102,Trauma crâniens : 145,Cholécystectomies : 135,"Chirurgies main, poignet : 135",Hernies : 141,Intervention  peau et tissu sous-cutané : 82,Signes et symptômes : 645,affections médicales du nouveau né : 697,Symptômes digestifs : 467,Infections respiratoires : 309,Cardiologie autres : 302,,,,,,"        48,1","        29,4","         7,1",           4,"         4,3","      682,97","       79,77","      501,35","        2,86","       15,03","       83,96","         5,4",,"         4,6",,"        70,2",,"         2,3",,"        30,8",,"         4,1",,          83,,"        64,8",,"        41,2",,"        15,8",,"       142,4",,          62,,"       0,961","       1,026","       0,966","        29,9","        10,5","        16,8","        23,2",,,      179204,"       20,32","       72,88","       35,78","       66,12","       106,9",,"        32,5",99,60 ± 3,28% ± 10%,38% ± 11%,25% ± 9%,74 ± 3,,C,,,,          33,"     19080,1",       74463,"        27,8","         1,5","         3,9",,,           0
